,User,Pesan,Jam,Tanggal,Status,Saham
1083,Tony Iskandar,Harudnya bandar BRIS tdk beroangku tangan melihat panggungnya diambil BANK ,9:28:13 AM,Tuesday April 13 2021,Negatif,"BANK,BRIS"
1084,Kresna,"Membalas : tanya dong.. BMAS udah 3x meroket mulu kira2 aman gak ya.?
Kalo merasa gak aman, jual aja",6:59:40 AM,Tuesday April 13 2021,Negatif,"AMAN,BMAS"
1085,Maimunah,"Membalas :      ini setuju banget, cut loss is your best friend
Cutloss wajib klu saya klu down trend sekuat AVG ttp hasil minus sih 3 SD 4%
IHSG masih turunan dan konsolidasi blm beres di global market jg",12:17:22 AM,Tuesday April 13 2021,Negatif,BEST
1086,Kang Cuan,"Membalas : UNTR kenapa tiba-tiba loncat yah ? Deg-degan nih
Memang sedang diakum asing. Tapi sekarang sedang di resis. Kalo lanjut naik ya hold. Tapi kalo besok balik arah cpt2 sell. Tunggu lagi di supportnya.",9:54:30 PM,Tuesday April 13 2021,Netral,UNTR
1087,Tommy Hermes,"SAME uda masuk peti, gembok sampek tahun depan.",8:34:22 PM,Tuesday April 13 2021,Netral,SAME
1088,Hauw,"Membalas : Same g Ara gpp, asal tiap hri naik 5-10%
SAME simpen aja
Hahaha",8:28:33 PM,Tuesday April 13 2021,Netral,SAME
1089,Billy,"Membalas : Bisa gk hu Billy The Traders go away in may and came back in june    
Apapun bisa terjadi  
Membalas : Tembus 2000 gk ya ASSA  
Hold aja.. Lebaran kasih thr ntr  .. Klo pun turun.. Ntr gratis anterin kemana aja   ",2:45:26 PM,Tuesday April 13 2021,Netral,ASSA
1090,RBTAN59,"Membalas : sudah cukup umur, udah boleh panen  
blom ijabkabul  sdg nunggu fren nya   ",2:29:12 PM,Tuesday April 13 2021,Netral,FREN
1091,Puspita Wardani,Sabar adlh kunci   CENT nya ikut jalan  ,2:05:15 PM,Tuesday April 13 2021,Netral,CENT
1092,Benhan,"Membalas : Yg satu gak disebut disimpen 
Sst biarin aja jangan cepat2 naiknya kalau yg itu. Nambah muatan dulu",1:34:27 PM,Tuesday April 13 2021,Netral,SATU
1093,Waskita Karya,Wskt ditahan di 985,11:52:35 AM,Tuesday April 13 2021,Netral,WSKT
1094,Ferry Setiawan,"Membalas : BBCA di 30,000. akan jebolkah?
Saya tunggu di 29 dan 27 hu",11:33:28 AM,Tuesday April 13 2021,Netral,BBCA
1095,Jutha Bram,"Membalas : Photo
VCP...

Mirip seperti ADHI WSKT WIKA dll waktu mau rally panjang.

Thank you pak ",8:39:06 PM,Wednesday April 14 2021,Positif,"ADHI,WIKA,WSKT"
1096,Bow,"Membalas : Lq45 nya balik lg diatas MA200.. Besok jgn di prank lg ya bosen
WOOD still looks good kah Hu..?",3:48:54 PM,Wednesday April 14 2021,Positif,"GOOD,WOOD"
1097,Aho Lie,"Membalas : Siap pak.
Tp itu saya jgn yakin bisa salah  
Tp klo cent arahnya jelas sampai tglnya  
",3:35:42 PM,Wednesday April 14 2021,Positif,CENT
1098,Dream Big,"Membalas : *AGRO *BACA *BBHI *ARTO http://keuangan.kontan.co.id/news/bi-sebut-transaksi-digital-bikin-penurunan-peredaran-uang-palsu-hingga
asyikk, besok bank mini ngegas",3:06:59 PM,Wednesday April 14 2021,Positif,BANK
1099,muriz,Bbca menolak ke 2900 langsung tancap gas,3:05:19 PM,Wednesday April 14 2021,Positif,BBCA
1100,Tomatto Tomatto,Semoga besok cent ara,2:57:42 PM,Wednesday April 14 2021,Positif,CENT
1101,Rakhmad Nirmawan Nofendi,"Membalas : Photo
6118 tembus bisa di bilang pattern candle morning star confirm y?",2:55:13 PM,Wednesday April 14 2021,Positif,STAR
1102,Dream Big,BCAP ngegasss,2:49:33 PM,Wednesday April 14 2021,Positif,BCAP
1103,Puspita Wardani,"Membalas : REMINDER !! *MARI ABBA* 7/4/2021 *Northstar Dikabarkan Suntik Dana ke Startup Milik Erick Thohir* PT Mahaka Radio Integra Tbk
Beli ABBA krn berita ini, belinya jg dikit   klu banyak niscaya dy gk jd gerak    
Membalas : Begitu mudahnya merubah fear menjadi greed  
Tinggal request berita di CNBC    ",2:28:57 PM,Wednesday April 14 2021,Positif,ABBA
1104,Puspita Wardani,"Membalas : dari 118 malah https://www.tradingview.com/x/1wt6CLWE/
Hihihi iya      naiknya melesat cuma bebrapa bulan   
Tp gk ada yg sekeren ARTO n BANK sih   naik trs trsan  ",2:19:39 PM,Wednesday April 14 2021,Positif,"ARTO,BANK"
1105,Puspita Wardani,"Membalas : sudah dari februari
Iya, bener dr ABBA harga 90an skrg sdh 290, dr mulai MARI 150an skrg sdh 330  ",2:17:23 PM,Wednesday April 14 2021,Positif,"ABBA,MARI"
1106,Jafar Sim,"Membalas : Mana emote rocketnya ?
:rocket::rocket::rocket::rocket::rocket: aaaannddd bbkp 498 +1, 98% aja   ",1:42:33 PM,Wednesday April 14 2021,Positif,BBKP
1107,Ocha,Bbca juara emg,1:41:53 PM,Wednesday April 14 2021,Positif,BBCA
1108,Yudha,"Membalas : ditopang BBCA ini, cantik banget
Yep, gapernah bohong sih kalo yg angkat satu ini... beda klo yg angkat antm dkk  ",1:41:34 PM,Wednesday April 14 2021,Positif,"ANTM,BBCA,SATU"
1109,Tommy Hermes,"Membalas : BANK next BBRI ARTO NEXT BBCA
Mana emote rocketnya ?",1:41:23 PM,Wednesday April 14 2021,Positif,"ARTO,BANK,BBCA,BBRI"
1110,Mic,"BANK next BBRI
ARTO NEXT BBCA",1:39:59 PM,Wednesday April 14 2021,Positif,"ARTO,BANK,BBCA,BBRI"
1111,Dream Big,"Membalas : ditopang BBCA ini, cantik banget
betullll",1:37:34 PM,Wednesday April 14 2021,Positif,BBCA
1112,Jeanne A,"Membalas : BBCA 4%
ditopang BBCA ini, cantik banget",1:37:19 PM,Wednesday April 14 2021,Positif,BBCA
1113,Erich,"arto bca balapan, rebutan posisi bank 'terbesar'
",1:36:09 PM,Wednesday April 14 2021,Positif,"ARTO,BANK"
1114,Benevelen,Tlkm serok g sekarang buat inves kak,1:34:05 PM,Wednesday April 14 2021,Positif,TLKM
1115,Jafar Sim,Bbca mau ara?   nafsu naiknya #kejarsetoran,1:33:54 PM,Wednesday April 14 2021,Positif,BBCA
1116,Rui :rocket: :speedboat::dancer: ,"Membalas : salah satu yang menurut saya dia jelasin paling bagus itu soal support & resistant area, ibarat area itu pintu kalo di tabrakin
Hahaha iya, dia juga bagus ngejelasin dynamic support resisten pakai MA
Banyak insight dapat dari dia",1:07:57 PM,Wednesday April 14 2021,Positif,SATU
1117,aswin hendrarta,"saya ada same tapi porsi kecil, buat belajar
kalau CENT apa sudah diumumkan kapan cum RI",12:05:02 PM,Wednesday April 14 2021,Positif,"CENT,SAME"
1118,Rui :rocket: :speedboat::dancer: ,"Seperti yang Nana bilang, ga semua saham RI, ini mmg skrg lg pegang CENT tp masi belum memutuskan akan ikut RInya atau tidak",12:02:22 PM,Wednesday April 14 2021,Positif,CENT
1119,Aho Lie,Kyk hari ini saya punya feeling bakal 310 tp main aman Tp duluklo bener masuk lg  ,11:10:44 AM,Wednesday April 14 2021,Positif,"AMAN,MAIN"
1120,Aho Lie,"Membalas : CENT ke 330. Amiiin
Saya yakin bulan ini diatas 300 klo mei bisa jd diatad 400 prediksi   bisa salah",11:04:32 AM,Wednesday April 14 2021,Positif,CENT
1121,Rui :rocket: :speedboat::dancer: ,"Membalas : CENT ke 330. Amiiin
saya amini juga      ",11:03:53 AM,Wednesday April 14 2021,Positif,CENT
1122,panjianom,"Membalas : Aminkan  
CENT ke 330. Amiiin",11:03:39 AM,Wednesday April 14 2021,Positif,CENT
1123,Dirga,"     

ini jg mulai fokus di same  , dan yes, regardless invest or trading, selalu pantau big trendnya  ",11:02:09 AM,Wednesday April 14 2021,Positif,SAME
1124,Mic,BANK THE NEXT BBRI,11:01:04 AM,Wednesday April 14 2021,Positif,"BANK,BBRI"
1125,Aho Lie,"Membalas : gpp om yg penting udah break atap nya. cent masih ada potensi
Klo prediksi sih kuat bgt bkl keatas 300  ",11:00:22 AM,Wednesday April 14 2021,Positif,"ATAP,CENT"
1126,Mic,Bank the next bbri,11:00:02 AM,Wednesday April 14 2021,Positif,"BANK,BBRI"
1127,panjianom,"Membalas : Feeling sih hr iniijo tipis  
gpp om yg penting udah break atap nya. cent masih ada potensi",10:59:46 AM,Wednesday April 14 2021,Positif,"ATAP,CENT"
1128,Gekwid Gekwid,Ini Bank kok naik2 kepuncak terus yaa,10:58:00 AM,Wednesday April 14 2021,Positif,BANK
1129,Aho Lie,"Membalas : Aho mudah2an cent bisa close di atas 315 om. klo bisa bakal lanjut lagi
Klo tembus cent udah kisaran diatas 300 jd  suport br ",10:57:18 AM,Wednesday April 14 2021,Positif,CENT
1130,panjianom,"Membalas : Ia mudah2 an udah dekat senin 12 april amin  
Aho mudah2an cent bisa close di atas 315 om. klo bisa bakal lanjut :rocket::rocket: lagi",10:55:05 AM,Wednesday April 14 2021,Positif,"AMIN,CENT"
1131,Manusia Silver,"Membalas : BMAS ada story apa ya om? Kok nanjak terus beberapa hari terakhir? Ada isu merger n akuisisi?
Bmas mau dicaplok K bank nambah porsi dr 10% ke 40%",10:51:35 AM,Wednesday April 14 2021,Positif,"BANK,BMAS"
1132,Hendra,"Membalas : Cent nunggu dibawah lg ya  ..
270 moga dijemput lagi  ",10:51:17 AM,Wednesday April 14 2021,Positif,CENT
1133,Windiyanto Ajie Nugroho,"Membalas : Photo
BMAS ada story apa ya om? Kok nanjak terus beberapa hari terakhir? Ada isu merger n akuisisi?",10:50:52 AM,Wednesday April 14 2021,Positif,BMAS
1134,Hendra Choo,ERAA ok    ,10:38:13 AM,Wednesday April 14 2021,Positif,ERAA
1135,Rikzaaa Kamil,"Membalas : iya saya tipenya all in, sisa dana cash paling cuma 15% Loss terbesar saya waktu itu 18% di bulan Desember di PPRO, karena kepe
Belajar dari kesalahan ya, kak. 
saya juga CL SAME, lalu sekarang udah cuan kotos2, meskipun belinya nggak banyak  ",10:37:39 AM,Wednesday April 14 2021,Positif,CASH
1136,Felix,Eraa :rocket::rocket:,10:34:48 AM,Wednesday April 14 2021,Positif,ERAA
1137,Mic,Bank naim terus auto pilot supirnya,10:28:40 AM,Wednesday April 14 2021,Positif,"AUTO,BANK"
1138,Puspita Wardani,"Skrg gk punya CENT lg. Tinggal ASSA aja  , aamiin semoga ijo royo2 smua portonya  ",10:26:53 AM,Wednesday April 14 2021,Positif,"ASSA,CENT"
1139,Puspita Wardani,"Membalas : Amin gak cent lg 
ASSA aja skrg ko   kemarin sdh jual bersih saya  ",10:25:41 AM,Wednesday April 14 2021,Positif,"AMIN,ASSA,CENT"
1140,Rui :rocket: :speedboat::dancer: ,"Saran saya cuma satu sih, rajin2lah CL .... saya so far dari Agustus tahun lalu start sampai sekarang modal malah bertumbuh lumayan ....   ",10:10:05 AM,Wednesday April 14 2021,Positif,SATU
1141,Dirga,"Membalas : ini mah mending. gw main dr november skrg aja masih bingung cara balikkin modal awal. cuan mah gw bdo sih udah ilang semua ngga
sebaiknya jgn terlalu fokus ke balikin modal awal, resikonya bs revenge trade, lebih nekat.

Ini saya masih minus 30% sejak saya awal mulai trading dari 2019. Skrg akhirnya mulai bs fokus gmn bs bangun porto dan profit scara konsisten",10:09:28 AM,Wednesday April 14 2021,Positif,MAIN
1142,Mic,MLPL tarik sis semongko,10:01:26 AM,Wednesday April 14 2021,Positif,MLPL
1143,Aho Lie,"Membalas : CENT tembus 300 ga ya hari ini
Udah tp pak  ",9:56:40 AM,Wednesday April 14 2021,Positif,CENT
1144,Mic,"MPPA MLPL HAKA !!!!
Ini adalah foto",9:56:16 AM,Wednesday April 14 2021,Positif,"MLPL,MPPA"
1145,Raditbima,Yuk MPPA sebelum nabrak atas  ,9:56:13 AM,Wednesday April 14 2021,Positif,MPPA
1146,Rui :rocket: :speedboat::dancer: ,"mari kita tunggu   

yang haka di 298 banyak ....
Ini adalah foto",9:52:49 AM,Wednesday April 14 2021,Positif,MARI
1147,Ext,"Membalas : CENT tembus 300 ga ya hari ini
Sudah sempat di 302 pak",9:49:55 AM,Wednesday April 14 2021,Positif,CENT
1148,Benhan,CENT tembus 300 ga ya hari ini,9:48:43 AM,Wednesday April 14 2021,Positif,CENT
1149,Suyanto SK,"Membalas : Photo
haka !
big akum kemarin ERAA kemairn.....",9:36:17 AM,Wednesday April 14 2021,Positif,ERAA
1150,Hendra Choo,"ERAA rata2 net buy.
Ini adalah foto",9:36:05 AM,Wednesday April 14 2021,Positif,ERAA
1151,Hendra Choo,"kondisi bank rata2 hanya 2% an tahun ini, jadi kalo ada yg bagi lebih berarti kinerja perusahaan ok walau pandemi.",9:22:02 AM,Wednesday April 14 2021,Positif,BANK
1152,Ext,"Setiap harinya, mppa selalu membuat kesenangan pribadi",9:19:11 AM,Wednesday April 14 2021,Positif,MPPA
1153,Mic,ABBA MARI HAKA,9:18:48 AM,Wednesday April 14 2021,Positif,"ABBA,MARI"
1154,Oki Oce,Mppa  ,9:18:07 AM,Wednesday April 14 2021,Positif,MPPA
1155,Erich,"Membalas : Iya mending dividen normal
bjbr emg sgitu kisarannya biasa..yg ideal bagi staon 4x sih...",9:16:56 AM,Wednesday April 14 2021,Positif,BJBR
1156,Hendra Choo,"DMAS  jual LQ nya cakep, deviden bisa smp 10%. cicil....",9:11:35 AM,Wednesday April 14 2021,Positif,DMAS
1157,Hendra Choo,"BJBR deviden hri ini,  6%an dri hrg skrg. lumayan lah.",9:10:34 AM,Wednesday April 14 2021,Positif,BJBR
1158,Benevelen,Aowkk bbri naik kirain sekarang turun lagi hadeuh padahal mau avg,9:08:47 AM,Wednesday April 14 2021,Positif,BBRI
1159,Yudha,Yg angkat indeks lgsg bbca & bbri. Kyknya rebound hari ini  ,8:57:40 AM,Wednesday April 14 2021,Positif,BBCA
1160,Bu Nana,Asii sekarang sentuh ma200 monthly smoga kuat y,8:34:40 AM,Wednesday April 14 2021,Positif,ASII
1161,Ronny,"Membalas : Kata tmn2 ihsg naik turun itu permainan psikologi, siapa yg bikin naik turun? Apakah murni dr market?
Bbca bbri dan big cap lainnya yg bikin naik turun. Siapa yg naik turunkan big cap? Asing.",8:27:20 AM,Wednesday April 14 2021,Positif,"BBCA,BBRI"
1162,Kaanz',"Membalas : kalo ga ada celah ya mmg ga bisa dimasuki Pak   
Pasti adalah momen pasti akan selalu ada pak , kemarin udh balik ke 515 ga ambil karna ga ada cash ",4:41:30 AM,Wednesday April 14 2021,Positif,CASH
1163,Erich,Lg galau di shake market sana sini  ,10:58:44 PM,Wednesday April 14 2021,Negatif,SINI
1164,Melvin E. S.,"Ada guyuran hari ini ... Perlu hati hati mana tahu Bandar sudah main belakang mindahin barang. Semoga tetap uptrend...
Ini adalah foto
",10:29:15 PM,Wednesday April 14 2021,Negatif,MAIN
1165,Billy,"Membalas : Dampaknya ke ihsg biasanya apa ko kalau data inflasi mereka jelek
Terbalik pak.. Saat ini market pngn inflasi nya ga terlalu tinggi.. Dlu mereka pngn inflasi.. Klo ngikutin apa mau nya wallstreet ya bakal terombang ambing.. Emg narasi yg sengaja dibuat media.. Makanya ikuti trade plan Aj..
",5:53:51 PM,Wednesday April 14 2021,Negatif,PLAN
1166,OL00 Oles sandro,"Membalas : Its just a cycle pak, masa lupa gimana indeks waktu running november-januari
Cuan nov-januari hilang cuma karna maret april hiks",5:39:43 PM,Wednesday April 14 2021,Negatif,MASA
1167,Denny Iskandar,"Membalas : tar malem kencengin doa nya IHSG tiba2 +5% wkwkw biar bull ampe lebaran kasih THR dan semua berkah
hutang 3% lagi ya hu Bil..  ",4:35:07 PM,Wednesday April 14 2021,Negatif,BULL
1168,Erich,"Membalas : Kalo besok merah gmn?  
kluarin lg news ritel indo pada kabur ke market sebelah   ",2:59:06 PM,Wednesday April 14 2021,Negatif,INDO
1169,Kirana L,Menurut pemahaman dari para line reader hampir bpk... kalo bsok ijo jumat ati2 banget karena bisa candle drop star,2:57:11 PM,Wednesday April 14 2021,Negatif,STAR
1170,RBTAN59,"Membalas : Berat klo dibawah 282 hr ini 
iyah owe jg udah keluar dulu di 290 pindah duduk ke gerbong mppa   ",2:43:05 PM,Wednesday April 14 2021,Negatif,MPPA
1171,Supriadi,"Awas BANK bandarnya lgi ugal""an..jamgan sampe nasibnya sama kaya BNBA yg di ARB berjilid""",2:00:57 PM,Wednesday April 14 2021,Negatif,"BANK,BNBA"
1172,DenmasBams,"Membalas : Ini Bank kok naik2 kepuncak terus yaa
Kalo suspend lagi. Panjang",10:58:44 AM,Wednesday April 14 2021,Negatif,BANK
1173,Puspita Wardani,"Membalas : Cent nunggu dibawah lg ya  ..
Iya    ",10:50:02 AM,Wednesday April 14 2021,Negatif,CENT
1174,Aldo,"Membalas : ini mah mending. gw main dr november skrg aja masih bingung cara balikkin modal awal. cuan mah gw bdo sih udah ilang semua ngga
Jangan di kejar. ruwet nanti. di bawa enjoy ama pasrah aja ",10:13:41 AM,Wednesday April 14 2021,Negatif,MAIN
1175,Aho Lie,"Membalas : MPPA itu bisnis penyesalan (menyesal kenapa waktu itu CL hihi)
   ",10:09:30 AM,Wednesday April 14 2021,Negatif,MPPA
1176,Oki Oce,MPPA itu bisnis penyesalan (menyesal kenapa waktu itu CL hihi),10:08:46 AM,Wednesday April 14 2021,Negatif,MPPA
1177,Andre Salim,"Membalas : BJBR deviden hri ini, 6%an dri hrg skrg. lumayan lah.
thn lalu div gede besok dibanting 2x arb",9:15:25 AM,Wednesday April 14 2021,Negatif,BJBR
1178,Avianto,"Membalas : Bbca bbri dan big cap lainnya yg bikin naik turun. Siapa yg naik turunkan big cap? Asing.
Selain asing net sell, juga mempengaruhi psikologis bandar dan retail utk ikut SELL... Jadi makin dalam",8:33:17 AM,Wednesday April 14 2021,Negatif,"BBCA,BBRI"
1179,Arsyad,"Membalas : aku aja ngerasa.. menjadi trader sekaligus investor itu setengah mati susahnya.. sdh tau kalo ICBP, BBCA dan ASII tuh scr PBV s
naiknya susah, turunnya bablas",7:44:18 AM,Wednesday April 14 2021,Negatif,"ASII,BBCA"
1180,Rays_Man,"Membalas : Di fase manakah Anda hari ini? Saya baca kemarin beberapa mulai nulis yg senada dg:  maybe the markets just aren t for me... 
capitulation - depression  ",7:25:16 AM,Wednesday April 14 2021,Negatif,BACA
1181,Rui :rocket: :speedboat::dancer: ,"Membalas : same insight target long runnya di berapa ce ?
sampai jebol MA50 saya baru buka gembok kak",11:19:25 AM,Wednesday April 14 2021,Netral,SAME
1182,Hendra Choo,Yg bagus utk d hold BJTM sama DMAS. sama menyambut lebaran saham konsumer good.,9:18:05 AM,Wednesday April 14 2021,Netral,BJTM
1183,Rays_Man,"Membalas : Krena mbak2 lbih galak klo di galakin   
haha.. iya juga sih   
tp ikut senang hari ini pd banyak yg yiha2.. 
meski aku gak sabaran ama mdka pdhal sdh yakin kalo bakal rebound.. tp ini pengalaman berharga sama analisa pribadi.. sdh senang dpt cuan dr 2 emiten pengganti..",10:19:43 PM,Wednesday April 14 2021,Positif,MDKA
1184,Rays_Man,"Membalas : yuk saya temenin antri waktu koreksi nanti kak      Rheumasonnya mana rheumasonnya?
saya TP bertahap sampai 340   sisa cuan aja di porto.. nunggu dikasih koreksi.. 
tp kmaren tp assa di 2100 eh msh kabur   
tp dah mayan deh, CL di INCO diganti assa dan cent   ",9:50:49 PM,Wednesday April 14 2021,Positif,"ASSA,CENT,INCO"
1185,Aho Lie,"Membalas : bersyukur blom pernah kena penyakit ini krn cent sdh dianalisa sama koh Aho... sdh tebel keyakinan nya
Mantep srkrg kits incer 370 380 dulu tp bikin base baru masuk yg terljr masuk sabar aja  ",7:12:36 PM,Wednesday April 14 2021,Positif,CENT
1186,RBTAN59,bersyukur blom pernah kena penyakit ini krn cent sdh dianalisa sama koh Aho... sdh tebel keyakinan nya ,7:11:32 PM,Wednesday April 14 2021,Positif,CENT
1187,Rui :rocket: :speedboat::dancer: ,"Membalas : Cent blim ada info ha lapan RI
Sudah ada kak, silakan di cek di IDX",5:30:53 PM,Wednesday April 14 2021,Positif,CENT
1188,Alzur Zanni,Cent blim ada info ha lapan RI,5:24:18 PM,Wednesday April 14 2021,Positif,CENT
1189,Ronny,Kayak poll taun2 lalu. Networth tau2 berapa triliun   ,4:29:57 PM,Wednesday April 14 2021,Positif,POLL
1190,Poniman,"Membalas : ini realita pergerakan hargasaham 
Kaya MPPA ,  harga tetap naik kenceng ya Om    ",4:15:06 PM,Wednesday April 14 2021,Positif,MPPA
1191,Eru Yagami,"Saya CL PGAS dan masuk ICBP semoga keputusan yang tepat
",3:54:25 PM,Wednesday April 14 2021,Positif,"ICBP,PGAS"
1192,Rosabillity,"Membalas : Uda dkt2 banget sama ATH
Eraa mantap hari ini",3:39:09 PM,Wednesday April 14 2021,Positif,ERAA
1193,RBTAN59,"hari ini Fren jd pendonor ihsg   
312b",3:16:52 PM,Wednesday April 14 2021,Positif,FREN
1194,Reny,"Membalas : Kalo bgt perlu melihat kembali tujuan buyback saham oleh emiten, contohnya SIDO thn 2015 buyback karena harga saham pada saat it
Mulai akhir Jan kemarin SIDO menjual kembali saham hasil buybacknya yg disimpan sbg  saham treasury krn sudah expired ",3:16:07 PM,Wednesday April 14 2021,Positif,SIDO
1195,Fajar Oktavaria,"Membalas : Iya mas, ga ada yg nyanggah polanya mas kan. Saya cmn bilang bisa bikin SSP.
kalo masih fase 1 jangan terlalu dipusingkan pak baik itu htf atau ssp, kalau udah lewat fase 2 baru bagus untuk di pantengin *salah satu saran biar ga fomo karna suatu pola seperti HTF/SSP",3:05:56 PM,Wednesday April 14 2021,Positif,"POLA,SATU"
1196,Reny,"Membalas : Saha ga paham mekanismenya gmn, coba liat history SCMA dari sept - desember, dia buyback jg. Lihat historis harganya
Kalo bgt perlu melihat kembali tujuan buyback saham oleh emiten, contohnya SIDO thn 2015 buyback karena harga saham pada saat itu berada dibawah nilai wajarnya atau undervalued",3:04:49 PM,Wednesday April 14 2021,Positif,"SCMA,SIDO"
1197,Yosua Sitompul,"Membalas : https://www.tradingview.com/x/g5L4ya1A/
Ngarti mas. Makin banyak pola makin bagus dong ya. Ya kalo ga tutup di yg saya sebutin jg gpp.",3:00:31 PM,Wednesday April 14 2021,Positif,POLA
1198,Ardi,regional udh mendukung nih hangseng nikkei udh makin menarik semoga aja amin,2:57:44 PM,Wednesday April 14 2021,Positif,AMIN
1199,Yosua Sitompul,"Membalas : ditutup >580 juga udah cantik karna pola, atau >605 pola yang dijelaskan pak guru di gemas yang baru
Kalo 640 bisa bikin pola SSP di weekly kak candle 1  ",2:47:24 PM,Wednesday April 14 2021,Positif,POLA
1200,Faliq H,"Membalas : Bandar zp kebangentan hu,langsung di hajar aja  
Lah rals emang mau buyback pake kim eng",2:46:40 PM,Wednesday April 14 2021,Positif,RALS
1201,Fajar Oktavaria,"Membalas : Eraa kalo tutup di 640 cakep nih
ditutup >580 juga udah cantik karna pola, atau >605 pola yang dijelaskan pak guru di gemas yang baru
",2:38:34 PM,Wednesday April 14 2021,Positif,"ERAA,POLA"
1202,Adi Setiawan,Rals bo 820 lanjut ke 850,2:38:25 PM,Wednesday April 14 2021,Positif,RALS
1203,Yu. Ni,Rals baiknya tp atau ngga ya?,2:36:52 PM,Wednesday April 14 2021,Positif,RALS
1204,Ahmad Rifai,"Membalas : Eraa kalo tutup di 640 cakep nih
udh TP eraa 645 amanin cuan dulu",2:36:13 PM,Wednesday April 14 2021,Positif,ERAA
1205,Yosua Sitompul,Eraa kalo tutup di 640 cakep nih,2:25:52 PM,Wednesday April 14 2021,Positif,ERAA
1206,Dream Big,BNII ngegas,2:02:17 PM,Wednesday April 14 2021,Positif,BNII
1207,45$$3 Chandera Husin,BK dan AK kesurupan beli ZINC   ,1:52:56 PM,Wednesday April 14 2021,Positif,ZINC
1208,45$$3 Chandera Husin,"Yang punya Zinc... tadi dikasi beli 134 ... ID sudah cukup jual hari ini....bentar lagi ngak dapat lagi.... tinggal naiknya aja....  

Zinc saya target 170

Baru 15 menit sudah 30M transaksi zinc  ",1:46:56 PM,Wednesday April 14 2021,Positif,ZINC
1209,Yu. Ni,Waw RALS  ,1:46:25 PM,Wednesday April 14 2021,Positif,RALS
1210,JO,BGTG Rebound   ,1:44:45 PM,Wednesday April 14 2021,Positif,BGTG
1211,WA,Duh pengen HAKA CENT  ,1:43:46 PM,Wednesday April 14 2021,Positif,CENT
1212,wahyudi aja,Jarumnya cent mulai muncul,1:36:45 PM,Wednesday April 14 2021,Positif,CENT
1213,Bang Zalie,"ESSA buy if break >412
Ini adalah foto",1:32:33 PM,Wednesday April 14 2021,Positif,ESSA
1214,Nauval,Essa yuk sesi 2,1:28:05 PM,Wednesday April 14 2021,Positif,ESSA
1215,Bang Zalie,"CENT break >302
Ini adalah foto",1:27:49 PM,Wednesday April 14 2021,Positif,CENT
1216,Muhammad Repi,"Membalas : Agan masuk apa ya kira  ini
Cocol same",1:23:23 PM,Wednesday April 14 2021,Positif,SAME
1217,   ,"eraa masuk skrg ketinggian ngga ya
",1:22:37 PM,Wednesday April 14 2021,Positif,ERAA
1218,Novine 90210,"  lomba sama same...
ri same sih bagus bgt..  ",1:19:12 PM,Wednesday April 14 2021,Positif,SAME
1219,Novine 90210,"Membalas : Waduh assa nya jgn ngebut2
iya Ko...setuju
stabil aja naiknya....manis2 sopan...
assa juga ada ri jg bukan cm belum ada kelanjutan beritanya.
7 jan 21 
ara 1x udh uma soalnya... 
Membalas : How high CENT can go
400 sampe ga kira2 sebelum ri...?
ngarep 2x harga tebus min",1:13:06 PM,Wednesday April 14 2021,Positif,"ASSA,CENT"
1220,re,"Regional ijo royo""   
Diantara bank digital lain agro nih paling murah ga sih cmiiw   ",12:58:09 PM,Wednesday April 14 2021,Positif,"AGRO,BANK"
1221,Rui :rocket: :speedboat::dancer: ,"Membalas : Bareng yaa @RuiAuxilia    
SAME SAME na hey hey HAKA HAKA hey heyyy :hearts::hearts:",12:50:41 PM,Wednesday April 14 2021,Positif,SAME
1222,Hasan Karsono,"Membalas : AGII hari ini meroket
kena ROKET..bablas",12:33:42 PM,Wednesday April 14 2021,Positif,AGII
1223,Adam Faritzs,"Membalas : Saya masi harus belajar tektokan yang baik ni buat nambah amunisi Sesi 2 CENT bisa seru, apakah ARA atau jarum suntik
ARA kan ciiiii      ",12:27:30 PM,Wednesday April 14 2021,Positif,CENT
1224,Arief,"Membalas : Sebulan itu sebentar kak, saya dulu nunggu SAME sampe RI hampir 2 bulan
""saya kan mau nya cuan beli hari ini langsung terbang kak""   ",12:17:22 PM,Wednesday April 14 2021,Positif,SAME
1225,Rui :rocket: :speedboat::dancer: ,"Membalas : keren sebulan nunggu nya ya pak..
Sebulan itu sebentar kak, saya dulu nunggu SAME sampe RI hampir 2 bulan  ",12:16:30 PM,Wednesday April 14 2021,Positif,SAME
1226,rey,bandar akum fren di 94,11:46:33 AM,Wednesday April 14 2021,Positif,FREN
1227,Donie Cannavaro,"Membalas : Photo
FREN potensi CnH",11:44:29 AM,Wednesday April 14 2021,Positif,FREN
1228,Risky Hanafi,"Membalas : ZINC ada apa ya kok gila banget hari ini
Mau RUPS? Atau gemana?",11:42:03 AM,Wednesday April 14 2021,Positif,ZINC
1229,Risky Hanafi,ZINC ada apa ya kok gila banget hari ini,11:41:02 AM,Wednesday April 14 2021,Positif,ZINC
1230,RBTAN59,"Ini adalah foto
gendeng boss Fren modalin kerek hrg sampe 182 b baru di sesi 1   ",11:36:37 AM,Wednesday April 14 2021,Positif,"BOSS,FREN"
1231,rahmad,"Membalas : Jebol ya ceilingnya ESSA
412 nya belum pak  semoga jebol ya pak sekalian nembusin ath nya",11:35:41 AM,Wednesday April 14 2021,Positif,ESSA
