User,Pesan,Saham,Jam,Tanggal,Status
Billy,"Membalas : PTBA pun digebuki?
kecil dividendnya menurut rumor",PTBA,11:06:02 AM,Monday April 5 2021,Negatif
hery,PTBA pun digebuki?,PTBA,11:04:35 AM,Monday April 5 2021,Negatif
Andre Salim,buset ptba nya dibuang2 divnya jelek paling,PTBA,10:56:20 AM,Monday April 5 2021,Negatif
Dito,"FILM dibuka hampir ARA, tetapi sekarang menuju ARB  begitulah nasibnya kalo ada si VVIP tukang guyur  ",FILM,10:42:18 AM,Monday April 5 2021,Negatif
Doni Tata,"buat yg punya WSKT hati"". konstruksi BUMN yg paling ancur. rugi 7T itu benar adanya. di lapangan byk proyek yg mangkrak dan gaji pernah telat 2 minggu #infolapangan",WSKT,10:38:07 AM,Monday April 5 2021,Negatif
Yudha,WIKA yang terlihat strong kemarin ikut kebantai hari ini. Gapunya barang di konstruksi sih tp tega bgt ini bandarnya guyur   semoga yg didalem diberikan kesabaran,WIKA,10:33:29 AM,Monday April 5 2021,Negatif
Erich,pindahkan ptpp sm wskt ke bursa crypto aja    ,"PTPP,WSKT",10:24:14 AM,Monday April 5 2021,Negatif
Puspita Wardani,"Membalas : Cent ga jebol"" 300 ya om
Sdh saatnya turun dulu, kemarin2 dikasih naik trs tiap hr, skrg dy lg istirahat dulu  ",CENT,10:23:59 AM,Monday April 5 2021,Negatif
Chai Lie,PTPP WSKT masuk kubur,"PTPP,WSKT",10:22:54 AM,Monday April 5 2021,Negatif
hery,PTPP WSKT masuk kandang,"PTPP,WSKT",10:20:43 AM,Monday April 5 2021,Negatif
Mimi,"Membalas : Sedih bgt liat wskt   
Ga kuat naik dh -24% sy  ",WSKT,10:16:08 AM,Monday April 5 2021,Negatif
CHR27,Sedih bgt liat wskt   ,WSKT,10:14:23 AM,Monday April 5 2021,Negatif
"IHSGUYURAN BLM NGEPRANK, APRIL MOP HATI2 PREPARE IF MARKET CRASH","Kan sdh sy warning film kmarin hti2 blm ad distribusi situ yg nafsuan salah sndri jgn salahkan pom2.lg ya...tu bakal di arb 50% dr harga high..

Klo ga tau cra masuk dan keluar ga ush ikt2 deh nnt dah nyangkut bru sibuk..

Klo saya si sambil ngopi sambil nonton dan nunggu bgitu ihsg stabil fil kembali ke angka 300an.. /250 baru sy pertimbangkan",FILM,10:03:51 AM,Monday April 5 2021,Negatif
rahmad,apakah wskt arb lagi?,WSKT,9:58:02 AM,Monday April 5 2021,Negatif
Arif Robani,Film dibanting,FILM,9:44:29 AM,Monday April 5 2021,Negatif
Andre Salim,BBRI confirm dotop?,BBRI,9:14:00 AM,Monday April 5 2021,Negatif
hery,BBRI buangan belum selesai,BBRI,9:01:37 AM,Monday April 5 2021,Negatif
Ronny,"Membalas : Iya. Gocekan bandar ihsg bkin mules. trading di koin enak. Murni TA. Bru 30 mnt cuan 20% di koin
Banyak yg bilang gocekan bandar. Padahal bandar ga gocek apa2. Kemaren2 turun murni karena bandar withdraw fund buat taro di koin  ",KOIN,8:06:29 AM,Monday April 5 2021,Negatif
Benanta,"Membalas : Ga masuk akal itu Bank Net, ipo harga 135
Next TCPI itu bisa dibawa 8000an :ghost: ","BANK,TCPI",8:26:51 PM,Tuesday April 6 2021,Positif
Kaanz',Ada yang bilang ZBRA back dor listing? Gimna prospeknya?,ZBRA,8:20:57 PM,Tuesday April 6 2021,Positif
Kaanz',"Membalas : Klo yg Ara itu hati2 main jorok pasti ujung2nya Arb ini cent sekali pun blm pernh Ara msin nya slow tp pasti
Hahaha betul pak justru yang ARA tanpa koreksi itu bahaya ","CENT,MAIN,MSIN",8:03:14 PM,Tuesday April 6 2021,Positif
Aho Lie,"Membalas : Masa ihsg merah ini ijo, semoga kalo indeks ijo ini masih tebel ijo
Justru itu makin tebel ijonya cent       
Semoga kyk arto 4x.lipat ","ARTO,CENT,MASA",7:56:31 PM,Tuesday April 6 2021,Positif
Kaanz',"Membalas : Hajar terus bursa klo sinyal bilg untung  
Masa ihsg merah ini ijo, semoga kalo indeks ijo ini masih tebel ijo ",MASA,7:55:53 PM,Tuesday April 6 2021,Positif
David,Bank hebaty,BANK,7:50:28 PM,Tuesday April 6 2021,Positif
Kaanz',"Membalas : CENT perjalanan masih panjang, TP terus masuk lagi juga bisa jadi strategi valid. Saya tadi TP sebagian di 290 dan mungkin besok
    mantul pak benhan memang si CENT ini saya buat jangka menengah  dari kemaren tektokan disitu aja saya tutup porto ijo merah"" merah , tapi masih cuan",CENT,7:15:34 PM,Tuesday April 6 2021,Positif
Benhan,"Membalas : Saya lepas kalo jebol situ pak eh ternyata di tarik balik , dari minus jadi ijo lagi, tapi untungnya di buat nutupin saham la
CENT perjalanan masih panjang, TP terus masuk lagi juga bisa jadi strategi valid. Saya tadi TP sebagian di 290 dan mungkin besok masuk lagi kalau pullback",CENT,7:05:26 PM,Tuesday April 6 2021,Positif
Aho Lie,"Membalas : Hahaha pak faliq juga ikutan , cent penyelamat porto 
Bener pembalikan dari rugi jd untung ",CENT,6:56:39 PM,Tuesday April 6 2021,Positif
Kaanz',"Membalas : Ayuk tak temenin, meskipun avg bawah tapi diayun2 sedep juga ya
Hahaha pak faliq juga ikutan , cent penyelamat porto ",CENT,6:53:23 PM,Tuesday April 6 2021,Positif
Faliq H,"Membalas : Sama , swing aku om target masih jauh, sambil nunggu corporate action cent
Ayuk tak temenin, meskipun avg bawah tapi diayun2 sedep juga ya  ",CENT,6:52:09 PM,Tuesday April 6 2021,Positif
Aho Lie,"Membalas : Ijo atau merah om , CENT ku masih ijo nih 
Ijo tunggu besok lebh ijo lg  ",CENT,6:39:16 PM,Tuesday April 6 2021,Positif
Kaanz',"Ijo atau merah om , CENT ku masih ijo nih ",CENT,6:38:34 PM,Tuesday April 6 2021,Positif
Benhan,"Mantap banget nih Vibration Law-nya Mas @JuthaBram  
Membalas : Photo
Saudaranya ASSA panen besar hari ini. Besok giliran ESSA?","ASSA,ESSA",6:25:47 PM,Tuesday April 6 2021,Positif
Jee Satya MantabBro,"Membalas : pantesan buy wmuu di harga terakhir sblum penutupan, td ga ada yg nyambar
Brati mau naik tu om, biasanya lho ya..., saya gak amati soalnya. Tapi kalo langsung sketika bunyi clangg dan masuk, sudah dipastikan besok turun hihi",WMUU,5:27:03 PM,Tuesday April 6 2021,Positif
Muhammad Repi,Pyfa mulai naik di penutupan sesi,PYFA,3:49:00 PM,Tuesday April 6 2021,Positif
Rey,MARI sepertinya mau menembuss ath nyaa,MARI,3:25:27 PM,Tuesday April 6 2021,Positif
Nanang Eko,"Membalas : Berarti (semoga) balik ke pola symmetrical triangles #target 9 april break 6231 ihsg
Smoga april bullish pak ",POLA,3:23:55 PM,Tuesday April 6 2021,Positif
Fajar Oktavaria,"Membalas : iya pak betul, sejauh ini sih CL terus  
padahal di CENT bisa cuan terus kalau entrynya bener pak",CENT,2:59:17 PM,Tuesday April 6 2021,Positif
Andru,":rocket::rocket::rocket::rocket::rocket::rocket::rocket: Adhi, wege, dll cekidot","ADHI,WEGE",2:52:24 PM,Tuesday April 6 2021,Positif
Muhammad Repi,"PYFA mulai dipantau
",PYFA,2:43:53 PM,Tuesday April 6 2021,Positif
OmJhon,"Abba sdh ara 
Apakah MARI menyusul pak?","ABBA,MARI",2:42:00 PM,Tuesday April 6 2021,Positif
Kevin,ABBA kenapa ya bisa terbang,ABBA,2:32:02 PM,Tuesday April 6 2021,Positif
Jose - Aliran - YPC,"Membalas : BCAP kanan kiri EP
biasa ep akum, ntar tau2 ARA or ARB biasanya gitu, tp seringnya terbang sih",BCAP,2:21:58 PM,Tuesday April 6 2021,Positif
bryan,"Membalas : BCAP kanan kiri EP
BCAP lagi di akum, siap' terbang",BCAP,2:21:42 PM,Tuesday April 6 2021,Positif
Eru Yagami,Masih mending PTBA dong dividennya,PTBA,2:21:06 PM,Tuesday April 6 2021,Positif
Carlo Micelli,"ITMG dividen per lembar Rp.411, dividen interim Rp.307 sisanya dibagikan Rp.104

Cum : 15Apr
ExDate : 16Apr",ITMG,2:16:04 PM,Tuesday April 6 2021,Positif
Arif Goenawan,Wskt boleh mulai serok y?,WSKT,1:02:01 PM,Tuesday April 6 2021,Positif
Vasco,"Membalas : Hallo, klo ADHI gimana ya bang pencerahannya
500 bru serok
",ADHI,12:57:32 PM,Tuesday April 6 2021,Positif
RBTAN59,"Membalas : Gpp klo nurut says selama masih dibawa 300 mash aman pak kecuali jeblok
   ntar dah deket cumdate jd 600 an 
kan spt makin jelas om Patrick msh sdg proses akum yg dr public...  ",AMAN,12:33:14 PM,Tuesday April 6 2021,Positif
Chezy,"deviden bjbr 95,74,, yield 6,1% dari harga skrg,, naik dari taun kemaren,
Ini adalah foto
",BJBR,12:06:04 PM,Tuesday April 6 2021,Positif
Ocha,"Bbni mulai lmyn tinggi, bmri smga selanjutnya","BBNI,BMRI",11:49:12 AM,Tuesday April 6 2021,Positif
Jafar Sim,"Membalas : @wealth88 pak, akhirnya DMMXnya membuahkan hasil :) party doong
Saya jual di 430 makanya dia terbang pak    pegang cash 100% sekarang",CASH,10:33:18 AM,Tuesday April 6 2021,Positif
Andru,Assa udah tp  ,ASSA,10:30:23 AM,Tuesday April 6 2021,Positif
Muhammad Repi,Pyfa dilirik,PYFA,10:20:13 AM,Tuesday April 6 2021,Positif
S farisi,dmmx d lirik  ,DMMX,10:14:24 AM,Tuesday April 6 2021,Positif
Muhammad Repi,PYFA menarik,PYFA,10:10:22 AM,Tuesday April 6 2021,Positif
Novine 90210,ath assa  ,ASSA,10:10:09 AM,Tuesday April 6 2021,Positif
Kevin,mina sebelum ara,MINA,10:09:00 AM,Tuesday April 6 2021,Positif
Jisoo,Welcome assa 2000,ASSA,10:07:55 AM,Tuesday April 6 2021,Positif
Imbran Ibnuazis,Assa dikit lg 2000,ASSA,10:07:42 AM,Tuesday April 6 2021,Positif
Kevin,mina mau ara,MINA,10:02:41 AM,Tuesday April 6 2021,Positif
Dimas Syarif Hidayat,waah klo gitu berarti bisa dimasukkan daftar nih WIKA.. tunggu candle ijo dulu laah .. ini konstruksi masih menyeramkan soalnya  ,WIKA,9:55:38 AM,Tuesday April 6 2021,Positif
Soebianto,"BBRI malah kuat sekali, padahal ex cum ya",BBRI,9:42:58 AM,Tuesday April 6 2021,Positif
Muhammag kuncoro,Wskt ijo yukkkk,WSKT,9:31:32 AM,Tuesday April 6 2021,Positif
Muhammag kuncoro,Wskt ayo araaaaa,WSKT,9:25:41 AM,Tuesday April 6 2021,Positif
Ocha,Serok wsbp lumayan,WSBP,9:09:51 AM,Tuesday April 6 2021,Positif
Ronny,"Membalas : Eh ga boleh bully IHSG terus , semoga semsta mendukung hari ini IHSG rebound keceng
semoga bbri mendukung   ",BBRI,8:55:15 AM,Tuesday April 6 2021,Positif
Angga Bhara,"Akra ath nya masih jauh ternyata
Ini adalah foto
",AKRA,7:46:28 AM,Tuesday April 6 2021,Positif
Andreas Teddy,Ga sekalian nyalahin miss EM yang bilang Agro Agro Agro tapi turun  ,AGRO,9:29:06 PM,Tuesday April 6 2021,Negatif
Wafa,"Membalas : 2-3 ARB lagi lah ya https://www.tradingview.com/x/Ee9c4u2Y/
10 kali arb baru dapet uma,trus akhir maret ada transaksi nambah 9 hari lagi arbnya ",TRUS,8:49:52 PM,Tuesday April 6 2021,Negatif
Kaanz',"Membalas : Amit2. 13x ARB tanpa UMA  
Jelas beda  BNBA ARA juga tanpa konsolidasi , bahaya ",BNBA,8:28:40 PM,Tuesday April 6 2021,Negatif
Faliq H,"Membalas : Iyak pak asal jngan kayak BNBA  , setalh naik pesat dihajar  
Amit2. 13x ARB tanpa UMA  ",BNBA,8:27:57 PM,Tuesday April 6 2021,Negatif
Meneer Greg,BNBA arb 13x,BNBA,8:20:49 PM,Tuesday April 6 2021,Negatif
Kaanz',"Membalas : Semoga kyk arto 4x.lipat 
Iyak pak asal jngan kayak BNBA  , setalh naik pesat dihajar  ","ARTO,BNBA",7:59:22 PM,Tuesday April 6 2021,Negatif
Yudha,Same di haki terus ya bund MS duitnya di bid ga abis2  ,SAME,2:34:39 PM,Tuesday April 6 2021,Negatif
Fajar Suryo,apakah WSKT pulang ke 3 digit?,WSKT,9:25:46 AM,Tuesday April 6 2021,Negatif
A T,Film mau arb pada take propit,FILM,9:17:48 AM,Tuesday April 6 2021,Negatif
Fajar Suryo,Sayonara MPPA  ,MPPA,9:14:01 AM,Tuesday April 6 2021,Negatif
Humam,udah tidur dong wskt.. ,WSKT,9:04:21 AM,Tuesday April 6 2021,Negatif
Satrio Wahyu Prasetyo,WSKT langsung arb,WSKT,9:04:06 AM,Tuesday April 6 2021,Negatif
