User,Pesan,Jam,Tanggal,Status
ko Willy,"Membalas : Wah udah pada nyampe
Pakde kapan lagi ni Po nya saya baru jual bbhi ku ",8:07:24 PM,Saturday April 10 2021,Negatif
Syrf Maulana,MG raja tega   ,3:25:39 PM,Saturday April 10 2021,Negatif
Charles Prop,"Membalas : kabar  ya pak kalau ada info. hee. semoga bisa trigger Fund  lain untuk masukin dana segar ke market
saya uda ga ikutin lagi msci pak semenjak dibanting di towr.  yg dikeluarin naik yg dimasukin malah sideway cenderung bearish",9:33:24 AM,Saturday April 10 2021,Negatif
Soebianto,"Membalas : Kalau ga mau cutloss ya hold aja buat jangka panjang, aman kok itu klo untuk jangka panjang
Aman.....asal gak butuh duit nya selama harga pasar di bawah harga beli, rasanya sangkut di saham apapun aman.. sampai duit nya dibutuhkan
",7:30:53 PM,Monday April 12 2021,Netral
yuki pt,"Membalas : Ngga pernah trading pak, itu beli saham dari dulu tapi gak naik2
Icbp aman hold aja pak
Ptba siy kalo sy kurang pas kalo utk invest jangka panjang
Pgas siy masi ok mdh2an segera mantul",6:47:42 PM,Monday April 12 2021,Netral
Andreas Teddy,"Membalas : Photo
Kalau ga mau cutloss ya hold aja buat jangka panjang, aman kok itu klo untuk jangka panjang",6:42:38 PM,Monday April 12 2021,Netral
Benhan,"Target price ARTO dari morgan stanley 14500 untuk base case, 21000 untuk bullish case. Yg udah di dalam, hold aja lebih lama",11:03:06 AM,Monday April 12 2021,Netral
Aho Lie,"Membalas : Photo
Klo liat tren pjg naik pak tp klo motong suport bpk tetapin aja berp % buat tolerasi Clnya tp untuk masuk tergtg bpk plan mau kemn ambil berp 
Membalas : Photo
Klo sabar tunggu harga bawa dikit garis suport bawah yg miring keatas incer daerah situ aja krn cuan tergtg kpn masuk dan kpn krluar dan selalu siap untuk konds   ",10:43:38 PM,Saturday April 10 2021,Netral
Benevelen,Bbri kira2 pas hari devidend turun g ya mending avg sekarang apa tunggu bagi2 deviden biasanya kan turun,5:53:35 PM,Saturday April 10 2021,Netral
Dream Big,"Membalas : Pilihan bijak, mengingat MG suka guyur
Kecuali BACA saya msh hold for longterm
",3:26:31 PM,Saturday April 10 2021,Netral
Alfian,"Good news, Eido ijo, Bsok IHSG rebound Ijo",10:02:32 PM,Tuesday April 13 2021,Positif
wahyudi aja,"Membalas : rencana tambah muatankah waktu RI kedua nanti?  
Rencananya mampir ke cent dulu ci buat icip icip RI nya baru ke terminalnya RI same",9:11:51 PM,Tuesday April 13 2021,Positif
Fajar Oktavaria,"Membalas : Wow makin jauh nih kalo break lagi , sky high 
Hayo rajin rajin geser, biar bisa melihat athnya dimana dan siapa tau menemukan pola lainnya   ",9:10:39 PM,Tuesday April 13 2021,Positif
Rui :rocket: :speedboat::dancer: ,"Membalas : Alon alon asal 1000
4000 lah kak, naikin dikit, biar sekelas SILO ama HEAL    ",9:03:42 PM,Tuesday April 13 2021,Positif
Melvin E. S.,"Akan adakah Technical Rebound di ADHI??
Ini adalah foto",9:02:56 PM,Tuesday April 13 2021,Positif
Fajar Oktavaria,"Membalas : SAME juga udah break ATH kan ya potensi naik jauh lebih tinggi lagi masih ada
Break ath berkali kali sampai udah lupa ini ath ke berapa kali ya",9:01:44 PM,Tuesday April 13 2021,Positif
Kaanz',"Membalas : Wah Juni udah 800 sepertinya ci   lebih baik cicil klo di kasih koreksi ya
SAME juga udah break ATH kan ya potensi naik jauh lebih tinggi lagi masih ada ",8:59:45 PM,Tuesday April 13 2021,Positif
Tommy Hermes,"Membalas : FYI, dulu abs RUPS buat SAME RI pertama awal Januari saya sudah beli SAME di 330, pas RI di 418 .... jadi ya silakan simpulkan s
Wah Juni udah 800 sepertinya ci   lebih baik cicil klo di kasih koreksi ya",8:56:46 PM,Tuesday April 13 2021,Positif
Rui :rocket: :speedboat::dancer: ,"Membalas : Masih lama ci   juni loh  tapi siap"" dari sekarang udah bagus sih
FYI, dulu abs RUPS buat SAME RI pertama awal Januari saya sudah beli SAME di 330, pas RI di 418 .... jadi ya silakan simpulkan sendiri nanti SAME Juni di harga berapa   ",8:51:10 PM,Tuesday April 13 2021,Positif
Kaanz',Luar biasa emng same ini ,8:46:03 PM,Tuesday April 13 2021,Positif
Melvin E. S.,Ada yg bisa kasih info perusahaan apa yang  termasuk kategori Fast Growing Companies saat ini selain ASSA dan WMUU?? Mksh..,8:16:59 PM,Tuesday April 13 2021,Positif
Jee Satya,Gak peduli asing atau lokal yg penting ada uang yg terus menjogetkan pasar  . Sama aja,8:16:04 PM,Tuesday April 13 2021,Positif
Melvin E. S.,"Membalas : Telkom Indonesia Unit Mitratel Weighs $1 Billion IPO [""https://www.bloomberg.com/news/articles/2021-04-13/telkom-indonesia-unit
Berharap bisa kena ARA klo IPO US$ 1 billion.     ",8:02:03 PM,Tuesday April 13 2021,Positif
RBTAN59,kalo same emtk scma pasti jauh dr suspend.... kan tau ada siapa di dlm nya   ,7:19:00 PM,Tuesday April 13 2021,Positif
wahyudi aja,Same sama cent itu mainya halus g pake ara berjilid jilid jadi g mungkin di suspend,7:18:49 PM,Tuesday April 13 2021,Positif
Nanang Eko,"Membalas : Setuju, Pak De pernah bilang, kalau ada saham ARA tapi ada corporate action di belakangnya ga akan disuspend, karena reason untu
Yaudh fix besok SAME ARA @RuiAuxilia  ",7:16:10 PM,Tuesday April 13 2021,Positif
Eviros,"Membalas : siap 2 aja bakal banyak suspend .. bmas set kena prikik sdh lancar 4 hari ara jg jln terus mppa sdh kena prikik jg hrs nya sdh
Same g Ara gpp, asal tiap hri naik 5-10%
Turun 2% buat ngeGAS lagi   ",7:13:08 PM,Tuesday April 13 2021,Positif
Rui :rocket: :speedboat::dancer: ,"Membalas : Kayanya cent ga kena suspend, sejauh ini yang saya tau kalau ada Corp. Action itu aman *CMIIW
Setuju, Pak De pernah bilang, kalau ada saham ARA tapi ada corporate action di belakangnya ga akan disuspend, karena reason untuk ARAnya jelas",7:11:47 PM,Tuesday April 13 2021,Positif
Fajar Oktavaria,"Membalas : siap 2 aja bakal banyak suspend .. bmas set kena prikik sdh lancar 4 hari ara jg jln terus mppa sdh kena prikik jg hrs nya sdh
Kayanya cent ga kena suspend, sejauh ini yang saya tau kalau ada Corp. Action itu aman *CMIIW",7:07:39 PM,Tuesday April 13 2021,Positif
RBTAN59,"Membalas : Abis dibantai 2hari, keluarin ini buat pancingan ritel, besok jeblok lagi Sementara perbanyak cash aja kecuali scalper yg te
tiap hari tetep aja kan Pak  ada yg jd top gainer  ",6:49:45 PM,Tuesday April 13 2021,Positif
Derwin Priantama,BJBR besok tebar deviden lumayan ya,5:55:52 PM,Tuesday April 13 2021,Positif
Dream Big,"RALS besok rupslb, kira kira jadi buyback gak ya?",4:27:26 PM,Tuesday April 13 2021,Positif
Bow,"Membalas : Jadi gimana hari ini frds?   #moodcheck
Masih bisa senyum Pak.. Porto masih aman..  ",4:24:52 PM,Tuesday April 13 2021,Positif
Henda,"Membalas : untr loncat pas penutupan. mau buy lagi udah gak kebagian
UNTR kenapa tiba-tiba loncat yah ? Deg-degan nih
",3:51:39 PM,Tuesday April 13 2021,Positif
Bayu Anggara,"Membalas : Udh bete saya sama indeks ini wkwkwk, udah nyangkut semua no cash
Buka di desember auto cuan hehe",3:33:49 PM,Tuesday April 13 2021,Positif
Meneer Greg,"@RuiAuxilia ur same close >540 

Bagus itu",3:20:59 PM,Tuesday April 13 2021,Positif
Kang Cuan,untr loncat pas penutupan. mau buy lagi udah gak kebagian,3:17:06 PM,Tuesday April 13 2021,Positif
Arya Ind,"Membalas : tar malem kencengin doa nya IHSG tiba2 +5% wkwkw biar bull ampe lebaran kasih THR dan semua berkah
kalau LPPF ngasih THR atau diskon Hu?  ",3:06:22 PM,Tuesday April 13 2021,Positif
Billy,tar malem kencengin doa nya IHSG tiba2 +5% wkwkw biar bull ampe lebaran kasih THR dan semua berkah  ,3:03:29 PM,Tuesday April 13 2021,Positif
Jee Satya,"Sudahlah mantul di 6890, gak jd tuyun (smogah)
Ihsg -0.50%   bbca jg angka cantik 30.000",2:56:32 PM,Tuesday April 13 2021,Positif
Benhan,"Membalas : ESSA ASSA SAME hari ini ga peduli sama tekanan jual di IHSG. Yg mau cuan malah pada pindah ke sana
Happy cuan ya yg punya barang ini, +CENT",2:51:20 PM,Tuesday April 13 2021,Positif
Melvin E. S.,"Asing masih konsisten beli KRAS..
Ini adalah foto",2:39:12 PM,Tuesday April 13 2021,Positif
Puspita Wardani,Tembus 2000 gk ya ASSA  ,2:37:54 PM,Tuesday April 13 2021,Positif
brian,"Lsip sama indy, semoga ",2:36:39 PM,Tuesday April 13 2021,Positif
Chezy,"Membalas : serok apa teman teman ?
doid
",2:26:22 PM,Tuesday April 13 2021,Positif
Suyanto SK,"Membalas : serok apa teman teman ?
excl",2:26:11 PM,Tuesday April 13 2021,Positif
Melvin E. S.,"Asing kembali bermanuver mengangkat saham CENT ??
Ini adalah foto",2:24:10 PM,Tuesday April 13 2021,Positif
RBTAN59,"Membalas : Waktunya apa pak..
wkt nya di nikah kan mppa sama cent   ",2:23:53 PM,Tuesday April 13 2021,Positif
Dream Big,BACA ngegas,2:16:52 PM,Tuesday April 13 2021,Positif
RBTAN59,"Membalas : Tadi ipar tambah muatan dikit lg diskon suruh isi full sekrg ijo dia bingung
cent otw km300    ",2:16:45 PM,Tuesday April 13 2021,Positif
Erich,bmas hebat ara berkali2 di saat gini  ,2:10:59 PM,Tuesday April 13 2021,Positif
Puspita Wardani,"Membalas : Saya selalu di cent 
Keren",2:07:22 PM,Tuesday April 13 2021,Positif
Aho Lie,"Membalas : Sabar adlh kunci   CENT nya ikut jalan  
Saya selalu di cent ",2:06:18 PM,Tuesday April 13 2021,Positif
Puspita Wardani,"Membalas : Cm cent hiburan saat ini  
BANK jg sangat menghibur kak  ",2:06:16 PM,Tuesday April 13 2021,Positif
Ema,Cm cent hiburan saat ini  ,2:05:50 PM,Tuesday April 13 2021,Positif
Oki Oce,Woops mppa ijo,2:03:18 PM,Tuesday April 13 2021,Positif
Dream Big,BTPS sudah bolehnyicil,1:55:49 PM,Tuesday April 13 2021,Positif
Erich,hari ini yg emiten kuat rata2 emiten pola HTF..sakti emang pola satu ini  ,1:55:23 PM,Tuesday April 13 2021,Positif
Jafar Sim,"Cent ga mau kalah! Aho 
Cent
Same
Dmmx    ",1:54:11 PM,Tuesday April 13 2021,Positif
Dream Big,WSKT ayooo,1:53:54 PM,Tuesday April 13 2021,Positif
Benevelen,Bbri antri 4100 kena ga ya,1:50:14 PM,Tuesday April 13 2021,Positif
Benevelen,Bbri sampe 4100 ga,1:38:17 PM,Tuesday April 13 2021,Positif
Benevelen,Bbri serok sekarang gmn,1:32:59 PM,Tuesday April 13 2021,Positif
Benhan,"ESSA ASSA SAME hari ini ga peduli sama tekanan jual di IHSG.
Yg mau cuan malah pada pindah ke sana",1:30:51 PM,Tuesday April 13 2021,Positif
Bu Nana,Iya sih garisan ku ada alert wskt buy 960,1:28:10 PM,Tuesday April 13 2021,Positif
Dream Big,"Membalas : Ayo terbang WSKT    
ARAkan WSKT",1:25:38 PM,Tuesday April 13 2021,Positif
Severinus Utomo,"Membalas : http://investasi.kontan.co.id/news/waskita-karya-wskt-teken-perjanjian-jual-beli-dua-ruas-tol-dengan-smi
Ayo terbang WSKT    ",1:23:50 PM,Tuesday April 13 2021,Positif
Henry,Ada yg sering trading di saham ekad?,1:20:57 PM,Tuesday April 13 2021,Positif
Robin Karenza,"Membalas : soalnya SAME ini bandel sama IHSG kak, IHSG kemanapun SAME tetap nyantai nanjak Saya malah panik kalau SAME nanjaknya ga nya
Karena same bukan penggerak ihsg. N dia buat base di 500 tanda mau nanjak. Sama kaya dmmx.",12:35:50 PM,Tuesday April 13 2021,Positif
Bu Nana,"Membalas : Setelah SAME dan TBIG Ada 1 lagi yg mau jalan nih?
Smgr? Wskt?",12:20:49 PM,Tuesday April 13 2021,Positif
Bu Nana,"Membalas : Setelah SAME dan TBIG Ada 1 lagi yg mau jalan nih?
Essa?",12:05:13 PM,Tuesday April 13 2021,Positif
Frendi cari-ara,"Setelah SAME dan TBIG
Ada 1 lagi yg mau jalan nih?",12:03:50 PM,Tuesday April 13 2021,Positif
sugi,Pgas bisa rebound ga yah hu?,12:00:56 PM,Tuesday April 13 2021,Positif
Benhan,"Membalas : Photo
Bakal menarik ini RI keduanya. Apalagi sudah ada Korean yg masuk di EMTK.
Kalau SAME incar dana 1.3T rasio hampir pasti 2:1",11:42:31 AM,Tuesday April 13 2021,Positif
Dream Big,RALS MAPI menarik,11:30:40 AM,Tuesday April 13 2021,Positif
hery,"BBCA di 30,000. akan jebolkah?",11:28:15 AM,Tuesday April 13 2021,Positif
Rui :rocket: :speedboat::dancer: ,"Membalas : saya percayanya ci @RuiAuxilia sakti, focus..gak nebak2 index
soalnya SAME ini bandel sama IHSG kak, IHSG kemanapun SAME tetap nyantai nanjak  

Saya malah panik kalau SAME nanjaknya ga nyantai  ",11:28:06 AM,Tuesday April 13 2021,Positif
Dream Big,BNBA mantul,11:28:03 AM,Tuesday April 13 2021,Positif
AAN,"Cuan SAME SAME


Take profit? Moh ah

1.000 harga mati wkwkw",10:58:04 AM,Tuesday April 13 2021,Positif
Dream Big,SAME ATH,10:57:29 AM,Tuesday April 13 2021,Positif
Jansen Wang,Same go2,10:55:41 AM,Tuesday April 13 2021,Positif
Mic,Same joss,10:54:03 AM,Tuesday April 13 2021,Positif
Jafar Sim,Same ada yg lagi curi makan,10:42:05 AM,Tuesday April 13 2021,Positif
Jonathan,"Membalas : boleh aja pak uang bapak hehe..
yaudah saya lihat nya dari sesi fa saja banyak yang sudah diskon kalau nunggu chart nya bagus berarti nunggu harga naik dulu ya ",10:41:49 AM,Tuesday April 13 2021,Positif
Dream Big,BANK naik terus,10:33:48 AM,Tuesday April 13 2021,Positif
Dream Big,WSKT asing net buy,10:04:59 AM,Tuesday April 13 2021,Positif
east wind,DMMX -> watchlist,9:45:43 AM,Tuesday April 13 2021,Positif
Novine 90210,assa keatas 1945 yuk...,9:31:42 AM,Tuesday April 13 2021,Positif
Ocha,Asii go gogo,9:26:50 AM,Tuesday April 13 2021,Positif
Aidil Ramadhani,"Ayo doid, kamu pasti bisa    :rocket:",9:23:38 AM,Tuesday April 13 2021,Positif
Dream Big,TKIM INKP dapat harga bawah  ,9:20:38 AM,Tuesday April 13 2021,Positif
Erich,di pasar sebelah ath..di sini unvr barusan buat 1 year low..unvr ga ikutan jual snack sampo digital aja ?,9:19:15 AM,Tuesday April 13 2021,Positif
Ferdy W,TBIG luar biasa,9:19:11 AM,Tuesday April 13 2021,Positif
Benevelen,Bbri di harga berapa ya om,9:12:30 AM,Tuesday April 13 2021,Positif
Benevelen,Pwon gmn serok g nih,9:10:12 AM,Tuesday April 13 2021,Positif
Puspita Wardani,BAJA nya mau ARA lg  ,9:09:49 AM,Tuesday April 13 2021,Positif
Bambang Sudarso,Arakan Beef ndar :rocket::rocket:,9:05:14 AM,Tuesday April 13 2021,Positif
Yosua Sitompul,Buset mppa dr arb ampe ngebut,9:04:48 AM,Tuesday April 13 2021,Positif
Severinus Utomo,"Membalas : To know: 1. Northstar group stocks refuse to go down 2. Watch for oversold stocks moving below lower bollinger bands. No lower l
Semoga DOID juga menolak turun    ",8:59:04 AM,Tuesday April 13 2021,Positif
Moch Sofwan Hadi,tanya dong.. BMAS udah 3x meroket mulu kira2 aman gak ya.?,6:58:50 AM,Tuesday April 13 2021,Positif
Mic,"FASE saham -> retail depresi, panik, fear dll. Fase Cyrpto -> euphoria, optimis dll... siklus bursa ini akan silih berganti.. saat ini bursa BEI ancur2 an tp nanti kebalikan bursa crypto ancur2 an... be safe guys
Ini adalah foto",11:24:24 PM,Tuesday April 13 2021,Negatif
Fajar Oktavaria,"secara pergerakan ga liar, terus ada CA juga saya ga nangkap gimana cent bisa ke suspend seperti yang bapak @RBTAN59 bilang
tapi kalau suspend pun biarkan aja ga perlu pusing dari suspend pertama, anggap aja sehari puasa",7:23:36 PM,Tuesday April 13 2021,Negatif
Frendi cari-ara,"Membalas : Jangan Ngiler! Tahun Ini IHSG Bisa Tembus All Time High Lho https://www.cnbcindonesia.com/market/20210413154449-17-237533/jangan
Abis dibantai 2hari, keluarin ini buat pancingan ritel, besok jeblok lagi  

Sementara perbanyak cash aja kecuali scalper yg teruji  ",6:48:38 PM,Tuesday April 13 2021,Negatif
Ronny,"Membalas : Garuda aja disuntik pol pol an, masa ini mai dibiarin gtu aja  
Garuda disuntik pen 8.5 triliun.
Wskt butuh 90 triliun. Apbd jakarta aja 1 tahun 80 triliun.
Ga mungkin sanggup pemerintah suntuk pol2an dari apbn. Harus ada sumber dana lain, swf dsb.",6:12:50 PM,Tuesday April 13 2021,Negatif
Benanta,"Membalas : https://youtu.be/IFUWNOmi5SQ
Garuda aja disuntik pol pol an, masa ini mai dibiarin gtu aja  ",6:10:52 PM,Tuesday April 13 2021,Negatif
Bow,"Membalas : Jadi besok TP dulu ya kak sebelum keburu pullback?  
Punya ci @RuiAuxilia kunci SAME nya dah ilang.. Ga bisa TP..   ",4:28:26 PM,Tuesday April 13 2021,Negatif
Andre Salim,hati2 yg ngincer div BJBR bantingannya cukup sakit,2:34:51 PM,Tuesday April 13 2021,Negatif
Dream Big,BTPS arb,2:13:55 PM,Tuesday April 13 2021,Negatif
Humam,"Membalas : Ingin rasanya ku CL bbkp  
lho belum di CL bro, break 500 udah tak CL wkwk
",1:45:26 PM,Tuesday April 13 2021,Negatif
Kirana L,"Yuk hentikan sinetron hidup di realita ""no film film""",1:44:35 PM,Tuesday April 13 2021,Negatif
Jafar Sim,"Membalas : panik ga panik ga panik ga panik ga?
Ingin rasanya ku CL bbkp  ",1:42:46 PM,Tuesday April 13 2021,Negatif
Petro,Fear sos kemarin ga kuat buat mppa kyaknya,1:39:50 PM,Tuesday April 13 2021,Negatif
Arie May,"Membalas : Sangkut gede itu kan pasti karena ga mau cutloss... Good luck deh di Crypto kalau alirannya masih anti cutloss
klo crypto sama ama forex, mati sudah klo ga pake cutloss wkwkw",12:28:15 PM,Tuesday April 13 2021,Negatif
Mbah Bedjo,"SSMS nasibmu kini, perusahaan untung gk menjamin sahamnya naik",12:18:40 PM,Tuesday April 13 2021,Negatif
Dave Sa'id,"Target penurunan gold di 261.8 atau di 423
Ini adalah foto",11:23:49 AM,Tuesday April 13 2021,Negatif
Billy,"Membalas : Apakah BPJS berniat untuk masuk ke Krypto juga?
Bpjs risk profilenya jadi super aggresive kalo main koin2 nan",10:43:12 AM,Tuesday April 13 2021,Negatif
Jafar Sim,"Update 
Ihsg 5912
Bbkp 490 sempat 482 tadi    
Ihsg how low u can go?    ",10:25:43 AM,Tuesday April 13 2021,Negatif
Melvin E. S.,"Membalas : Photo
Harga lagi dijatuhkan nanti dinaikin lagi tapi msh dibawah harga BPJS TK. Jadi Bandar tetap bisa ambil untung tapi BPJS TK nggak bisa keluar. Itu salah satu kemungkinan. Kondisi masing masing saham tentu dibuat acak spy nggak terlalu kelihatan apa maksudnya...   ",10:17:21 AM,Tuesday April 13 2021,Negatif
Nanang Eko,"Membalas : Bris bandar culun ...    
Bandarnya keabisan duit ini pak ",9:31:33 AM,Tuesday April 13 2021,Negatif
Kirana L,Bris bandar culun ...    ,9:30:01 AM,Tuesday April 13 2021,Negatif
Chezy,"Membalas : Harudnya bandar BRIS tdk beroangku tangan melihat panggungnya diambil BANK
Iya heran bris kalah sama bank, bandarnya harus berguru sama bandar bank dan arto",9:29:20 AM,Tuesday April 13 2021,Negatif
Tony Iskandar,Harudnya bandar BRIS tdk beroangku tangan melihat panggungnya diambil BANK ,9:28:13 AM,Tuesday April 13 2021,Negatif
Aidil Ramadhani,"Yuk doid, bisa yuk, konsisten terjun bebas nya     ",9:05:16 AM,Tuesday April 13 2021,Negatif
Kresna,"Membalas : tanya dong.. BMAS udah 3x meroket mulu kira2 aman gak ya.?
Kalo merasa gak aman, jual aja",6:59:40 AM,Tuesday April 13 2021,Negatif
Maimunah,"Membalas :      ini setuju banget, cut loss is your best friend
Cutloss wajib klu saya klu down trend sekuat AVG ttp hasil minus sih 3 SD 4%
IHSG masih turunan dan konsolidasi blm beres di global market jg",12:17:22 AM,Tuesday April 13 2021,Negatif
Ronny,"Membalas : Photo
Skrg kok sering begini. Direksi beli saham sedikit, berita keluar harga naik sbtr tau2 dibanting.
Inkp, bbtn, bbca.",10:44:34 PM,Monday April 12 2021,Negatif
Kang Cuan,"Membalas : UNTR kenapa tiba-tiba loncat yah ? Deg-degan nih
Memang sedang diakum asing. Tapi sekarang sedang di resis. Kalo lanjut naik ya hold. Tapi kalo besok balik arah cpt2 sell. Tunggu lagi di supportnya.",9:54:30 PM,Tuesday April 13 2021,Netral
Tommy Hermes,"SAME uda masuk peti, gembok sampek tahun depan.",8:34:22 PM,Tuesday April 13 2021,Netral
Hauw,"Membalas : Same g Ara gpp, asal tiap hri naik 5-10%
SAME simpen aja
Hahaha",8:28:33 PM,Tuesday April 13 2021,Netral
Billy,"Membalas : Bisa gk hu Billy The Traders go away in may and came back in june    
Apapun bisa terjadi  
Membalas : Tembus 2000 gk ya ASSA  
Hold aja.. Lebaran kasih thr ntr  .. Klo pun turun.. Ntr gratis anterin kemana aja   ",2:45:26 PM,Tuesday April 13 2021,Netral
RBTAN59,"Membalas : sudah cukup umur, udah boleh panen  
blom ijabkabul  sdg nunggu fren nya   ",2:29:12 PM,Tuesday April 13 2021,Netral
Puspita Wardani,Sabar adlh kunci   CENT nya ikut jalan  ,2:05:15 PM,Tuesday April 13 2021,Netral
Benhan,"Membalas : Yg satu gak disebut disimpen 
Sst biarin aja jangan cepat2 naiknya kalau yg itu. Nambah muatan dulu",1:34:27 PM,Tuesday April 13 2021,Netral
Frendi cari-ara,"Membalas : Essa?
Yg masih tenang2 aja di pinggiran. Belum bergerak banyak tp dikumpulin terus.",12:09:18 PM,Tuesday April 13 2021,Netral
Waskita Karya,Wskt ditahan di 985,11:52:35 AM,Tuesday April 13 2021,Netral
Ferry Setiawan,"Membalas : BBCA di 30,000. akan jebolkah?
Saya tunggu di 29 dan 27 hu",11:33:28 AM,Tuesday April 13 2021,Netral
Meneer Greg,"Membalas : ACES, lower BB aja dihantem juga pak  
Wait until NO lower low, before entrering...

Selama masih ada lower low ya diamkan saja walaupun sudah keluar LBB",9:45:48 AM,Tuesday April 13 2021,Netral
Jutha Bram,"Membalas : Photo
VCP...

Mirip seperti ADHI WSKT WIKA dll waktu mau rally panjang.

Thank you pak ",8:39:06 PM,Wednesday April 14 2021,Positif
Bow,"Membalas : Lq45 nya balik lg diatas MA200.. Besok jgn di prank lg ya bosen
WOOD still looks good kah Hu..?",3:48:54 PM,Wednesday April 14 2021,Positif
Aho Lie,"Membalas : Siap pak.
Tp itu saya jgn yakin bisa salah  
Tp klo cent arahnya jelas sampai tglnya  
",3:35:42 PM,Wednesday April 14 2021,Positif
Dream Big,"Membalas : *AGRO *BACA *BBHI *ARTO http://keuangan.kontan.co.id/news/bi-sebut-transaksi-digital-bikin-penurunan-peredaran-uang-palsu-hingga
asyikk, besok bank mini ngegas",3:06:59 PM,Wednesday April 14 2021,Positif
muriz,Bbca menolak ke 2900 langsung tancap gas,3:05:19 PM,Wednesday April 14 2021,Positif
Tomatto Tomatto,Semoga besok cent ara,2:57:42 PM,Wednesday April 14 2021,Positif
Rakhmad Nirmawan Nofendi,"Membalas : Photo
6118 tembus bisa di bilang pattern candle morning star confirm y?",2:55:13 PM,Wednesday April 14 2021,Positif
Dream Big,BCAP ngegasss,2:49:33 PM,Wednesday April 14 2021,Positif
Puspita Wardani,"Membalas : REMINDER !! *MARI ABBA* 7/4/2021 *Northstar Dikabarkan Suntik Dana ke Startup Milik Erick Thohir* PT Mahaka Radio Integra Tbk
Beli ABBA krn berita ini, belinya jg dikit   klu banyak niscaya dy gk jd gerak    
Membalas : Begitu mudahnya merubah fear menjadi greed  
Tinggal request berita di CNBC    ",2:28:57 PM,Wednesday April 14 2021,Positif
Puspita Wardani,"Membalas : dari 118 malah https://www.tradingview.com/x/1wt6CLWE/
Hihihi iya      naiknya melesat cuma bebrapa bulan   
Tp gk ada yg sekeren ARTO n BANK sih   naik trs trsan  ",2:19:39 PM,Wednesday April 14 2021,Positif
Puspita Wardani,"Membalas : sudah dari februari
Iya, bener dr ABBA harga 90an skrg sdh 290, dr mulai MARI 150an skrg sdh 330  ",2:17:23 PM,Wednesday April 14 2021,Positif
Jafar Sim,"Membalas : Mana emote rocketnya ?
:rocket::rocket::rocket::rocket::rocket: aaaannddd bbkp 498 +1, 98% aja   ",1:42:33 PM,Wednesday April 14 2021,Positif
Ocha,Bbca juara emg,1:41:53 PM,Wednesday April 14 2021,Positif
Yudha,"Membalas : ditopang BBCA ini, cantik banget
Yep, gapernah bohong sih kalo yg angkat satu ini... beda klo yg angkat antm dkk  ",1:41:34 PM,Wednesday April 14 2021,Positif
Tommy Hermes,"Membalas : BANK next BBRI ARTO NEXT BBCA
Mana emote rocketnya ?",1:41:23 PM,Wednesday April 14 2021,Positif
Mic,"BANK next BBRI
ARTO NEXT BBCA",1:39:59 PM,Wednesday April 14 2021,Positif
Dream Big,"Membalas : ditopang BBCA ini, cantik banget
betullll",1:37:34 PM,Wednesday April 14 2021,Positif
Jeanne A,"Membalas : BBCA 4%
ditopang BBCA ini, cantik banget",1:37:19 PM,Wednesday April 14 2021,Positif
Erich,"arto bca balapan, rebutan posisi bank 'terbesar'
",1:36:09 PM,Wednesday April 14 2021,Positif
Benevelen,Tlkm serok g sekarang buat inves kak,1:34:05 PM,Wednesday April 14 2021,Positif
Jafar Sim,Bbca mau ara?   nafsu naiknya #kejarsetoran,1:33:54 PM,Wednesday April 14 2021,Positif
Rui :rocket: :speedboat::dancer: ,"Membalas : salah satu yang menurut saya dia jelasin paling bagus itu soal support & resistant area, ibarat area itu pintu kalo di tabrakin
Hahaha iya, dia juga bagus ngejelasin dynamic support resisten pakai MA
Banyak insight dapat dari dia",1:07:57 PM,Wednesday April 14 2021,Positif
aswin hendrarta,"saya ada same tapi porsi kecil, buat belajar
kalau CENT apa sudah diumumkan kapan cum RI",12:05:02 PM,Wednesday April 14 2021,Positif
Rui :rocket: :speedboat::dancer: ,"Seperti yang Nana bilang, ga semua saham RI, ini mmg skrg lg pegang CENT tp masi belum memutuskan akan ikut RInya atau tidak",12:02:22 PM,Wednesday April 14 2021,Positif
Aho Lie,Kyk hari ini saya punya feeling bakal 310 tp main aman Tp duluklo bener masuk lg  ,11:10:44 AM,Wednesday April 14 2021,Positif
Hendra Choo,"535-540 aman.
Ini adalah foto",11:05:25 AM,Wednesday April 14 2021,Positif
Aho Lie,"Membalas : CENT ke 330. Amiiin
Saya yakin bulan ini diatas 300 klo mei bisa jd diatad 400 prediksi   bisa salah",11:04:32 AM,Wednesday April 14 2021,Positif
Rui :rocket: :speedboat::dancer: ,"Membalas : CENT ke 330. Amiiin
saya amini juga      ",11:03:53 AM,Wednesday April 14 2021,Positif
panjianom,"Membalas : Aminkan  
CENT ke 330. Amiiin",11:03:39 AM,Wednesday April 14 2021,Positif
Dirga,"     

ini jg mulai fokus di same  , dan yes, regardless invest or trading, selalu pantau big trendnya  ",11:02:09 AM,Wednesday April 14 2021,Positif
Mic,BANK THE NEXT BBRI,11:01:04 AM,Wednesday April 14 2021,Positif
Aho Lie,"Membalas : gpp om yg penting udah break atap nya. cent masih ada potensi
Klo prediksi sih kuat bgt bkl keatas 300  ",11:00:22 AM,Wednesday April 14 2021,Positif
Mic,Bank the next bbri,11:00:02 AM,Wednesday April 14 2021,Positif
panjianom,"Membalas : Feeling sih hr iniijo tipis  
gpp om yg penting udah break atap nya. cent masih ada potensi",10:59:46 AM,Wednesday April 14 2021,Positif
