,Unnamed: 0,Unnamed: 0.1,Data,User,Pesan,Jam,Tanggal,Status,Saham
380,278,278,279,Puspita Wardani,Hr ini CENT nya ngegas trs  ,11:23:33 AM,Monday March 29 2021,Positif,
381,286,286,287,Dane Fernando,"Ga da plan trading, ya beli PLAN aja ",10:45:22 AM,Monday March 29 2021,Positif,
382,287,287,288,Johny,"Membalas : https://www.cnbcindonesia.com/market/20210316115228-17-230456/lunasi-repo-trimegah-sekuritas-lepas-saham-cent-rp-398-m
Cent ini rumournya dibeli Digital colony",10:43:07 AM,Monday March 29 2021,Positif,
383,290,290,291,Jafar Sim,"Bbri deviden rp. 98.9 eeuuyyy
Ini adalah foto",10:12:37 AM,Monday March 29 2021,Positif,
384,298,298,299,Johny,"Membalas : CENT RI kapan ya? Udah ada tanggal nya kah?
Belom ada tanggalnya, lagi dikerek tu, paling sebentar lagi keluar tanggal RI nya  ",9:56:45 AM,Monday March 29 2021,Positif,
385,303,303,304,Liem Peter,WIIM ciamik tenan,9:55:29 AM,Monday March 29 2021,Positif,
386,310,310,311,Johny,"Caution! 
CENT is the buyer for ISAT 4k tower, heard buying at around USD740mn. This is a very good pricing as we are expecting at around USD570-600mn tower sales value.

+ Positive for ISAT as it strengthens the balance sheet and ample of capital for future spectrum acquisition/capex

+ CENT announced their plan for RI, targeting to issue 34bn shares",9:47:59 AM,Monday March 29 2021,Positif,
387,318,318,319,Mamba Mentallity,"Membalas : CENT nya jgn lupa  
BO kayaknya",9:35:41 AM,Monday March 29 2021,Positif,
388,319,319,320,Go Jiu,"Berusaha mengakhiri fase downtrend, hr ini BRPT mencoba menembus level psikologis 1.000.

Recommendation: Spec BUY
Target Price I: 1.120
Target Price II: 1.225
Stop Loss: < 930

Disclaimer


Credit: @quantumresearch_idx
Ini adalah foto",9:34:47 AM,Monday March 29 2021,Positif,
389,322,322,323,Puspita Wardani,ASSA terbang lg yuk  ,9:32:34 AM,Monday March 29 2021,Positif,
390,324,324,325,Mic,Wood jpfa main haka,9:25:50 AM,Monday March 29 2021,Positif,
391,325,325,326,Puspita Wardani,"Membalas : Essa ada isu apa
Harga amonia naik trs makanya ESSA ngegas tiap hr",9:14:39 AM,Monday March 29 2021,Positif,
392,329,329,330,Jafar Sim,"Dmmx naik tapi tidak dengan volume besar, berarti pola htf nya gagal ya?     ",9:10:43 AM,Monday March 29 2021,Positif,
393,346,346,347,Eds,"Membalas : BBTN rebound ga si hrusnya gais?
Kemungkinan iya",8:21:57 AM,Monday March 29 2021,Positif,
394,359,359,360,M,"Membalas : https://ekonomi.bisnis.com/read/20210327/257/1373282/cukai-batal-naik-produsen-rokok-kretek-tangan-bernapas-lega#.YF63BZSm09Q.wh
Hmsp bagus ya pak billy karna cukai dibatalkan?",6:55:41 AM,Monday March 29 2021,Positif,
395,4,4,5,Al Blenk,"Membalas : besok ijo tebel
Bukan masalh ijonya.,tpi trnsaksinya ,.ihsg ijo tpi emiten bluechip dll pda kebakar   ",11:32:44 PM,Monday March 29 2021,Negatif,
396,5,5,6,Faliq H,"Membalas : IHSG ijo kok transaksi miskin sekali ya.,,apakah bandar lgi rombongan ziarah religi ???
bandarnya dikrangkeng, ga bisa goreng POSA, MYRX, TRAM, JGLE",11:30:43 PM,Monday March 29 2021,Negatif,
397,6,6,7,Al Blenk,"IHSG ijo kok transaksi miskin sekali ya.,,apakah bandar lgi rombongan ziarah religi ???  ",11:26:12 PM,Monday March 29 2021,Negatif,
398,19,19,20,Mbah Bedjo,"Membalas : ERAA road to 3000 semoga semesta mendukung  
Sayangnya semesta gak mendukung   ",9:39:54 PM,Monday March 29 2021,Negatif,
399,28,28,29,shendy,"Membalas : Bnba dikunci ARB yg kunci bandar?
dibalik aja... liat harga kaya gitu ritel berani masuk kah?",8:19:54 PM,Monday March 29 2021,Negatif,
400,29,29,30,cuaners,"Membalas : Photo
Bnba dikunci ARB yg kunci bandar?",8:18:53 PM,Monday March 29 2021,Negatif,
401,31,31,32,shendy,"Membalas : pernah coba tapi gagal,krna di setiap jam buka langgsung d ARB, jadinya nyangkut terus
pasangnya harga arb juga... nanti ketika ga dikunci langsung lepas sendiri...
sementara ketika masih dikunci sih ya pasti belon bisa wong ga ada yang buyernya",8:09:36 PM,Monday March 29 2021,Negatif,
402,33,33,34,Nixon Maia,"Membalas : yes
pernah coba tapi  gagal,krna di setiap jam buka langgsung d ARB, jadinya nyangkut terus",8:06:45 PM,Monday March 29 2021,Negatif,
403,34,34,35,Hendro Masori,Gak terlalu meyakinkan buat saya sih,8:05:55 PM,Monday March 29 2021,Negatif,
404,36,36,37,Fauzan Tarmizi,"Membalas : Market tidak ada yang tahu pak, tidak semua RI bakalan sukses dan bagus, harusnya tetap berjaga2 ... saya lihat dari awal Maret
Kacau, memang sedikit sekali maya ini total lot harian perdagangannya,

Liat arto RI kemaren, saat ex date, kencengnya bukan main",7:57:22 PM,Monday March 29 2021,Negatif,
405,40,40,41,Fauzan Tarmizi,"Ada yang bisa jelaskan kenapa bank mayapada arb berjilid2 pasca 3 hari cum date RI?

Padahal pas sentimen bank mini terbang, mayapada saya liat kalem2 aja ga ikutan terbang, tetap kisaran 7000'an, lalu tujuan RI juga untuk ekspansi bisnis, tapi kenapa ARB berjilid2 ga berkesudahan ya, sudah FL hampir 53% saya   ",7:48:46 PM,Monday March 29 2021,Negatif,
406,41,41,42,Noval Najib,"Membalas : Begitu tutup bursa, lsg masukkan order sell di harga ARB besok harinya dan berdoa bin berharap ada yang berbaik hati mau jemput
Biasa ada tuh yg beli? Kirain kondisi gini arb ngetem aja ahaha",7:47:51 PM,Monday March 29 2021,Negatif,
407,50,50,51,Vincent,"Membalas : mungkin member sini ada yg nyangkut di BNBA om, makanya dibahas
Saya nyangkut pak, avg 2550 dr untung jd buntung (small portion) thanks buat bei    kalo gada acara suspend suspenan mungkin masih sempet exit sblm dibantai",7:13:12 PM,Monday March 29 2021,Negatif,
408,51,51,52,An Aan,"Membalas : Olt apa yg bisa order sehari sebelumnya pak?
Sesama korban ARB, mau ikut antri  ",7:12:37 PM,Monday March 29 2021,Negatif,
409,63,63,64,Kambing Trader,"Membalas : Photo
Cuman sebatas ARA 3X pak... apa kabar yg ambil dari bawah terus jual di pucuk?",7:03:57 PM,Monday March 29 2021,Negatif,
410,67,67,68,Herni,Pak kl misal kita terjebak di saham ARB berhari2 gmn cara keluar terbaik? Mksdnya kita bs mendahului antrian bandar untuk keluar?,7:01:44 PM,Monday March 29 2021,Negatif,
411,70,70,71,Hendro Masori,"Membalas : ARB berjilid2 bgni apa nggak di suspend y? Maaf, newbie bertanya.
BEI mah cuek aja",7:00:57 PM,Monday March 29 2021,Negatif,
412,76,76,77,Nixon Maia,"Membalas : Photo
Salah Langkah, Bandarnya sadis, mau d ARB kan brp kali supaya dia puas ",6:54:29 PM,Monday March 29 2021,Negatif,
413,77,77,78,Panji Wirawan,Sy kena di BBSI itu...hr trkhir sblum drop udah pasang sell di jam 15.05...ga bisa pasang...besoknya smpai hr ini ada kira2 40an % loss...untung MM nya msh aman...kalau ga amsiong itu...,6:54:00 PM,Monday March 29 2021,Negatif,
414,83,83,84,Fadli,"Membalas : Supirnya mengerikan ini pak guru, sekali dihantem ga dikasih ampun
Pernah dari +10% tiba2 arb wkwk",6:33:25 PM,Monday March 29 2021,Negatif,
415,89,89,90,ARAKAN IHSG 30MAR - 01 APRIL THE LAST SEROK,"Membalas : Photo
Domestik yg mst di tindak.. mreka yg td kompak mengarb kan saham hingga ihsg lemah.. tktny ad broker domestik yg jd akun asing",5:23:35 PM,Monday March 29 2021,Negatif,
416,92,92,93,Novagus VP,"Rombongan KCL,, Korban Cut Loss  ",4:07:46 PM,Monday March 29 2021,Negatif,
417,110,110,111,ARAKAN IHSG 30MAR - 01 APRIL THE LAST SEROK,"Membalas : Pakde @hmasori ada 3 sektor yg bisa dijadiin pantauan utk next week. 1. Banking 2. Properti dan konstruksi BUMN yg rata2 besok d
Sangkut brp wskt sy jg sangkut santuy itu bandar sdh habis distribusi.. tgl menunggu wkt diangkat jgn dibahas trs pak biar diam2 dinaikin saham kalau trs dibahas diarb kan bandar nnt.. bandar bertebaran di grup mana2 hati2",2:58:16 PM,Monday March 29 2021,Negatif,
418,117,117,118,apieth,Sayang amat cent nya ga close d 300 ya pak,2:52:31 PM,Monday March 29 2021,Negatif,
419,119,119,120,Muhammag kuncoro,Ngapain beli antam 3 bulan sekali cuma orofit  11% beli ikan sehari bisa dapat 25% makasih bandar ngehayal terus    ,2:52:21 PM,Monday March 29 2021,Negatif,
420,130,130,131,Yudha,Antm arb,2:41:18 PM,Monday March 29 2021,Negatif,
421,135,135,136,as s,akhirnya antim arb wkwk,2:39:19 PM,Monday March 29 2021,Negatif,
422,148,148,149,Kaanz ,"Membalas : Dpt harga 278 hr ini udh bagus menurut saya 
Hahaha cicil dulu 1 lot pak  rugi pun ga seberapa kalo turun di 268 ",2:17:50 PM,Monday March 29 2021,Negatif,
423,150,150,151,Puspita Wardani,IHSG merah saatnya gorengan cryspy  ,2:17:22 PM,Monday March 29 2021,Negatif,
424,157,157,158,rahmad,ikan tuh yg bosen liat ihsg lesu ,2:13:04 PM,Monday March 29 2021,Negatif,
425,168,168,169,Dharma,Sepi amat ihsg cuma 6T  ,2:04:46 PM,Monday March 29 2021,Negatif,
426,169,169,170,Aho Lie,"Membalas : Sdh diem yuk biar senyap dulu,biar turun dulu, nanti beli lg  
Gak bkln kash turun dibawah 278 klo pegamatan saya",2:02:07 PM,Monday March 29 2021,Negatif,
427,171,171,172,Puspita Wardani,"Membalas : Betul disitu ada area suportnya , cmiww
Sdh diem yuk biar senyap dulu,biar turun dulu, nanti beli lg  ",2:01:23 PM,Monday March 29 2021,Negatif,
428,172,172,173,Yudha,"Antm kemarin terbangin indeks, skrg jd beban indeks  ",2:01:12 PM,Monday March 29 2021,Negatif,
429,176,176,177,Puspita Wardani,"Membalas : 224 lagi plis
ARB brp kali ini  ",1:55:35 PM,Monday March 29 2021,Negatif,
430,190,190,191,Aal,"Membalas : Photo
Hampir aja nyesel jual di 298",1:44:13 PM,Monday March 29 2021,Negatif,
431,192,192,193,Hendra,Hk closing aja biar aman  ,1:43:34 PM,Monday March 29 2021,Negatif,
432,195,195,196,rahmad,ihsg mulai nyungsep ,1:42:24 PM,Monday March 29 2021,Negatif,
433,198,198,199,Erich,gmana brani jalanin swf kl masi sering bom sana sini?    ,1:39:38 PM,Monday March 29 2021,Negatif,
434,200,200,201,Faliq H,"Membalas : Dalem banget wskt nya , untung sempet keluar dari kmrn kmrn
Saya baru keluar td di atas, skrng liat ambles dalam rasanya ingin jadi ironmen wkwkwk",1:38:04 PM,Monday March 29 2021,Negatif,
435,202,202,203,Alzie Al Fachri,"Dalem banget wskt nya , untung sempet keluar dari kmrn kmrn  ",1:37:14 PM,Monday March 29 2021,Negatif,
436,203,203,204,Jay Jay,wskt rugi 9T. lg dibenahi kok. tadi uda ada berita restrukturisasi. apa nanti ada berita jualan tol? restrukturisasi himbara?,1:36:58 PM,Monday March 29 2021,Negatif,
437,205,205,206,Tommy Hermes,"Membalas : .... Ya mmg saya salah sih. Beli di pucuk Ga cutloss Rugi 9t wskt And swf ga ngaruh tnyt..
Cutloss wskt 9t ?",1:34:24 PM,Monday March 29 2021,Negatif,
438,213,213,214,Denny Wang,"....  Ya mmg saya salah sih. Beli di pucuk

Ga cutloss

Rugi 9t wskt
And swf ga ngaruh tnyt..",1:31:54 PM,Monday March 29 2021,Negatif,
439,225,225,226,Denny Wang,"Pakde @hmasori ada 3 sektor yg bisa dijadiin pantauan utk next week.
1. Banking
2. Properti dan konstruksi BUMN yg rata2 besok dapag dukungan momentum pembalik
3. Coal mining yg masih bullish...


Pak @JuthaBram 


Konstruksi  wskt break 1300 pak jutha..

Turun trus ga ada abise..

Apa ak jual saja kah

Loss gila2an.. 30% an",1:17:10 PM,Monday March 29 2021,Negatif,
440,280,280,281,Muhammad Fajar,"Ihsg ijoo, kok sepi yaaa, lemah lesuu",11:19:16 AM,Monday March 29 2021,Negatif,
441,283,283,284,Johny,"Membalas : Pantau KPAL
TP?",11:11:03 AM,Monday March 29 2021,Negatif,
442,288,288,289,Al Blenk,"Membalas : ANTM saham pertama yg saya latihan untuk trading.. itu saham cocoknya 200 poin TP sekali 200 poin TP sekali.. jgn krn mau TP byk
Wkwk bner om.,ANTM dan TINS satu family.,xlo abis rally 150-200 point loyo dah
Emg pas buat celap celup  ",10:13:26 AM,Monday March 29 2021,Negatif,
443,289,289,290,Fajar Oktavaria,"permintaan saya mudah, jangan mampir ke cent ataupun wiim ya udah gitu aja",10:13:23 AM,Monday March 29 2021,Negatif,
444,309,309,310,ARAKAN IHSG 30MAR - 01 APRIL THE LAST SEROK,"Membalas : Ga punya pasangan om, sendirian dari dulu 
sudah TP gjtl ckkckckck",9:48:31 AM,Monday March 29 2021,Negatif,
445,328,328,329,Kaanz ,"Membalas : Dmmx naik tapi tidak dengan volume besar, berarti pola htf nya gagal ya?     
Minggu ini harus breakout kalo tidak bisa berarti pola HTF gaga  ",9:11:36 AM,Monday March 29 2021,Negatif,
446,352,352,353,Eriant Yosua,Ada yg tau kenapa bbca downtrend ? Kira2 suport terdekat dmn ya?,7:33:05 AM,Monday March 29 2021,Negatif,
447,363,363,364,Rocky Thohir,"Membalas : Wah sabotase ?
Pure bencana",2:28:40 AM,Monday March 29 2021,Negatif,
448,366,366,367,Bu Nana,"Membalas : Lha kan kemarin sudah janji sama bu Nana  
Trimakasi Meneer saya baru sampe rmh, besok pagi baru bisa baca lbh detail, 

slamat malam dan beristirahat",11:30:18 PM,Sunday March 28 2021,Negatif,
0,4,4,5,stefanus,"Membalas : Jangan dulu kak, seminggu lagi lah ditahan dulu ...   
CENT dluan ya yg ath ",9:56:41 PM,Sunday April 4 2021,Positif,CENT
1,6,6,7,Kaanz',"Membalas : Saya tetap di saham dulu kak, belum 1 tahun, masi bayi merangkak ini, mau nekunin disini dulu saja
SAME menuju ATH ci  
Semoga breakout pekan ini  @RuiAuxilia
",9:53:49 PM,Sunday April 4 2021,Positif,SAME
2,17,17,18,Lee Khong Huan,"Membalas : Besok kira"" msh rme hunter dividen g ya.,PTBA rups.,  
Ptba biasanya dividennya lumayan",8:52:18 PM,Sunday April 4 2021,Positif,PTBA
3,18,18,19,Andre Salim,ntar bbca tanda2 reversal baru rame lagi,8:43:54 PM,Sunday April 4 2021,Positif,BBCA
4,32,32,33,Al Blenk,"Besok kira"" msh rme hunter dividen g ya.,PTBA rups.,  ",7:39:42 PM,Sunday April 4 2021,Positif,PTBA
5,33,33,34,Jee Satya MantabBro,"Membalas :   Semoga besok rebound kenceng ya Bu....
Harus tuh, gila bener market d sini kalo gak rebon",7:39:40 PM,Sunday April 4 2021,Positif,SINI
6,42,42,43,Benanta,"Membalas : Jujur saya juga buta bgt karena ga mau belajar.. Padahal bos saya dlu beli BTC waktu masih 12 jutaan via bank BCA dlu ga tau gmn
Ebusett,, skrg uda brp itu ya   tapi klo liat cuannya ya gtu bukan ratusan % lagi 3 Bln bisa ribuan %",6:25:58 PM,Sunday April 4 2021,Positif,BANK
7,56,56,57,Benanta,"Membalas : Lihat dr chart sebelum ada isu gabung gojek saja sudah kliatan pak. Emiten begitu tapi ajib gorengnya dari 200- 5000 bolak balik
Tiap taun ada aja ya yg mega cuan ya pak seblum arto dulu ada tcpi yg joss juga dari 100an ke 8000  ",1:00:39 PM,Sunday April 4 2021,Positif,"ARTO,MEGA,TCPI"
8,57,57,58,Charles Prop,"Membalas : ARTO itu ada yg serap RI di 138
Lihat dr chart sebelum ada isu gabung gojek saja sudah kliatan pak. Emiten begitu tapi ajib gorengnya dari 200- 5000 bolak balik. 
",12:16:49 PM,Sunday April 4 2021,Positif,ARTO
9,58,58,59,Hauw,"ARTO itu ada yg serap RI di 138
Mereka yg skrg bandarin",12:12:55 PM,Sunday April 4 2021,Positif,ARTO
10,76,76,77,darno Ketagihan richeese nabati,"Saya hanya bilang aja kalau sebentar lagi meroket ngajak cuan bareng  ,

Kalau BBRI jebol 3.960 stop los aja ",7:21:39 AM,Sunday April 4 2021,Positif,BBRI
11,86,86,87,darno Ketagihan richeese nabati,"Investor retail mari kita serok ,mau bagi deviden",12:42:53 AM,Sunday April 4 2021,Positif,MARI
12,3,3,4,Kaanz',"Membalas : CENT dluan ya yg ath 
Besok turun dulu ya om 
",9:57:44 PM,Sunday April 4 2021,Negatif,CENT
13,13,13,14,Fajar Oktavaria,"Membalas : Nah itu, tar kayak dmas, dalem jatuhnya. Tp itmg terakhir dividen yg lalu ga dibanting.
Iya itmg ga kebanting banget tapi kalau ptba langganannya kebanting saat ex date",9:00:37 PM,Sunday April 4 2021,Negatif,"DMAS,ITMG,PTBA"
14,14,14,15,Lee Khong Huan,"Membalas : Tapi setiap bagi dividen, koreksinya lumayan juga jadi entrynya mesti bener tapi kalau memang tujuannya invest atau minimal hold
Nah itu, tar kayak dmas, dalem jatuhnya. Tp itmg terakhir dividen yg lalu ga dibanting.",8:59:19 PM,Sunday April 4 2021,Negatif,"DMAS,ITMG"
15,25,25,26,Erich,arb lgsg ini grup   kayak bri dikepret agro kmrn  ,8:02:13 PM,Sunday April 4 2021,Negatif,AGRO
16,37,37,38,Arif Robani,"Membalas : Crypto = gorengan 24jam Yg arb 7% aja ga kuat, jgn harap bisa bobo kl main crypto. Taunya pas bobo diguyur aja hmmmm
Nah, tadi pagi dibanting abis.. untung malemnya udah tp",6:57:44 PM,Sunday April 4 2021,Negatif,MAIN
17,39,39,40,apieth,"Crypto = gorengan 24jam
Yg arb 7% aja ga kuat, jgn harap bisa bobo kl main crypto. Taunya pas bobo diguyur aja hmmmm",6:56:52 PM,Sunday April 4 2021,Negatif,MAIN
18,67,67,68,Benhan,"Membalas : Tergantung merknya pak  
Kalau UNVR bandarnya main short sell terus...  ",10:50:19 AM,Sunday April 4 2021,Negatif,"MAIN,UNVR"
19,3,3,4,Kang Ngomel,Saatnya pindahin uang ke rdpu dan waktunya liburan sambil investasi leher keatas lagi  ,10:26:50 PM,Monday April 5 2021,Positif,UANG
20,5,5,6,Rays_Man,"Membalas : KONTAN.CO.ID - JAKARTA. PT Bukit Asam Tbk (PTBA) memutuskan akan membagikan dividen sebesar Rp 835 miliar. Jumlah ini setara 35%
lgs kabur pindah ITMG  ",9:46:46 PM,Monday April 5 2021,Positif,ITMG
21,12,12,13,Kaanz',"Membalas : ga usa buru2..tutup aja smua gap dlo sampai yg plg bawah     duit iseng2 taro koin dlo..
Coin mana coin?  Lagi hot topic ",8:44:33 PM,Monday April 5 2021,Positif,KOIN
22,14,14,15,Evi Berliana,Pakde @hmasori apakah right issue SMRA akan bernasib baik seperti SAME ? Share sedikit insight nya Pak... ,8:36:19 PM,Monday April 5 2021,Positif,"SAME,SMRA"
23,26,26,27,Ahmad Rifai,Kelamaan pindah ke yg laen aj bsde udh mulai akum,8:04:37 PM,Monday April 5 2021,Positif,BSDE
24,29,29,30,Evi Berliana,"SMRA mau right issue, gimana pendapat para suhu? Menarik kah ditengah keringnya IHSG?
Ini adalah foto",7:57:43 PM,Monday April 5 2021,Positif,SMRA
25,37,37,38,AAN,"Membalas : https://investasi.kontan.co.id/news/rugi-bersih-sarana-meditama-metropolitan-same-naik-jadi-rp-449-miliar-di-2020
Q4 nya malah laba lho pakdhe


Omset meningkat..

Q1 s.d Q3 ngga usah dilihat soalnha kan masih manajemen lama wkwkw",4:51:00 PM,Monday April 5 2021,Positif,SAME
26,43,43,44,41056 (Rizki Putra Perdana),"Membalas : Bisa ndelosor lagi nihh, volume nya biasanya diatas 15T hari ini cuma 8T.
gimana gak lari ke koin.., satu koin tier 2 aja sehari value transaksi nya bisa 16 Trilyun  ",4:42:44 PM,Monday April 5 2021,Positif,"KOIN,SATU"
27,44,44,45,David,Smua ke koin haha,4:23:45 PM,Monday April 5 2021,Positif,KOIN
28,45,45,46,Nanang Eko,"Membalas : anak pungut, pak   suka dibedain sama bandar
Bandarnya cash out jg mungkin pak migrasi ke coin jg 
Membalas : hari ini tetangga ijo loh  
Rumput tetangga lebih hijau dan lebat pak carik ",4:05:39 PM,Monday April 5 2021,Positif,CASH
29,67,67,68,Eru Yagami,ICBP PTBA PGAS masih murah2.,2:58:56 PM,Monday April 5 2021,Positif,"ICBP,PGAS,PTBA"
30,75,75,76,Dave Sa'id,"LPPF kalau berhasil break ema50
Ini adalah foto",2:52:12 PM,Monday April 5 2021,Positif,LPPF
31,88,88,89,Kris,"Bjbr, bjtm kalau mau invest oke Pak.. Dlu sy juga nyangkut waktu crash dan bs balik + dividen yg lumayan.. Utk unvr cons good sy lbh oke SIDO.. hmsp ini yg berat.. Maybe kalau ada perubahan uandang2 ttg cukai rokok ada titik terang nya.. Sisa nya gak bs komen pak, krn blm pernah",2:36:50 PM,Monday April 5 2021,Positif,"BJBR,BJTM,GOOD,HMSP,SIDO,UNVR"
32,101,101,102,RBTAN59,ayo om pillay.. ara kan mppa nya spy cepet balik piutang nya jg dah deket puasa bakal rame pengunjung matahari nya    ,1:58:11 PM,Monday April 5 2021,Positif,MPPA
33,108,108,109,Benhan,"Pintar ya EMTK, habis akuisisi SAME dipakai buat cari modal untuk jual EMC punya dia... keren abis eksekusinya.
Cek aja modal dia keluar berapa dan dapatnya berapa dlm bentuk aset maupun market cap",1:29:05 PM,Monday April 5 2021,Positif,"EMTK,SAME"
34,111,111,112,Andreas Teddy,"Membalas : Benhan itu SAME sdh keluar info mau RI lagi, hayuk2 rapatkan barisan, kita diskusi lagi
loh iya ya? wah coba ikutan ah kali ini, kemarin2 cuma buat swing trade aja di SAME  ",1:26:56 PM,Monday April 5 2021,Positif,SAME
35,120,120,121,Rui :rocket: :speedboat::dancer: ,"Benhan itu SAME sdh keluar info mau RI lagi, hayuk2 rapatkan barisan, kita diskusi lagi   
",1:04:44 PM,Monday April 5 2021,Positif,SAME
36,126,126,127,William Limanto,"Membalas : Bbri bole serok suhu?  
Supportnya klo di fibo saya 4150, Resistnya 4270",12:34:52 PM,Monday April 5 2021,Positif,BBRI
37,127,127,128,F. Setiawan,Bbri bole serok suhu?  ,12:32:30 PM,Monday April 5 2021,Positif,BBRI
38,128,128,129,William Limanto,"Membalas : Liat di ipot hari ini sih cum date nya, sudah ada nominal nya juga
Wah, terima kasih infonya, saya bbri brusan beli kmaren jumat gtw klo hri ini cumdatenya",12:31:47 PM,Monday April 5 2021,Positif,BBRI
39,130,130,131,Andreas Teddy,"Membalas : Oiya bbri cumdate hri ini?
Liat di ipot hari ini sih cum date nya, sudah ada nominal nya juga",12:30:00 PM,Monday April 5 2021,Positif,BBRI
40,131,131,132,William Limanto,Oiya bbri cumdate hri ini?,12:29:36 PM,Monday April 5 2021,Positif,BBRI
41,136,136,137,Taufiq,wskt td pas minus 4 persen yp msh dikit banget. Pas mulai minus 5/6 persen tiba2 yp langsung diatas 10 m. Nih bolpen pa siapa ya.,12:21:27 PM,Monday April 5 2021,Positif,WSKT
42,147,147,148,Jimmy,"Membalas : WSKT udah avg down bbrp kali smpe 30% dr total porto...biasanya 1saham 10% dr porsi total...skrg minus 17%     ancur2an wskt...
Sabar dikit lagi WSKT   Angka 1055 ini bagus untuk diperhatikan. Moga moga ga nembus ke bawahnya.",11:28:56 AM,Monday April 5 2021,Positif,WSKT
43,154,154,155,Erich,sudah rapat kan itmg hari ini,11:13:24 AM,Monday April 5 2021,Positif,ITMG
44,157,157,158,Syrf Maulana,"Membalas : Banyak pengungsi dari PTBA pak 
Oalahh pantesan ITMG lancar laju nya  ",11:10:45 AM,Monday April 5 2021,Positif,"ITMG,PTBA"
45,162,162,163,Hanief Abdur Rahman,"Membalas : ITMG tumben nih   
Banyak pengungsi dari PTBA pak ",11:09:47 AM,Monday April 5 2021,Positif,"ITMG,PTBA"
46,163,163,164,Syrf Maulana,ITMG tumben nih   ,11:09:08 AM,Monday April 5 2021,Positif,ITMG
47,164,164,165,Jafar Sim,"PTBA dividen sekitar 72.45 perak
Dividen payout ratio 35%
Yield sekitar 2.7%

maish belum fix yah",11:08:58 AM,Monday April 5 2021,Positif,PTBA
48,165,165,166,Lee Khong Huan,itmg kok beraksi sendirian dari grup coal? ada news apa ya?,11:08:57 AM,Monday April 5 2021,Positif,ITMG
49,170,170,171,Carlo Micelli,"Membalas : buset ptba nya dibuang2 divnya jelek paling
Gpp, ntar juga naek lagi Q3-4 sesuai harga coal, hehe",10:58:17 AM,Monday April 5 2021,Positif,PTBA
50,179,179,180,Jimmy,WSKT kenangan masa lalu. Sempet 100% lebih awal tahun.  Biarkan jadi kenangan indah  ,10:35:43 AM,Monday April 5 2021,Positif,"MASA,WSKT"
51,195,195,196,Mas Bro,ITMG diam2 to the moon  ,10:03:25 AM,Monday April 5 2021,Positif,ITMG
52,197,197,198,45$$3 Chandera Husin,Sepertinya EXCL mau mulai terbang..... Guys........ YU sudah akum seminggu..... beli terus...,9:59:51 AM,Monday April 5 2021,Positif,EXCL
53,199,199,200,Ninonino:ambulance::ambulance:,Mari same essa opms naiknya signifikan bgt ya om,9:53:36 AM,Monday April 5 2021,Positif,"ESSA,MARI,OPMS,SAME"
54,202,202,203,Mic,MLPL FLY THE MOON,9:39:10 AM,Monday April 5 2021,Positif,MLPL
55,213,213,214,Ninonino:ambulance::ambulance:,"Membalas : Om om disini saya masih 17 tahun, mau nanya boleh ga om?
Prospek tfas gmna ya om? Dulu beli tfas di 600an alhamdulillah naik smpe skrng, cmn masi bingung. Gmna prospeknya, cuman baca berita bgini begitu  ",9:26:17 AM,Monday April 5 2021,Positif,"BACA,TFAS"
56,228,228,229,Aliong,Ntah kenapa setiap mau mencet buy tp kalo bbri lewat itu hati jadi deg2 an,9:02:16 AM,Monday April 5 2021,Positif,BBRI
57,237,237,238,SC,"Membalas : Bandar ihsg gocekan nya serem, alhasil pada pindah ke koin2an?
Iya. Gocekan bandar ihsg bkin mules.  trading di koin enak. Murni TA. Bru 30 mnt cuan 20% di koin",8:04:44 AM,Monday April 5 2021,Positif,KOIN
58,2,2,3,Aliong,"Bursa asia sama eropa beberapa libur, kang copet pd maen koin semua ini, banyak koin yg all time high :rocket:

Meanwhile ihsg : :money_with_wings:",10:41:11 PM,Monday April 5 2021,Negatif,KOIN
59,4,4,5,nathan,Itmg juga kecil pak di bawah 1% ,9:47:19 PM,Monday April 5 2021,Negatif,ITMG
60,27,27,28,Severinus Utomo,"Membalas : SMRA di antara emiten property yg laen lg d distribusi udh 5 harian ga tau knp, semoga bsok stop distribusi -_-
Distribusi lagi dong masih mau nawar lebih murah lagi wkwkwk",8:02:58 PM,Monday April 5 2021,Negatif,SMRA
61,28,28,29,Ahmad Rifai,"SMRA di antara emiten property yg laen lg d distribusi udh 5 harian ga tau knp, semoga bsok stop distribusi -_-",8:02:15 PM,Monday April 5 2021,Negatif,SMRA
62,46,46,47,atmajaya terry,"WSKT, PTPP mau kemana ini? After Gentlement talk malah loyo",3:52:59 PM,Monday April 5 2021,Negatif,"PTPP,WSKT"
63,56,56,57,Eru Yagami,sekarang saham2 blue chip lagi pada downtrend semua. saya kurang tau penyebabnya,3:08:11 PM,Monday April 5 2021,Negatif,BLUE
64,69,69,70,Ronny,"Membalas : Iya saya juga sempat baca, jika mau invest harus pilih saham, untuk apa invest jangka panjang jika profit yg didapat tidak seban
Pbv nya unvr udah ketinggian. Susah buat naek lg. Alihin yg lain aja.
Kondisi market begini jgn dilawan, makin trading malah makin boncos nanti",2:57:28 PM,Monday April 5 2021,Negatif,"BACA,UNVR"
65,74,74,75,Jafar Sim,"Ihsg oohh ihsg saya tidak kuat mental, barusan saya CL dmmx di 430",2:52:55 PM,Monday April 5 2021,Negatif,DMMX
