Pesan,Status
"Membalas : Sama , swing aku om target masih jauh, sambil nunggu corporate action cent
Ayuk tak temenin, meskipun avg bawah tapi diayun2 sedep juga ya  ",Positif
"Membalas : Ijo atau merah om , CENT ku masih ijo nih 
Ijo tunggu besok lebh ijo lg  ",Positif
"Ijo atau merah om , CENT ku masih ijo nih ",Positif
"Mantap banget nih Vibration Law-nya Mas @JuthaBram  
Membalas : Photo
Saudaranya ASSA panen besar hari ini. Besok giliran ESSA?",Positif
"Membalas : pantesan buy wmuu di harga terakhir sblum penutupan, td ga ada yg nyambar
Brati mau naik tu om, biasanya lho ya..., saya gak amati soalnya. Tapi kalo langsung sketika bunyi clangg dan masuk, sudah dipastikan besok turun hihi",Positif
Pyfa mulai naik di penutupan sesi,Positif
MARI sepertinya mau menembuss ath nyaa,Positif
"Membalas : Berarti (semoga) balik ke pola symmetrical triangles #target 9 april break 6231 ihsg
Smoga april bullish pak ",Positif
"Membalas : iya pak betul, sejauh ini sih CL terus  
padahal di CENT bisa cuan terus kalau entrynya bener pak",Positif
":rocket::rocket::rocket::rocket::rocket::rocket::rocket: Adhi, wege, dll cekidot",Positif
"PYFA mulai dipantau
",Positif
"Abba sdh ara 
Apakah MARI menyusul pak?",Positif
ABBA kenapa ya bisa terbang,Positif
"Membalas : BCAP kanan kiri EP
biasa ep akum, ntar tau2 ARA or ARB biasanya gitu, tp seringnya terbang sih",Positif
"Membalas : BCAP kanan kiri EP
BCAP lagi di akum, siap' terbang",Positif
Masih mending PTBA dong dividennya,Positif
"ITMG dividen per lembar Rp.411, dividen interim Rp.307 sisanya dibagikan Rp.104

Cum : 15Apr
ExDate : 16Apr",Positif
Wskt boleh mulai serok y?,Positif
"Membalas : Hallo, klo ADHI gimana ya bang pencerahannya
500 bru serok
",Positif
"Membalas : Gpp klo nurut says selama masih dibawa 300 mash aman pak kecuali jeblok
   ntar dah deket cumdate jd 600 an 
kan spt makin jelas om Patrick msh sdg proses akum yg dr public...  ",Positif
"deviden bjbr 95,74,, yield 6,1% dari harga skrg,, naik dari taun kemaren,
Ini adalah foto
",Positif
"Bbni mulai lmyn tinggi, bmri smga selanjutnya",Positif
"Membalas : @wealth88 pak, akhirnya DMMXnya membuahkan hasil :) party doong
Saya jual di 430 makanya dia terbang pak    pegang cash 100% sekarang",Positif
Assa udah tp  ,Positif
Pyfa dilirik,Positif
dmmx d lirik  ,Positif
PYFA menarik,Positif
ath assa  ,Positif
mina sebelum ara,Positif
Welcome assa 2000,Positif
Assa dikit lg 2000,Positif
mina mau ara,Positif
waah klo gitu berarti bisa dimasukkan daftar nih WIKA.. tunggu candle ijo dulu laah .. ini konstruksi masih menyeramkan soalnya  ,Positif
"BBRI malah kuat sekali, padahal ex cum ya",Positif
Wskt ijo yukkkk,Positif
Wskt ayo araaaaa,Positif
Serok wsbp lumayan,Positif
"Membalas : Eh ga boleh bully IHSG terus , semoga semsta mendukung hari ini IHSG rebound keceng
semoga bbri mendukung   ",Positif
"Akra ath nya masih jauh ternyata
Ini adalah foto
",Positif
Ga sekalian nyalahin miss EM yang bilang Agro Agro Agro tapi turun  ,Negatif
"Membalas : 2-3 ARB lagi lah ya https://www.tradingview.com/x/Ee9c4u2Y/
10 kali arb baru dapet uma,trus akhir maret ada transaksi nambah 9 hari lagi arbnya ",Negatif
"Membalas : Amit2. 13x ARB tanpa UMA  
Jelas beda  BNBA ARA juga tanpa konsolidasi , bahaya ",Negatif
"Membalas : Iyak pak asal jngan kayak BNBA  , setalh naik pesat dihajar  
Amit2. 13x ARB tanpa UMA  ",Negatif
BNBA arb 13x,Negatif
"Membalas : Semoga kyk arto 4x.lipat 
Iyak pak asal jngan kayak BNBA  , setalh naik pesat dihajar  ",Negatif
Same di haki terus ya bund MS duitnya di bid ga abis2  ,Negatif
apakah WSKT pulang ke 3 digit?,Negatif
Film mau arb pada take propit,Negatif
Sayonara MPPA  ,Negatif
udah tidur dong wskt.. ,Negatif
WSKT langsung arb,Negatif
"Membalas : Yaa itu yg benar pak, saya masih FOMO
Gpp klo nurut says selama masih dibawa 300 mash aman pak kecuali jeblok
Yg ikut saya mau jual rugi saya bilg klo saya hold tergtg keyakinan kita  
",Netral
ESSA biarin aja ga usah digangguin... ,Netral
"Kayanya Pnbs bisa jd wl yaa ga sih.. 
masih murah bgt ga sih buat banking",Positif
"Membalas : Hari ini 22persen pak  , kurang ngegas yaaa
Coba cek mppa dri awal mulai hijau mbak, skrng udh tinggi bgt 
Yaa sama  udh tinggi sh, tinggal lppf nya yg blm naik bnyak diantara lippo group ",Positif
"Membalas : Iya kak beli same jg... Sayang blm sempet nambah lot uda terbang kak... Uda keburu TP td...
Bagus, gapapa yang penting sudah cuan kak     

Ga nyesel saya jadi salesnya   ",Positif
"Membalas : Waaaah jadi kepengen swikeee .....      ... di Bali sini ga ada huhuhuhu @Viretz beli SAME juga kah?
Iya kak beli same jg... Sayang blm sempet nambah lot uda terbang kak... Uda keburu TP td...",Positif
"Membalas : sy sdh pantau slalu beriringan dgn mlpl jg gerak hrg nya   
Nah iya bener memang geraknya selalu barengan sama MLPL   sprt VIVA dan MDIA, sprt MARI n ABBA selalu barengan naik turunnya  ",Positif
"krn sangat jelas piutang temasek usd300jt kalo di konversi ke lembar saham nilai nya 1800/lembar
Membalas : MPPA sy baru masuk tadi   iseng iseng langsung naik  
sy sdh pantau slalu beriringan dgn mlpl jg gerak hrg nya   ",Positif
"Membalas : Photo
MPPA sy baru masuk tadi   iseng iseng langsung naik  ",Positif
ternyata mppa mau ri sdh curi start di kerek    ,Positif
Wiim prediksi suhu2 msh bisa tembus 1000? Syaang nya sy sdh tp 940  ,Positif
"Membalas : Photo
Kalo bwat inpest pilih TLKM om,  hihihi",Positif
"Tanya aja om apakah ISAT bisa 9.900 
Ini adalah foto",Positif
"@JuthaBram terimakasih insightnya untuk timing masuk marketnya pak, sangat tepat ini ... beneran dah saya pengen belajar soal timecycle, mohon bimbingannya selalu      

SAME SAME NA HEY HEY HAKA HAKA HEY HEYY!!!     

:rocket::rocket::rocket::rocket::rocket::rocket::rocket::rocket: roketnya kakaaaa  ",Positif
"Membalas : arto marcapnya bukannya gede ya hu?
Iya om.. Jd ya bisa gerakin ihsg meski blm se signifikan BCA, bri",Positif
arto marcapnya bukannya gede ya hu?,Positif
"Membalas : Bank mini yang ngangkat index ya?..
BBCA",Positif
"Mantab SAME, sesuai kata pakdhe otw 1000",Positif
"SAME pak @hmasori mantap, makasih insightnya pak   , sabar menunggu ke 1000",Positif
"BBKP seminggu diakum YU gede banget, semua broker ritel udah di kanan, tinggal tunggu waktu wuss..:rocket::rocket::rocket:
Ini adalah foto",Positif
"Membalas : Arakan BBKP hyung :rocket::rocket::rocket:
Naik ga sampai 1% mau ARA?  
",Positif
"Membalas : Saya posting ini di grup saya, kalau salah maafkan. Krn prediksi blm tentu bener: ALL, Attention Please. Penurunan indeks sek
Semoga besok beneran Banking dinaikin. Pelan gpp, yg penting naikin indeks, agar cuaca bagus dan sesuai sama view ini...
Amiin ",Positif
"Luar biasa ya SAME, baru juga berita right issue kemarin, langsung terbang aja",Positif
"Membalas : yoook yoook sobat bbkp, berkumpul
Arakan BBKP hyung :rocket::rocket::rocket:",Positif
"Membalas : BBKP tanam bibit ga ya
yoook yoook sobat bbkp, berkumpul",Positif
BBKP tanam bibit ga ya,Positif
same naeknya pake vol g ada obat,Positif
Waaah same ATH mudahan jam 15 break  ,Positif
xl diem2 naik trus,Positif
"Same 500! WOW!
",Positif
Same TP done 500 . Thx lord,Positif
"Membalas : same ga jd ath. cape. mo istirahat
Mantul serok bawah ",Positif
"Aaaraaa kan ndar! Panic buy!? :rocket::rocket::rocket:
Ihsg 6029 andd
Bbkp?....Still 510 515  ",Positif
SAME gada obattttt mau break ATH :rocket::rocket::rocket::rocket::rocket::rocket:,Positif
Yeauyy finally menyusul dmmx si samee,Positif
luar biasa sekali SAME hari ini,Positif
BKSW :rocket:,Positif
same yuk 500.. cincai2 lah,Positif
MPPA 500 yuk  ,Positif
same yuk balek 500 lgi,Positif
"Membalas : ara gak nih RAJA ?
Arakan ndarrr mlpl sama raja nya  ",Positif
"Membalas : MLPL RAJA SAME HRUM HAKA
Joss gandoss",Positif
ara gak nih RAJA ?,Positif
"Membalas : MLPL RAJA SAME HRUM HAKA
Jossssss",Positif
Bank Mini kembali ngegas,Positif
"Membalas : Masuk lg td ko 280 pas RF beli CENT saya ikut masuk lg  
Mantp mudah2an tutup ijo",Positif
Masuk lg td ko 280 pas RF beli CENT saya ikut masuk lg  ,Positif
BNBA nya perlahan tp naik naik ke puncak gunung  ,Positif
ARAkan BNBA,Positif
PYFA MULAI  ,Positif
BNBA ngegas,Positif
"SAME epic comeback? @RuiAuxilia @hmasori   siap siap panic buy, seperti nya nih buat modal besok 8 april pak @JuthaBram",Positif
Mapi bru jalan tuh,Positif
Arakan MCOR,Positif
MCOR ngegas,Positif
"Antm terbang, pasti ads berita bagus",Positif
mantap same.. kmrn ud avd  ,Positif
Same yihaa,Positif
"Membalas : Yes LPPF iHnS makasih pakde
target 3000 baru tp pak",Positif
"Membalas : Babp ara
edan, perasaan tadi 73, uda wush2",Positif
Babp ara,Positif
LPPF ATH yuk.  ,Positif
"Membalas : LPPF break 1530 ke 1780 cuzz 3000.
tp di 3000",Positif
"Membalas : Same ATH yuk   
yuk",Positif
"Same ATH yuk   
",Positif
"Membalas : Terus jangan nyesal kalau hari ini naik... wajar transaksinya gede dan bandar borong lagi. Relakan saja
Haha iya pak , beli bnba juga iseng aja , dapet profit dari pasar sebelah dan ternyata hasilnya boom , bandarnya memang ngeri  ",Positif
Same ud selesai konsol nya ya siap terbang nih,Positif
:rocket:nih buat SAME,Positif
"wih WIIM smoga bs bagger, enak nih angkatnya kalau all time high",Positif
Raja haka,Positif
"Membalas : Wiim?
Eh break juga...",Positif
BBHI ARA,Positif
Lppf pak @JuthaBram ciaamiikkk   gilaaaa,Positif
Tembus pola iHnS nih LPPF,Positif
"Membalas : Yg rame itu lppf kalau break 1500   
tembus  
",Positif
Btw dmmx tembus 496 ,Positif
"Membalas : Yg rame itu lppf kalau break 1500   
Terus ke 2500 ya hu ",Positif
"Membalas : Yg rame itu lppf kalau break 1500   
hit 1500 hu bil",Positif
Yg rame itu lppf kalau break 1500   ,Positif
BNBA ARA,Positif
"Membalas : ihsg kumat lg merah darah  
   
Membalas : ada yg tau bank kenapa? tiba2 meledak
Hr ini BANK RUPS",Positif
"Membalas : ada yg tau bank kenapa? tiba2 meledak
karna ada yang ngebid di harga itu    ",Positif
ada yg tau bank kenapa? tiba2 meledak,Positif
"Membalas : BACA ngegas
Otw bulan :poodle:",Positif
BACA ngegas,Positif
BNBA nya ngegas   di mainkan MG  ,Positif
BNBA bangun dari kuburan,Positif
"Membalas : *elus"" SAME dalam gembok... sabar.. sabarr...
Hahahah tos pak...sednag mrnunggu sampe menuju 500 menyusul dmmx  ",Positif
BBHI ARA,Positif
"BWPT nya jgn lupa di HAKA om, harga CPO hijau terus  ",Positif
"Membalas : Issp terbamg
Akhirnya jebol 220 ya pak",Positif
BBHI bntr lagi ARA,Positif
Issp terbamg,Positif
Dmmx to the moon   @JA168,Positif
Amar :rocket::rocket:,Positif
"Yang agro yang agro , harga sekarang 1055 feeling otw ke 1035 yang agro yang agro
Ini adalah foto",Positif
"Membalas : Dari pda BNBA mending BNB aja 
Wushhh :rocket:",Positif
"Mau tanya sedikit pak @hmasori dengan kondisi arb 7% saat ini, apakah bisa dipastikan si 161 sudah pasti membentuk pola HTF karena kalaupun ARB 2 hari ini ga nyentuh dibawah titik breakoutnya?",Negatif
"Membalas : Amin pak disebelah ada dgn enteng tampilin chart trus koment gak perlu ilmu macem2 untuk tau bakal ke 190 seolah2 paling ngerti
Waduh pesimis banget , ya memang kita ga tau kedepannya akan seperti apa, toh kalo memmg bkal turun kan tinggal gimna kita atur trading plan nya, Plan your Trade and Trade you Plan ",Negatif
"Membalas : Photo
BWPT susah banget buat ke 200 apalagi 400  ",Negatif
Analisisnya hu buat bbtn...apakah masi melanjutkan penurunanya,Negatif
BBRI kok gak naik2 ,Negatif
"Tins msih merah, ngikut antm sma inco tuh",Negatif
"Membalas : Babp ara
Gk jd ARA  ",Negatif
"Membalas : Ada temen yg suka fengshui, main saham loss saja, kmd ganti sekuritas akhirnya cuan terus. Ngakak juga
Bisa jadi klu pakai bca loss terus karena nga ada SL
 ",Negatif
WSKT  3 tik lagi ARB,Negatif
"Membalas : Dmmx pak  
Dmmx sekarang 515, saya jual di 430 = rugi 20,5% aammsiioong",Negatif
"Membalas : 2-3 ARB lagi lah ya https://www.tradingview.com/x/Ee9c4u2Y/
10 kali arb baru dapet uma,trus akhir maret ada transaksi nambah 9 hari lagi arbnya ",Negatif
"Membalas : sy sdh pantau slalu beriringan dgn mlpl jg gerak hrg nya   
Bner bgt nih pak, mlpl yg blm trlalu ngegas 
",Netral
WMUU kalau buat di simpan sampe lebaran kira kira bagaimana,Netral
"Membalas : Keren ci bisa terus percaya dengan SAME
   seperti Kak @Akaruiii bilang, mantranya 'kesabaran adalah koentji' kak ... selama masi masuk dalam trading plan, ya hold saja, cari celah buat nambah muatan  ",Netral
"Membalas : Uda 510 pak Ihsg ga kuat ke 6063 Bbkp... Still 515.. Agro 1040 Hari ini prediksi saya salah lagi
Besok mantul bawah   saya stay aja ya  break ATH nanti dulu ",Netral
"Membalas : LPPF break 1530 ke 1780 cuzz 3000.
Bagger ampe muntah2 yang sabar hold lppf  
",Netral
"Membalas : LPPF break 1530 ke 1780 cuzz 3000.
hold sampe 3000 pakde",Netral
selamat yang hold lppf,Netral
"Membalas : Dmmx sekarang 515, saya jual di 430 = rugi 20,5% aammsiioong
Sabar adalah koentji   ",Netral
"Membalas : PGAS masih murah harganya, tapi masih punya utang bayar pajak
Lagi antri di 1000 kak",Positif
Doid masih aman kalo belinya pas april 2020,Positif
Doid masi aman hu,Positif
"ntar mlm pasti ada yg bilang FILM aroma uang otw 1000
",Positif
FILM nya mau ARA  ,Positif
PNBS top Volume,Positif
Doid bisa serok juga hu,Positif
Bisa serok cent hu...,Positif
ARAkan BANK,Positif
BANK ngegas,Positif
"Membalas : Jd pegang mppa berat
Jd mppa target nya bagger ni ko?
Kalau pegang dr kmrin, dan ini ara
Senin bagger seharusnya  
Membalas : Photo
Tapi volume ara hari ini
Tidak sebesar volume kemarin..
Sama hal kejadian nya di saham kesehatan dulu. Tp disclaimer on lagi. Itu pandangan saya saja",Positif
"Membalas : Photo
kawal lppf 24.000 ath",Positif
"Membalas : Photo
jadinga mending ambil mlpl ya .masih kemungkinan naik ya",Positif
"Membalas : owe copy ilmu koh Aho slalu focus setia pada satu ce yg dianggap paling mempesona
Bisa aja yg cuan kotos mendung pun serasa cerah emang klo cuan gak bisa bohong    
Tp klo saya lebh seneng fokus sampai jadi saham mantan terindah baru pindah  ",Positif
"Membalas : wah pak Pohai bisa aja bisa sy kenain pasal nih just kidding  
Yg pegang Mppa makannsiang hari ini lauk apapun pasti nikmat beda ma yg udah Cl   ",Positif
"Happy cuan mppa.. Tak disangka arb menjadi ada
",Positif
Essa bisa nih,Positif
Saya nungguin PNLF bagi deviden    . gak tau kapan atau kapan2.,Positif
"Membalas : Photo
CENT nya tiap turun diborong RF trs   masih amanlah, koreksi kecil saja ya ini",Positif
Akhirny ara jg mppa,Positif
"Membalas : hajar 276
Berkat masinis pak @panjianom dan pak Aho , CENT uda 278 280 beliau yg jaga pak @HENDRACHOO",Positif
"Membalas : Nah ini ... makanya mau pantau dulu ... kl harga ga dikerek ya kemungkinan nanti paling trading Rnya saja
setuju sih. tgu in R lebih aman. d banting kayak brms nanti   ",Positif
MPPA masih bisa naik ga ya?,Positif
"Membalas : MARI LAH KEMARI HEY HEY HEY KAWAN
Mantepp pak... Tp 2x disini hari ini",Positif
"LPPF td d guyur DX langsung turun , siapa tuh yg dpt murah untung bgt, langsung naik lg",Positif
"Membalas : Kl MPPA ARA, kejar LPPF nya
Bidnya tipis2  ",Positif
"Kl MPPA ARA, kejar LPPF nya",Positif
"BBNI ""ARA"" (ara big caps ya paling 3-5%)   ",Positif
MLPL to the moon :rocket:,Positif
MPPA mau di beli Temasek di 1000,Positif
Gaskan MPPA 1000,Positif
Angkat terus mlpl nya ndarr,Positif
"Membalas : Mppa ga jdi koreksi wkwk
ini knapa ya mppa kok kuat bgt dr kmaren",Positif
Ayo..cent kpn kau ikut Mppa plg gak 315   ,Positif
"Membalas : Persis pak Lumayan dapet bottom walaupun lot kecil At least tidur nyenyak deh pegang big bank
Saya serg main di bbtn bjbr ma bbri cumen sekrg lg di cent pak klo gak pasti ikut biasanya semoga cuan lebar pak  ",Positif
Mlpl joss,Positif
MPPA to the moon,Positif
"Membalas : Klo kyk gini pasti klo ihsg naik dia cepat kembsli ke semula 
Persis pak
Lumayan dapet bottom walaupun lot kecil
At least tidur nyenyak deh pegang big bank  ",Positif
MLPL JJOOOSSS,Positif
BBTN klo minat  ,Positif
ARAkan PNBS,Positif
stonks banget mlpl,Positif
"Mg makan byk ya di pnbs, gk jual jual",Positif
Mlpl bisa tembus 170 kah?,Positif
"Membalas : Ara kan Mppa klo saya gas pol cent 
mantap koh kita cuan bareng yah   ",Positif
"Ara kan Mppa klo saya gas pol cent 
Ada yg berani ambil prluang =cuan, ada yg dsalah perhitgn =Cl, ada yg cumen jd penonton   ",Positif
saya lagi nungguin bbrp emiten yg bakal bagi deviden gede. cicil saham aman aja.,Positif
"Membalas : Mppa diborong bk  
Rals nya om siapa tau bk minat",Positif
"Membalas : BRPT oke gak ya
Ok",Positif
"MPPA luar biasa banget, turun lalu dibawa naik tinggi banget  ",Positif
Mlpl telat avg up. Nikmati saja,Positif
MLPL MARI JOSS,Positif
"Disaat yg lain tkut serok mppa, langsung diborong bndar  ",Positif
"Membalas : MPPA kena pom2 SOS
Wkwk, biar dpat serokan",Positif
"Membalas : MPPA kena pom2 SOS
disaat yg lain takut, buy then cuan",Positif
Pgas mantep,Positif
"Membalas : Kira penurunan cent dgj metode gan simple smpai di harga brpa pak ?
hajar 276",Positif
"Membalas : ayo cent turun dulu dikit   abis itu :rocket::rocket::rocket::rocket::rocket::rocket::rocket::rocket::rocket:
nawar diharga berapa kak?   

Saya mengharapkan k 276an lagi dia  ",Positif
AGRO nya boleh lah ,Positif
"Membalas :      trading Rnya saja ya kak?
Saya lupa ci tadinya mau ikut r nya brms tp beli cent semua ",Positif
"Membalas : Seneng banget sama MPPA mah wkwkwkw
mppa udah overdosis itu  ",Positif
"Membalas : ayo cent turun dulu dikit   abis itu :rocket::rocket::rocket::rocket::rocket::rocket::rocket::rocket::rocket:
Jgn pak naik dulu baru turun dikit ",Positif
Seneng banget sama MPPA mah wkwkwkw,Positif
"ayo cent turun dulu dikit  
abis itu :rocket::rocket::rocket::rocket::rocket::rocket::rocket::rocket::rocket::rocket:",Positif
"Membalas : Ternyata R nya Brms lumayan , seminggu dpt hampir 100%  
      trading Rnya saja ya kak?",Positif
"Ternyata R nya Brms lumayan , seminggu dpt hampir 100%     ",Positif
LPPF ngegas,Positif
Raja lg mau manggung,Positif
Bhit akhirnya naik,Positif
Mppa diborong bk  ,Positif
SMCB jg mulai ngegas,Positif
"MCOR blm mulai ngegas, kesempatan serok",Positif
"haduh itu siapa yg haka CENT buru2  
biarin turun dulu lah, habis itu :rocket::rocket::rocket: kencang  ",Positif
ARAkan BBYB,Positif
"BMAS 3 hari ARA berturut2
Ini adalah foto",Positif
"Membalas : Patut dipantau untuk besok: ASRI dan BBYB. Sinyalnya seperti mau terbang tinggi
Kita lihat BBYB bisa tembus 600 ga hari ini.",Positif
SAME :rocket:,Positif
"Membalas : CENT menurut Gann versi simple, sudah melewati Death Zone. akan
Amin kan pak    
Membalas : CENT menurut Gann versi simple, sudah melewati Death Zone. akan
Saya selalu cent sampai akhir cerita mudah2 an jd mantan terindah  ",Positif
"CENT menurut Gann versi simple, sudah melewati Death Zone. akan :rocket::rocket::rocket::rocket:",Positif
Incf :rocket::rocket::rocket:,Positif
"Membalas : Ok siap Haka Cent kalo gt    
  Araaakan ndar! Aho",Positif
"Membalas : Siaappp CENT hari ini feeling ku koq merah ya? Closing 274  
Ok siap Haka Cent kalo gt    ",Positif
Ihsg gap up dikatrol sama bbca  ,Positif
Indy masuk skrg bagus ngg ya,Positif
"Membalas : LPPF bakal dijual ga ya?  
Mau dibeli semua ama Gojek Pak
Grup ini nanti akan dibeli    ",Positif
"  
Ambil momen bulan bgs,ntar nyusul RALS tak tunggu di 850",Positif
"Masalahnya lippo grup keuangnya terbatas, kalau MPPA saham dan perusahaannya membaik, apa ruginya bagi lippo?",Positif
"Membalas : jumat hari TP   
1 bln trakhir jumat ijo trus, ga tau hri ini  ",Positif
"kalo lihat chart,menurut saya lebih seru mlpl dari pd mppa
  ",Positif
"wow..
kelar juga mbaca seribu lebih  .. 
DOID, SAME, ASSA, CENT, LPPF, DMMX, RAJA.. wah banyak y SP bbrp hari ini.. 
tinggal pilih mana yg suka, atau pilih semua..     
kalo saya perhatikan, sektor finance lagi reversal, meski bca msh di dump.. 
mining juga mulai naik, seiring nikel sdh tembus resist 1 bln terakhir.. ANTM inco mulai aktif bbrp hari ini.. 
semoga scr jangka menengah uptrend.. 
makin cintah ama grup ini.. 
banyak pembelajaran dr berbagai bidang keilmuan.. 
grup pertama yg kuikuti dan Alhamdulillah msh tetap yg the best          
terimakasih semua Guru dan kawan disini.. semoga ilmu yg Anda share disini menjadi berkah yg akan terus mengalir sepanjang masa",Positif
"sami-sami...bisa didiskusikan sesama anggota based on chart. sy juga pengen belajar utk memperdalam chart, kombinasi mana yg paling akurat...
Lebih cakep chart BRIS kalo dibanding AGRO...",Positif
"Membalas : Wahh saya trauma dgn kren 
saya malah seneng. bolak balik dapat",Positif
"Membalas : https://www.cnbcindonesia.com/market/20210408131612-17-236226/bos-bca-bank-digital-bca-siap-operasi-pertengahan-tahun
di haka gk nih BBCA   ",Positif
seperti nya gk pak dari rasa juga beda jangan lupa hsmp dan ggrm juga ngeluarin produk skt yang harga nya hampir mirip sama produk wiim ya,Positif
"Membalas : Terimakasih.. Silahkan tmn2 yg tertarik raja sudah ada analisa nya
Itu diatas...senangx kl sedang uptrend gini,smoga raja gk premature trendnya ",Positif
"Membalas : Silahkan di share analisa nya..
RAJA bsk mampir dl di 240 kl dia mantul ke atas akan mencoba resisten di 270...tp kl support 240 jebol segera cutloss",Positif
"Membalas : Thank you tambahan nya pak
Daahh RAJA aja   ",Positif
"ISAT.. Another minervini or O'Neil setup?
Vcp then break out lalu pullback dgn vol rendah.. Harga close di 6700, masih aman jika harga tetap diatas level tersebut 
Ini adalah foto",Positif
"BBKP lovers.. Ada pattern cup n handle kecil lalu potensi melanjutkan bullish trend nya jika tembus 590..hari ini walaupun vol ga terlalu besar tp harga berhasil ditutup diatas MA20 dan MA50... On list.. Biasanya ikutan overall market...  
Ini adalah foto
",Positif
"Makasih pak guru, pak fakhri dkk.. Tetep harus watch lg fren nya kedepan jika konsol dan tetep bertahan diatas MA200 nya maka bisa jadi opportunity untuk short term trade
KRAS... Hari ini ada volume spike, dan harga berhasil tembus MA20 dan MA50.. Menarik jika tetap bertahan kedua area dynamic support tersebut.

CRs turn positive..
Ini adalah foto",Positif
"OBV bullish divergence. Sempat pungut di 76 waktu itu. #FREN
Ini adalah foto",Positif
"offernya sama bidnya fren bisa berjuta2, enek liatnya",Positif
"Membalas : Photo
FREN ada bullish divergence juga periode 8-25 Mar",Positif
Bank digital yg pbv gila2an bisa bubble gak ko?,Positif
"Membalas : Karena valuasinya ARTO paling gila itu maka narasi nya Gojek
jadi grup ini mau di  goreng pake narasi gojek juga ya hu tapi kalau terbang lumayan juga kaya arto ya",Positif
"Membalas : Atau Northstar Atau kakak adek ASSA ESSA We never know...
kalau di buat terbang bisa jadi lppf tutup gap atas di puluhan ribu ",Positif
bisa jadi emiten grup nya di buat terbang kaya arto,Positif
"Sell on strength
Aduu baca naik dikit bang  
Membalas : Kalo power naikin nya paling gede Gojek, ya Gojek yg dibawa2. Saat ini Gojek karena semua ngeliat valuasi ARTO ngiler wkwkk
Ini lho wkwkw
",Positif
"Membalas : Dibeli Gojek/Grab/Temasek
Gojek yg beli ya ? Kirain grab kan masi sinergian sama ovo

Berarti mlpl cuan banyak dong om?",Positif
Matahari di beli Gojek? Lppf bisa ke 3 ribu hu?,Positif
Pak @JuthaBram kan juga pena ngomong di sini. Fundamental dari corporate action lebih kuat dari apapun,Positif
"Membalas : ASRI ada 4 inside bars ya pak? Spt yg di gemesnya pak Guru. Btw 22nya kehadang ma20 dan ma50 pak
Betul ada 4. Tanda kuat reversal dan semoga besok bisa BO",Positif
"Saya TP pak benhan kmaren sempet 125 persen, senengnya bukan main",Positif
"Patut dipantau untuk besok: ASRI dan BBYB. 
Sinyalnya seperti mau terbang tinggi",Positif
Kino mantulnya mantep bener ya,Positif
Inco apakah break out resisten?,Positif
"Antm naik tp top buyer kok si lord moge, besok langsung dumped nggak tuh barang  ",Positif
"Membalas : Sungkem cici guru SAME @RuiAuxilia IJO!
      

*poles2 kotak berharganya isi SAME digembok*",Positif
Happy cuan all.. Jangan lupa 100% cash ya..   ,Positif
"Membalas : SAME tunggu besok2 aja, bakal turun sepertinya
Balik lagi itu om harga open, tutup ijo aja bisa ngacirr itu besoknya,, Mudah2an tapi ya",Positif
"Candle SAME cihuy tu,, sikatt",Positif
"Membalas : Bbkp bris agro wkwk
Aammpuuunn pak Benhan    
@aldoow siaaapp   point pentingnya: ramalan ga penting gaaeesss yg penting porto nya ara  ",Positif
Pak benhan fillingnya luar biasa bilg agro disaat nmerah lgs ijo kyk penggerak bursa     ,Positif
SAME disundul pelan pelan,Positif
"Membalas : 3 bank serangkai mulai aktif kembali
Bank apa tuh kaka ?  ",Positif
3 bank serangkai mulai aktif kembali,Positif
Malah Bris yg mabur,Positif
"Membalas : Terbang ya AGRO
semogaaa naik terus",Positif
"Membalas : Kalau main feeling, prediksi saya AGRO break out hari ini. Feeling lho ya. Mari kita lihat Disclaimer on, ga punya barang jug
Terbang ya AGRO",Positif
"Ihsg 6064
Agro 1065 1070
Ara kan ndarr!! :rocket::rocket::rocket:
",Positif
"BRIS DOID INDY  PURE HAKA !!!
",Positif
"Jangan lupakan RAJA dan KRAS, ada potensi mantul
Khususnya buat kras, ada potensi mantul setelah terkoreksi agak dalam",Positif
BACA ngegas,Positif
In DOID i trust  ,Positif
diem2 aja DOID biarkan bandar bekerja  ,Positif
DOID indy haka,Positif
DOID jadi duid,Positif
DOID nya pak guru Eko Bawono jalan..   ,Positif
Lumayan copet2 di AMAR   bentar doang dpt 18%,Positif
AMAR ARA signal,Positif
"next BBYB
MCOR masih dibawah, siap siap ngegas",Positif
"Membalas : AGRO nya sdh hijau
Mantul brati itu  ",Positif
ARAkan AMAR,Positif
AGRO nya sdh hijau,Positif
"Membalas : Kalau main feeling, prediksi saya AGRO break out hari ini. Feeling lho ya. Mari kita lihat Disclaimer on, ga punya barang jug
Selamat pak, bapak menang dan benar  agro ijo 1050 sekarang  ",Positif
"Membalas : Bandar dan asing yg di saham BBKP masih di dalam. Jasi masih berpeluang naik..
  ",Positif
gw pantau di done detail aj klo broker2 merah pd beli banyak lg gw haka deh bbkp  ,Positif
"Saya malah masuk kemarin haka d 510 bbkp. Bbkp kl loncat langsung tinggi
",Positif
"Membalas : Jir bbkp gw jual kmaren 515 malah jalan pantes sore banyak yg haka asing jd kemakan bid gw
Bandar dan asing yg di saham BBKP masih di dalam. Jasi masih berpeluang naik..",Positif
Jir bbkp gw jual kmaren 515 malah jalan pantes sore banyak yg haka asing jd kemakan bid gw,Positif
