,Pesan,Status
1231,"Membalas : To know: 1. Northstar group stocks refuse to go down 2. Watch for oversold stocks moving below lower bollinger bands. No lower l
Semoga DOID juga menolak turun    ",Positif
1232,tanya dong.. BMAS udah 3x meroket mulu kira2 aman gak ya.?,Positif
1233,"FASE saham -> retail depresi, panik, fear dll. Fase Cyrpto -> euphoria, optimis dll... siklus bursa ini akan silih berganti.. saat ini bursa BEI ancur2 an tp nanti kebalikan bursa crypto ancur2 an... be safe guys
Ini adalah foto",Negatif
1234,"secara pergerakan ga liar, terus ada CA juga saya ga nangkap gimana cent bisa ke suspend seperti yang bapak @RBTAN59 bilang
tapi kalau suspend pun biarkan aja ga perlu pusing dari suspend pertama, anggap aja sehari puasa",Negatif
1235,"Membalas : Jangan Ngiler! Tahun Ini IHSG Bisa Tembus All Time High Lho https://www.cnbcindonesia.com/market/20210413154449-17-237533/jangan
Abis dibantai 2hari, keluarin ini buat pancingan ritel, besok jeblok lagi  

Sementara perbanyak cash aja kecuali scalper yg teruji  ",Negatif
1236,"Membalas : Garuda aja disuntik pol pol an, masa ini mai dibiarin gtu aja  
Garuda disuntik pen 8.5 triliun.
Wskt butuh 90 triliun. Apbd jakarta aja 1 tahun 80 triliun.
Ga mungkin sanggup pemerintah suntuk pol2an dari apbn. Harus ada sumber dana lain, swf dsb.",Negatif
1237,"Membalas : https://youtu.be/IFUWNOmi5SQ
Garuda aja disuntik pol pol an, masa ini mai dibiarin gtu aja  ",Negatif
1238,"Membalas : Jadi besok TP dulu ya kak sebelum keburu pullback?  
Punya ci @RuiAuxilia kunci SAME nya dah ilang.. Ga bisa TP..   ",Negatif
1239,hati2 yg ngincer div BJBR bantingannya cukup sakit,Negatif
1240,BTPS arb,Negatif
1241,"Membalas : Ingin rasanya ku CL bbkp  
lho belum di CL bro, break 500 udah tak CL wkwk
",Negatif
1242,"Yuk hentikan sinetron hidup di realita ""no film film""",Negatif
1243,"Membalas : panik ga panik ga panik ga panik ga?
Ingin rasanya ku CL bbkp  ",Negatif
1244,Fear sos kemarin ga kuat buat mppa kyaknya,Negatif
1245,"Membalas : Sangkut gede itu kan pasti karena ga mau cutloss... Good luck deh di Crypto kalau alirannya masih anti cutloss
klo crypto sama ama forex, mati sudah klo ga pake cutloss wkwkw",Negatif
1246,"SSMS nasibmu kini, perusahaan untung gk menjamin sahamnya naik",Negatif
1247,"Target penurunan gold di 261.8 atau di 423
Ini adalah foto",Negatif
1248,"Membalas : Apakah BPJS berniat untuk masuk ke Krypto juga?
Bpjs risk profilenya jadi super aggresive kalo main koin2 nan",Negatif
1249,"Update 
Ihsg 5912
Bbkp 490 sempat 482 tadi    
Ihsg how low u can go?    ",Negatif
1250,"Membalas : Photo
Harga lagi dijatuhkan nanti dinaikin lagi tapi msh dibawah harga BPJS TK. Jadi Bandar tetap bisa ambil untung tapi BPJS TK nggak bisa keluar. Itu salah satu kemungkinan. Kondisi masing masing saham tentu dibuat acak spy nggak terlalu kelihatan apa maksudnya...   ",Negatif
1251,"Membalas : Bris bandar culun ...    
Bandarnya keabisan duit ini pak ",Negatif
1252,Bris bandar culun ...    ,Negatif
1253,"Membalas : Harudnya bandar BRIS tdk beroangku tangan melihat panggungnya diambil BANK
Iya heran bris kalah sama bank, bandarnya harus berguru sama bandar bank dan arto",Negatif
1254,Harudnya bandar BRIS tdk beroangku tangan melihat panggungnya diambil BANK ,Negatif
1255,"Yuk doid, bisa yuk, konsisten terjun bebas nya     ",Negatif
1256,"Membalas : tanya dong.. BMAS udah 3x meroket mulu kira2 aman gak ya.?
Kalo merasa gak aman, jual aja",Negatif
1257,"Membalas :      ini setuju banget, cut loss is your best friend
Cutloss wajib klu saya klu down trend sekuat AVG ttp hasil minus sih 3 SD 4%
IHSG masih turunan dan konsolidasi blm beres di global market jg",Negatif
1258,"Membalas : Photo
Skrg kok sering begini. Direksi beli saham sedikit, berita keluar harga naik sbtr tau2 dibanting.
Inkp, bbtn, bbca.",Negatif
1259,"Membalas : UNTR kenapa tiba-tiba loncat yah ? Deg-degan nih
Memang sedang diakum asing. Tapi sekarang sedang di resis. Kalo lanjut naik ya hold. Tapi kalo besok balik arah cpt2 sell. Tunggu lagi di supportnya.",Netral
1260,"SAME uda masuk peti, gembok sampek tahun depan.",Netral
1261,"Membalas : Same g Ara gpp, asal tiap hri naik 5-10%
SAME simpen aja
Hahaha",Netral
1262,"Membalas : Bisa gk hu Billy The Traders go away in may and came back in june    
Apapun bisa terjadi  
Membalas : Tembus 2000 gk ya ASSA  
Hold aja.. Lebaran kasih thr ntr  .. Klo pun turun.. Ntr gratis anterin kemana aja   ",Netral
1263,"Membalas : sudah cukup umur, udah boleh panen  
blom ijabkabul  sdg nunggu fren nya   ",Netral
1264,Sabar adlh kunci   CENT nya ikut jalan  ,Netral
1265,"Membalas : Yg satu gak disebut disimpen 
Sst biarin aja jangan cepat2 naiknya kalau yg itu. Nambah muatan dulu",Netral
1266,"Membalas : Essa?
Yg masih tenang2 aja di pinggiran. Belum bergerak banyak tp dikumpulin terus.",Netral
1267,Wskt ditahan di 985,Netral
1268,"Membalas : BBCA di 30,000. akan jebolkah?
Saya tunggu di 29 dan 27 hu",Netral
1269,"Membalas : ACES, lower BB aja dihantem juga pak  
Wait until NO lower low, before entrering...

Selama masih ada lower low ya diamkan saja walaupun sudah keluar LBB",Netral
1270,"Membalas : Photo
VCP...

Mirip seperti ADHI WSKT WIKA dll waktu mau rally panjang.

Thank you pak ",Positif
1271,"Membalas : Lq45 nya balik lg diatas MA200.. Besok jgn di prank lg ya bosen
WOOD still looks good kah Hu..?",Positif
1272,"Membalas : Siap pak.
Tp itu saya jgn yakin bisa salah  
Tp klo cent arahnya jelas sampai tglnya  
",Positif
1273,"Membalas : *AGRO *BACA *BBHI *ARTO http://keuangan.kontan.co.id/news/bi-sebut-transaksi-digital-bikin-penurunan-peredaran-uang-palsu-hingga
asyikk, besok bank mini ngegas",Positif
1274,Bbca menolak ke 2900 langsung tancap gas,Positif
1275,Semoga besok cent ara,Positif
1276,"Membalas : Photo
6118 tembus bisa di bilang pattern candle morning star confirm y?",Positif
1277,BCAP ngegasss,Positif
1278,"Membalas : REMINDER !! *MARI ABBA* 7/4/2021 *Northstar Dikabarkan Suntik Dana ke Startup Milik Erick Thohir* PT Mahaka Radio Integra Tbk
Beli ABBA krn berita ini, belinya jg dikit   klu banyak niscaya dy gk jd gerak    
Membalas : Begitu mudahnya merubah fear menjadi greed  
Tinggal request berita di CNBC    ",Positif
1279,"Membalas : dari 118 malah https://www.tradingview.com/x/1wt6CLWE/
Hihihi iya      naiknya melesat cuma bebrapa bulan   
Tp gk ada yg sekeren ARTO n BANK sih   naik trs trsan  ",Positif
1280,"Membalas : sudah dari februari
Iya, bener dr ABBA harga 90an skrg sdh 290, dr mulai MARI 150an skrg sdh 330  ",Positif
1281,"Membalas : Mana emote rocketnya ?
:rocket::rocket::rocket::rocket::rocket: aaaannddd bbkp 498 +1, 98% aja   ",Positif
1282,Bbca juara emg,Positif
1283,"Membalas : ditopang BBCA ini, cantik banget
Yep, gapernah bohong sih kalo yg angkat satu ini... beda klo yg angkat antm dkk  ",Positif
1284,"Membalas : BANK next BBRI ARTO NEXT BBCA
Mana emote rocketnya ?",Positif
1285,"BANK next BBRI
ARTO NEXT BBCA",Positif
1286,"Membalas : ditopang BBCA ini, cantik banget
betullll",Positif
1287,"Membalas : BBCA 4%
ditopang BBCA ini, cantik banget",Positif
1288,"arto bca balapan, rebutan posisi bank 'terbesar'
",Positif
1289,Tlkm serok g sekarang buat inves kak,Positif
1290,Bbca mau ara?   nafsu naiknya #kejarsetoran,Positif
1291,"Membalas : salah satu yang menurut saya dia jelasin paling bagus itu soal support & resistant area, ibarat area itu pintu kalo di tabrakin
Hahaha iya, dia juga bagus ngejelasin dynamic support resisten pakai MA
Banyak insight dapat dari dia",Positif
1292,"saya ada same tapi porsi kecil, buat belajar
kalau CENT apa sudah diumumkan kapan cum RI",Positif
1293,"Seperti yang Nana bilang, ga semua saham RI, ini mmg skrg lg pegang CENT tp masi belum memutuskan akan ikut RInya atau tidak",Positif
1294,Kyk hari ini saya punya feeling bakal 310 tp main aman Tp duluklo bener masuk lg  ,Positif
1295,"535-540 aman.
Ini adalah foto",Positif
1296,"Membalas : CENT ke 330. Amiiin
Saya yakin bulan ini diatas 300 klo mei bisa jd diatad 400 prediksi   bisa salah",Positif
1297,"Membalas : CENT ke 330. Amiiin
saya amini juga      ",Positif
1298,"Membalas : Aminkan  
CENT ke 330. Amiiin",Positif
1299,"     

ini jg mulai fokus di same  , dan yes, regardless invest or trading, selalu pantau big trendnya  ",Positif
1300,BANK THE NEXT BBRI,Positif
1301,"Membalas : gpp om yg penting udah break atap nya. cent masih ada potensi
Klo prediksi sih kuat bgt bkl keatas 300  ",Positif
1302,Bank the next bbri,Positif
1303,"Membalas : Feeling sih hr iniijo tipis  
gpp om yg penting udah break atap nya. cent masih ada potensi",Positif
1304,Ini Bank kok naik2 kepuncak terus yaa,Positif
1305,"Membalas : Aho mudah2an cent bisa close di atas 315 om. klo bisa bakal lanjut lagi
Klo tembus cent udah kisaran diatas 300 jd  suport br ",Positif
1306,"Membalas : Ia mudah2 an udah dekat senin 12 april amin  
Aho mudah2an cent bisa close di atas 315 om. klo bisa bakal lanjut :rocket::rocket: lagi",Positif
1307,"Membalas : BMAS ada story apa ya om? Kok nanjak terus beberapa hari terakhir? Ada isu merger n akuisisi?
Bmas mau dicaplok K bank nambah porsi dr 10% ke 40%",Positif
1308,"Membalas : Cent nunggu dibawah lg ya  ..
270 moga dijemput lagi  ",Positif
1309,"Membalas : Photo
BMAS ada story apa ya om? Kok nanjak terus beberapa hari terakhir? Ada isu merger n akuisisi?",Positif
1310,ERAA ok    ,Positif
1311,"Membalas : iya saya tipenya all in, sisa dana cash paling cuma 15% Loss terbesar saya waktu itu 18% di bulan Desember di PPRO, karena kepe
Belajar dari kesalahan ya, kak. 
saya juga CL SAME, lalu sekarang udah cuan kotos2, meskipun belinya nggak banyak  ",Positif
1312,Eraa :rocket::rocket:,Positif
1313,Bank naim terus auto pilot supirnya,Positif
1314,"Skrg gk punya CENT lg. Tinggal ASSA aja  , aamiin semoga ijo royo2 smua portonya  ",Positif
1315,"Membalas : Amin gak cent lg 
ASSA aja skrg ko   kemarin sdh jual bersih saya  ",Positif
1316,"Saran saya cuma satu sih, rajin2lah CL .... saya so far dari Agustus tahun lalu start sampai sekarang modal malah bertumbuh lumayan ....   ",Positif
1317,"Membalas : ini mah mending. gw main dr november skrg aja masih bingung cara balikkin modal awal. cuan mah gw bdo sih udah ilang semua ngga
sebaiknya jgn terlalu fokus ke balikin modal awal, resikonya bs revenge trade, lebih nekat.

Ini saya masih minus 30% sejak saya awal mulai trading dari 2019. Skrg akhirnya mulai bs fokus gmn bs bangun porto dan profit scara konsisten",Positif
1318,MLPL tarik sis semongko,Positif
1319,"Membalas : CENT tembus 300 ga ya hari ini
Udah tp pak  ",Positif
1320,"MPPA MLPL HAKA !!!!
Ini adalah foto",Positif
1321,Yuk MPPA sebelum nabrak atas  ,Positif
1322,"mari kita tunggu   

yang haka di 298 banyak ....
Ini adalah foto",Positif
1323,"Membalas : CENT tembus 300 ga ya hari ini
Sudah sempat di 302 pak",Positif
1324,CENT tembus 300 ga ya hari ini,Positif
1325,"Membalas : Photo
haka !
big akum kemarin ERAA kemairn.....",Positif
1326,"ERAA rata2 net buy.
Ini adalah foto",Positif
1327,"kondisi bank rata2 hanya 2% an tahun ini, jadi kalo ada yg bagi lebih berarti kinerja perusahaan ok walau pandemi.",Positif
1328,"Setiap harinya, mppa selalu membuat kesenangan pribadi",Positif
1329,ABBA MARI HAKA,Positif
1330,Mppa  ,Positif
1331,"Membalas : Iya mending dividen normal
bjbr emg sgitu kisarannya biasa..yg ideal bagi staon 4x sih...",Positif
1332,"DMAS  jual LQ nya cakep, deviden bisa smp 10%. cicil....",Positif
1333,"BJBR deviden hri ini,  6%an dri hrg skrg. lumayan lah.",Positif
1334,Aowkk bbri naik kirain sekarang turun lagi hadeuh padahal mau avg,Positif
1335,Yg angkat indeks lgsg bbca & bbri. Kyknya rebound hari ini  ,Positif
1336,Asii sekarang sentuh ma200 monthly smoga kuat y,Positif
1337,"Membalas : Kata tmn2 ihsg naik turun itu permainan psikologi, siapa yg bikin naik turun? Apakah murni dr market?
Bbca bbri dan big cap lainnya yg bikin naik turun. Siapa yg naik turunkan big cap? Asing.",Positif
1338,Semalem ada yg posting #SAME Highest di 600an. Kl di TV di 500an. Kl yahoo fin memang 600an.,Positif
1339,"Membalas : kalo ga ada celah ya mmg ga bisa dimasuki Pak   
Pasti adalah momen pasti akan selalu ada pak , kemarin udh balik ke 515 ga ambil karna ga ada cash ",Positif
1340,Lg galau di shake market sana sini  ,Negatif
1341,"Ada guyuran hari ini ... Perlu hati hati mana tahu Bandar sudah main belakang mindahin barang. Semoga tetap uptrend...
Ini adalah foto
",Negatif
1342,"Membalas : Dampaknya ke ihsg biasanya apa ko kalau data inflasi mereka jelek
Terbalik pak.. Saat ini market pngn inflasi nya ga terlalu tinggi.. Dlu mereka pngn inflasi.. Klo ngikutin apa mau nya wallstreet ya bakal terombang ambing.. Emg narasi yg sengaja dibuat media.. Makanya ikuti trade plan Aj..
",Negatif
1343,"Membalas : Its just a cycle pak, masa lupa gimana indeks waktu running november-januari
Cuan nov-januari hilang cuma karna maret april hiks",Negatif
1344,"Membalas : tar malem kencengin doa nya IHSG tiba2 +5% wkwkw biar bull ampe lebaran kasih THR dan semua berkah
hutang 3% lagi ya hu Bil..  ",Negatif
1345,"Membalas : Kalo besok merah gmn?  
kluarin lg news ritel indo pada kabur ke market sebelah   ",Negatif
1346,Menurut pemahaman dari para line reader hampir bpk... kalo bsok ijo jumat ati2 banget karena bisa candle drop star,Negatif
1347,"Membalas : Berat klo dibawah 282 hr ini 
iyah owe jg udah keluar dulu di 290 pindah duduk ke gerbong mppa   ",Negatif
1348,"Awas BANK bandarnya lgi ugal""an..jamgan sampe nasibnya sama kaya BNBA yg di ARB berjilid""",Negatif
1349,"Membalas : Ini Bank kok naik2 kepuncak terus yaa
Kalo suspend lagi. Panjang",Negatif
1350,"Membalas : Cent nunggu dibawah lg ya  ..
Iya    ",Negatif
1351,"Membalas : ini mah mending. gw main dr november skrg aja masih bingung cara balikkin modal awal. cuan mah gw bdo sih udah ilang semua ngga
Jangan di kejar. ruwet nanti. di bawa enjoy ama pasrah aja ",Negatif
1352,"Membalas : MPPA itu bisnis penyesalan (menyesal kenapa waktu itu CL hihi)
   ",Negatif
1353,MPPA itu bisnis penyesalan (menyesal kenapa waktu itu CL hihi),Negatif
1354,"Membalas : BJBR deviden hri ini, 6%an dri hrg skrg. lumayan lah.
thn lalu div gede besok dibanting 2x arb",Negatif
1355,"Membalas : Bbca bbri dan big cap lainnya yg bikin naik turun. Siapa yg naik turunkan big cap? Asing.
Selain asing net sell, juga mempengaruhi psikologis bandar dan retail utk ikut SELL... Jadi makin dalam",Negatif
1356,"Membalas : aku aja ngerasa.. menjadi trader sekaligus investor itu setengah mati susahnya.. sdh tau kalo ICBP, BBCA dan ASII tuh scr PBV s
naiknya susah, turunnya bablas",Negatif
1357,"Membalas : Di fase manakah Anda hari ini? Saya baca kemarin beberapa mulai nulis yg senada dg:  maybe the markets just aren t for me... 
capitulation - depression  ",Negatif
1358,"Membalas : same insight target long runnya di berapa ce ?
sampai jebol MA50 saya baru buka gembok kak",Netral
1359,Yg bagus utk d hold BJTM sama DMAS. sama menyambut lebaran saham konsumer good.,Netral
1360,"Membalas : oiya, apakah tdk ada yg mantau SRTG? ada news kalo mau buyback juga dan mau SS.. kayaknya menarik.. *disclaimer on
Menarik tpi lotnya rebutan",Positif
1361,"oiya, apakah tdk ada yg mantau SRTG? 
ada news kalo mau buyback juga dan mau SS.. 
kayaknya menarik..
*disclaimer on",Positif
1362,"Membalas : Krena mbak2 lbih galak klo di galakin   
haha.. iya juga sih   
tp ikut senang hari ini pd banyak yg yiha2.. 
meski aku gak sabaran ama mdka pdhal sdh yakin kalo bakal rebound.. tp ini pengalaman berharga sama analisa pribadi.. sdh senang dpt cuan dr 2 emiten pengganti..",Positif
1363,"Membalas : RALS.. ternyata ga bikin sideway langsung di hajar keatas  
mau buyback",Positif
1364,"Membalas : yuk saya temenin antri waktu koreksi nanti kak      Rheumasonnya mana rheumasonnya?
saya TP bertahap sampai 340   sisa cuan aja di porto.. nunggu dikasih koreksi.. 
tp kmaren tp assa di 2100 eh msh kabur   
tp dah mayan deh, CL di INCO diganti assa dan cent   ",Positif
1365,"Membalas : bersyukur blom pernah kena penyakit ini krn cent sdh dianalisa sama koh Aho... sdh tebel keyakinan nya
Mantep srkrg kits incer 370 380 dulu tp bikin base baru masuk yg terljr masuk sabar aja  ",Positif
1366,bersyukur blom pernah kena penyakit ini krn cent sdh dianalisa sama koh Aho... sdh tebel keyakinan nya ,Positif
1367,"#CENT. Sdh breakout 302. Beberapa stasiun yg bs dijadikan target.
Ini adalah foto",Positif
1368,"Membalas : Cent blim ada info ha lapan RI
Sudah ada kak, silakan di cek di IDX",Positif
1369,Cent blim ada info ha lapan RI,Positif
1370,Kayak poll taun2 lalu. Networth tau2 berapa triliun   ,Positif
1371,"Membalas : ini realita pergerakan hargasaham 
Kaya MPPA ,  harga tetap naik kenceng ya Om    ",Positif
1372,"Saya CL PGAS dan masuk ICBP semoga keputusan yang tepat
",Positif
1373,"Membalas : Uda dkt2 banget sama ATH
Eraa mantap hari ini",Positif
1374,"hari ini Fren jd pendonor ihsg   
312b",Positif
1375,"Membalas : Kalo bgt perlu melihat kembali tujuan buyback saham oleh emiten, contohnya SIDO thn 2015 buyback karena harga saham pada saat it
Mulai akhir Jan kemarin SIDO menjual kembali saham hasil buybacknya yg disimpan sbg  saham treasury krn sudah expired ",Positif
1376,"Membalas : Iya mas, ga ada yg nyanggah polanya mas kan. Saya cmn bilang bisa bikin SSP.
kalo masih fase 1 jangan terlalu dipusingkan pak baik itu htf atau ssp, kalau udah lewat fase 2 baru bagus untuk di pantengin *salah satu saran biar ga fomo karna suatu pola seperti HTF/SSP",Positif
1377,"Membalas : Saha ga paham mekanismenya gmn, coba liat history SCMA dari sept - desember, dia buyback jg. Lihat historis harganya
Kalo bgt perlu melihat kembali tujuan buyback saham oleh emiten, contohnya SIDO thn 2015 buyback karena harga saham pada saat itu berada dibawah nilai wajarnya atau undervalued",Positif
1378,"Membalas : https://www.tradingview.com/x/g5L4ya1A/
Ngarti mas. Makin banyak pola makin bagus dong ya. Ya kalo ga tutup di yg saya sebutin jg gpp.",Positif
1379,regional udh mendukung nih hangseng nikkei udh makin menarik semoga aja amin,Positif
1380,"Membalas : ditutup >580 juga udah cantik karna pola, atau >605 pola yang dijelaskan pak guru di gemas yang baru
Kalo 640 bisa bikin pola SSP di weekly kak candle 1  ",Positif
1381,"Membalas : Bandar zp kebangentan hu,langsung di hajar aja  
Lah rals emang mau buyback pake kim eng",Positif
1382,"Membalas : Eraa kalo tutup di 640 cakep nih
ditutup >580 juga udah cantik karna pola, atau >605 pola yang dijelaskan pak guru di gemas yang baru
",Positif
1383,Rals bo 820 lanjut ke 850,Positif
1384,Rals baiknya tp atau ngga ya?,Positif
1385,"Membalas : Eraa kalo tutup di 640 cakep nih
udh TP eraa 645 amanin cuan dulu",Positif
1386,Eraa kalo tutup di 640 cakep nih,Positif
1387,BNII ngegas,Positif
1388,"Membalas : RALS.png
RALS.. ternyata ga bikin sideway langsung di hajar keatas  ",Positif
1389,BK dan AK kesurupan beli ZINC   ,Positif
1390,"Yang punya Zinc... tadi dikasi beli 134 ... ID sudah cukup jual hari ini....bentar lagi ngak dapat lagi.... tinggal naiknya aja....  

Zinc saya target 170

Baru 15 menit sudah 30M transaksi zinc  ",Positif
1391,Waw RALS  ,Positif
1392,BGTG Rebound   ,Positif
1393,Duh pengen HAKA CENT  ,Positif
1394,Yang punya Zinc... tadi dikasi beli 134 ... ID sudah cukup jual hari ini....bentar lagi ngak dapat lagi.... tinggal naiknya aja....  ,Positif
1395,"Membalas : LPPF.png
Happy cuan",Positif
1396,Jarumnya cent mulai muncul,Positif
1397,"ESSA buy if break >412
Ini adalah foto",Positif
1398,Essa yuk sesi 2,Positif
1399,"CENT break >302
Ini adalah foto",Positif
1400,"Membalas : Agan masuk apa ya kira  ini
Cocol same",Positif
1401,"eraa masuk skrg ketinggian ngga ya
",Positif
1402,"  lomba sama same...
ri same sih bagus bgt..  ",Positif
1403,"Membalas : Waduh assa nya jgn ngebut2
iya Ko...setuju
stabil aja naiknya....manis2 sopan...
assa juga ada ri jg bukan cm belum ada kelanjutan beritanya.
7 jan 21 
ara 1x udh uma soalnya... 
Membalas : How high CENT can go
400 sampe ga kira2 sebelum ri...?
ngarep 2x harga tebus min",Positif
1404,"Regional ijo royo""   
Diantara bank digital lain agro nih paling murah ga sih cmiiw   ",Positif
1405,"Membalas : Bareng yaa @RuiAuxilia    
SAME SAME na hey hey HAKA HAKA hey heyyy :hearts::hearts:",Positif
1406,"Membalas : AGII hari ini meroket
kena ROKET..bablas",Positif
1407,"Membalas : Saya masi harus belajar tektokan yang baik ni buat nambah amunisi Sesi 2 CENT bisa seru, apakah ARA atau jarum suntik
ARA kan ciiiii      ",Positif
1408,"Membalas : Sebulan itu sebentar kak, saya dulu nunggu SAME sampe RI hampir 2 bulan
""saya kan mau nya cuan beli hari ini langsung terbang kak""   ",Positif
1409,"Membalas : keren sebulan nunggu nya ya pak..
Sebulan itu sebentar kak, saya dulu nunggu SAME sampe RI hampir 2 bulan  ",Positif
1410,bandar akum fren di 94,Positif
1411,"Membalas : Photo
FREN potensi CnH",Positif
1412,"Membalas : ZINC ada apa ya kok gila banget hari ini
Mau RUPS? Atau gemana?",Positif
1413,ZINC ada apa ya kok gila banget hari ini,Positif
1414,"Ini adalah foto
gendeng boss Fren modalin kerek hrg sampe 182 b baru di sesi 1   ",Positif
1415,"Membalas : Jebol ya ceilingnya ESSA
412 nya belum pak  semoga jebol ya pak sekalian nembusin ath nya",Positif
1416,"Membalas : Gantian dulu ya Kak Rui, nanti ada gilirannya lagi same yiha yiha  
SAME always yiha2 sih saya ini   ",Positif
1417,"Membalas : mungkin ada waktunya pak, lama kelamaan resist kuat jadi support kuat
Jebol ya ceilingnya ESSA",Positif
1418,"Membalas : ESSA.png
Happy cuan",Positif
1419,"Membalas : SAMEnya kan udah yiha yiha yiha yiha yiha yiha yiha yiha yiha x infinity Pak  
Gantian dulu ya Kak Rui, nanti ada gilirannya lagi same yiha yiha  ",Positif
1420,maha essa brangkat  ,Positif
1421,"Membalas : FREN.png
Happy cuan juga",Positif
1422,"Membalas : Hehe ARTO saya masih hold nih. Lumayan 20% dari porto dan sampai skrg belum TP. Kalau yg ini hold keras deh sampai IPO Gojek.
arto spt nya akan stock split lalu Ri lg  ",Positif
1423,"Membalas : Cusn kotos bisa sewa pesawat pribadi nih lebaran  
om Benhan dah ucap cent minggu ini bakal terbang   ",Positif
1424,"Membalas : Kalau saya yakin dibawa diatas rp 100, cuma kapannya ( 1 minggu, 2 minggu, 3 minggu ) yg belum tau
congrats pak Pohai.. analisa . Fren n mppa nya on the track   ",Positif
1425,"Membalas : TP CENT ah
Wahh di tp om ben bisa longsor nih kyanya ",Positif
1426,TP CENT ah,Positif
1427,"CENT ini ada dasarnya untuk kenaikan harga, dia mau RI .... itu yang biasanya kena UMA kan saham2 yang ga jelas kenaikannya atas dasar apa... Ga semua saham kalau ARA pasti kena UMA .....",Positif
1428,Cent ada CA kan? Biasa aman itu bila ada CA,Positif
1429,How high CENT can go,Positif
1430,"Membalas : Waduhwaduhh CENT naiknya trlalu ugal an ga nih ci @RuiAuxilia
siap2 cent kena uma.. bei suka begitu",Positif
1431,"Membalas : Waduhwaduhh CENT naiknya trlalu ugal an ga nih ci @RuiAuxilia
Biar saja kak, biar yang sudah punya barang di harga bawah pada seneng  

Kita lihat sesi 2 bagaimana nanti   ",Positif
1432,Waduhwaduhh CENT naiknya trlalu ugal an ga nih ci @RuiAuxilia  ,Positif
1433,Mcor diem  ijo,Positif
1434,wah pak Aho senang sekali nih pasti... sales nya cent,Positif
1435,FREN HAKA,Positif
1436,"Membalas : makasih pak, berkat bapak saya masih hold cent   
  sama sama om, mantap ya cent nya",Positif
1437,"Membalas : wmuunya kak..bandar akum trus
Tunggu kakak cl dlu baru masuk.. Biar terbang :baby_chick:",Positif
1438,wmuunya kak..bandar akum trus,Positif
1439,"Mohon maaf senior, mungkin ada yang bisa menjelaskan

Apakah benar rumor DKFT mau d akusisi ASII ??",Positif
1440,Zinc sudah break resis 130... kalau break resit 136 hari ini atau besok sudah masuk reversal trend....otw 200,Positif
1441,Dividen PTBA berapa ya om?,Positif
1442,"Membalas : https://investasi.kontan.co.id/news/laba-widodo-makmur-unggas-wmuu-melesat-102-pada-2020
otw 300 ",Positif
1443,mppa bentar lg mudahan di tarik nih   ,Positif
1444,"Membalas : Rumours on the market LINK 2 Bidder : Digital Colony , Naver (Line) Range Bid 4800-5200 katanya
Sadis ini kalau benar, yg masuk di SAME dan CENT mau akuisisi LINK.
EMTK dan North Star Group ini emang gila soal akuisisi, jual beli perusahaan",Positif
1445,"Coal, Nikel, Bank pada minggir dlu Ayam mo tampil dlu",Positif
1446,"Membalas : Wmuu gileeee
Strong bgt ya  ",Positif
1447,"Membalas : Congrats ya yg punya Cent  
Aho congratzz     ",Positif
1448,Cent   mantap,Positif
1449,Congrats ya yg punya Cent  ,Positif
1450,arakan cent ,Positif
1451,"Membalas : nama boleh mirip assa. nasib masih beda  
mungkin ada waktunya pak, lama kelamaan resist kuat jadi support kuat ",Positif
1452,"Membalas : essa mau berapa kali ya uji resist 410? 
Tambah muatan pak supaya bisa break ceilingnya hehe",Positif
1453,"Membalas : Prospek cerah ni ya pak Benhan
Mari main yg uptrend pak. Tinggalin yg udah lewat storynya",Positif
1454,"Membalas : Minggu depan kayaknya konsolidasi di atas 302 di bawah 320. Kecuali kalau bandarnya ga sabar dan banyak ritel The Traders masuk.
Nah ini hahahaha mari kita pantau ... skrg sih saya lg antri di 302-310  ",Positif
1455,"Membalas : Saya punya tiga2nya nih. Gara2 pom2 suhu2 di sini  
Cuan kotos  ",Positif
1456,essa mau berapa kali ya uji resist 410? ,Positif
1457,"Membalas : Waduh assa nya jgn ngebut2
Udah kena TP Hu Billy di 2300, padahal skeptis bisa sampai segitu hari ini. Emang gila ASSA makin ditantang makin ngebut.",Positif
1458,"Ya ampun mdka :rocket:
",Positif
1459,Jangan putus ASSA melihat DOGE terbang wkwkk,Positif
1460,"Membalas : Waduh assa nya jgn ngebut2
Hu bil favorit assa,pak ben cent ,.pakde dan cik rui Same ",Positif
1461,"Membalas : Waduh assa nya jgn ngebut2
Iya niy, slow dikit assa. Biar jatohnya gak sakit",Positif
1462,Waduh assa nya jgn ngebut2,Positif
1463,"Membalas : Keluar masuk dan ikut right issue-lah kalau CENT. Dah yakin dan udah kasih cuan banyak sejak kita bahas di 230-an ya hehe
Hr ini saya telat masuk td nunggu di 286 telat buka laptop ketinggalan tar tunggu harga bagus saya masuk lg ",Positif
1464,"BFIN mau diakuisisi ARTO ini bener ya. Soalnya ARTO punya modal berlimpah after RI. Ya masih satu grup juga.
Kabarnya tender offernya bakal di 850-900.",Positif
1465,"Membalas : kemarin asing masuk besar juga
Dr kemaren beli 5M belum jual sdikitpun... ini BK masuk lagi.... Brosum... asing Acum dan Nett Buy... kalau sudah 2 hari bgini... mudah2an awal yg baik.... liat aja dijagain terus... Yuk yang mau  gabung dr tarrikan awal Guys... Haka Zinc",Positif
1466,WMUU volume gede ya  ,Positif
