,Normal,Status,token
1221,garuda suntik pol pol mai dibiarin garuda suntik pen triliun butuh triliun apbd triliun sanggup perintah suntuk polan apbn sumber dana swf,Negatif,"['garuda', 'suntik', 'pol', 'pol', 'mai', 'dibiarin', 'garuda', 'suntik', 'pen', 'triliun', 'butuh', 'triliun', 'apbd', 'triliun', 'sanggup', 'perintah', 'suntuk', 'polan', 'apbn', 'sumber', 'dana', 'swf']"
1222,garuda suntik pol pol mai dibiarin,Negatif,"['garuda', 'suntik', 'pol', 'pol', 'mai', 'dibiarin']"
1223,tp keburu pullback kunci hilang tp,Negatif,"['tp', 'keburu', 'pullback', 'kunci', 'hilang', 'tp']"
1224,hati incar dividen banting sakit,Negatif,"['hati', 'incar', 'dividen', 'banting', 'sakit']"
1225,arb,Negatif,['arb']
1226,cl cl bro break cl,Negatif,"['cl', 'cl', 'bro', 'break', 'cl']"
1227,ayo henti sinetron hidup realita no,Negatif,"['ayo', 'henti', 'sinetron', 'hidup', 'realita', 'no']"
1228,panik panik panik panik cl,Negatif,"['panik', 'panik', 'panik', 'panik', 'cl']"
1229,fear sos kuat kyaknya,Negatif,"['fear', 'sos', 'kuat', 'kyaknya']"
1230,sangkut cutloss crypto alir anti cutloss crypto mati pakai cutloss,Negatif,"['sangkut', 'cutloss', 'crypto', 'alir', 'anti', 'cutloss', 'crypto', 'mati', 'pakai', 'cutloss']"
1231,nasib usaha untung jamin naik,Negatif,"['nasib', 'usaha', 'untung', 'jamin', 'naik']"
1232,target turun atao,Negatif,"['target', 'turun', 'atao']"
1233,bpjs niat masuk krypto bpjs risk profilenya super aggresive nan,Negatif,"['bpjs', 'niat', 'masuk', 'krypto', 'bpjs', 'risk', 'profilenya', 'super', 'aggresive', 'nan']"
1234,update how low can go,Negatif,"['update', 'how', 'low', 'can', 'go']"
1235,jatuh naik bawah bpjs tk bandar ambil untung bpjs tk salah kondisi acak lihat maksud,Negatif,"['jatuh', 'naik', 'bawah', 'bpjs', 'tk', 'bandar', 'ambil', 'untung', 'bpjs', 'tk', 'salah', 'kondisi', 'acak', 'lihat', 'maksud']"
1236,bandar culun bandar abis duit,Negatif,"['bandar', 'culun', 'bandar', 'abis', 'duit']"
1237,bandar culun,Negatif,"['bandar', 'culun']"
1238,harudnya bandar beroangku tangan lihat panggung ambil heran kalah bandar bandar,Negatif,"['harudnya', 'bandar', 'beroangku', 'tangan', 'lihat', 'panggung', 'ambil', 'heran', 'kalah', 'bandar', 'bandar']"
1239,harudnya bandar beroangku tangan lihat panggung ambil,Negatif,"['harudnya', 'bandar', 'beroangku', 'tangan', 'lihat', 'panggung', 'ambil']"
1240,ayo ayo konsisten terjun bebas,Negatif,"['ayo', 'ayo', 'konsisten', 'terjun', 'bebas']"
1241,roket mulu jual,Negatif,"['roket', 'mulu', 'jual']"
1242,tuju cut loss is your friend cutloss wajib down trend kuat average hasil minus sd turun konsolidasi beres global market,Negatif,"['tuju', 'cut', 'loss', 'is', 'your', 'friend', 'cutloss', 'wajib', 'down', 'trend', 'kuat', 'average', 'hasil', 'minus', 'sd', 'turun', 'konsolidasi', 'beres', 'global', 'market']"
1243,direksi beli berita naik banting,Negatif,"['direksi', 'beli', 'berita', 'naik', 'banting']"
1244,loncat deg degan akumulasi asing resis naik hold arah cpt sell tunggu supportnya,Netral,"['loncat', 'deg', 'degan', 'akumulasi', 'asing', 'resis', 'naik', 'hold', 'arah', 'cpt', 'sell', 'tunggu', 'supportnya']"
1245,masuk peti gembok sampek,Netral,"['masuk', 'peti', 'gembok', 'sampek']"
1246,ara naik simpan,Netral,"['ara', 'naik', 'simpan']"
1247,traders go away in may and came back in june tembus hold lebaran kasih thr ntr turun ntr gratis anterin,Netral,"['traders', 'go', 'away', 'in', 'may', 'and', 'came', 'back', 'in', 'june', 'tembus', 'hold', 'lebaran', 'kasih', 'thr', 'ntr', 'turun', 'ntr', 'gratis', 'anterin']"
1248,umur panen blom ijabkabul tunggu,Netral,"['umur', 'panen', 'blom', 'ijabkabul', 'tunggu']"
1249,sabar kunci jalan,Netral,"['sabar', 'kunci', 'jalan']"
1250,simpan sst biarin cepat naik muat,Netral,"['simpan', 'sst', 'biarin', 'cepat', 'naik', 'muat']"
1251,tenang pinggir gerak tp dikumpulin,Netral,"['tenang', 'pinggir', 'gerak', 'tp', 'dikumpulin']"
1252,tahan,Netral,['tahan']
1253,jebol tunggu,Netral,"['jebol', 'tunggu']"
1254,lower bb hantam wait until no lower low before entrering lower low diam lbb,Netral,"['lower', 'bb', 'hantam', 'wait', 'until', 'no', 'lower', 'low', 'before', 'entrering', 'lower', 'low', 'diam', 'lbb']"
1255,vcp rally thank you,Positif,"['vcp', 'rally', 'thank', 'you']"
1256,lq ma prank bosan still looks,Positif,"['lq', 'ma', 'prank', 'bosan', 'still', 'looks']"
1257,tp salah tp arah tanggal,Positif,"['tp', 'salah', 'tp', 'arah', 'tanggal']"
1258,asyikk mini gas,Positif,"['asyikk', 'mini', 'gas']"
1259,tolak tancap gas,Positif,"['tolak', 'tancap', 'gas']"
1260,moga ara,Positif,"['moga', 'ara']"
1261,tembus pattern candle morning confirm,Positif,"['tembus', 'pattern', 'candle', 'morning', 'confirm']"
1262,gas,Positif,['gas']
1263,reminder northstar suntik dana startup milik erick thohir pt mahaka radio integra tbk beli berita beli niscaya gerak mudah rubah fear greed tinggal request berita cnbc,Positif,"['reminder', 'northstar', 'suntik', 'dana', 'startup', 'milik', 'erick', 'thohir', 'pt', 'mahaka', 'radio', 'integra', 'tbk', 'beli', 'berita', 'beli', 'niscaya', 'gerak', 'mudah', 'rubah', 'fear', 'greed', 'tinggal', 'request', 'berita', 'cnbc']"
1264,naik lesat bebrapa tp keren naik trsan,Positif,"['naik', 'lesat', 'bebrapa', 'tp', 'keren', 'naik', 'trsan']"
1265,roket roket roket roket roket roket aaaannddd,Positif,"['roket', 'roket', 'roket', 'roket', 'roket', 'roket', 'aaaannddd']"
1266,juara,Positif,['juara']
1267,topang cantik yep gapernah bohong angkat beda angkat,Positif,"['topang', 'cantik', 'yep', 'gapernah', 'bohong', 'angkat', 'beda', 'angkat']"
1268,next next roket,Positif,"['next', 'next', 'roket']"
1269,next next,Positif,"['next', 'next']"
1270,topang cantik betullll,Positif,"['topang', 'cantik', 'betullll']"
1271,topang cantik,Positif,"['topang', 'cantik']"
1272,bca balap rebut posisi,Positif,"['bca', 'balap', 'rebut', 'posisi']"
1273,serok inves,Positif,"['serok', 'inves']"
1274,ara nafsu naik,Positif,"['ara', 'nafsu', 'naik']"
1275,salah jelasin bagus support resistant area area pintu tabrakin bagus ngejelasin dynamic support resisten pakai ma insight,Positif,"['salah', 'jelasin', 'bagus', 'support', 'resistant', 'area', 'area', 'pintu', 'tabrakin', 'bagus', 'ngejelasin', 'dynamic', 'support', 'resisten', 'pakai', 'ma', 'insight']"
1276,porsi ajar cum ri,Positif,"['porsi', 'ajar', 'cum', 'ri']"
1277,nana ri pegang tp putus rinya atao,Positif,"['nana', 'ri', 'pegang', 'tp', 'putus', 'rinya', 'atao']"
1278,feeling tp tp duluklo masuk,Positif,"['feeling', 'tp', 'tp', 'duluklo', 'masuk']"
1279,amiiin diatad prediksi salah,Positif,"['amiiin', 'diatad', 'prediksi', 'salah']"
1280,amiiin,Positif,['amiiin']
1281,amiiin,Positif,['amiiin']
1282,fokus yes regardless invest trading pantau big trendnya,Positif,"['fokus', 'yes', 'regardless', 'invest', 'trading', 'pantau', 'big', 'trendnya']"
1283,next,Positif,['next']
1284,break potensi prediksi kuat bkl,Positif,"['break', 'potensi', 'prediksi', 'kuat', 'bkl']"
1285,next,Positif,['next']
1286,feeling iniijo tipis break potensi,Positif,"['feeling', 'iniijo', 'tipis', 'break', 'potensi']"
1287,naik puncak,Positif,"['naik', 'puncak']"
1288,mudah close tembus kisar suport br,Positif,"['mudah', 'close', 'tembus', 'kisar', 'suport', 'br']"
1289,mudah mudah close roket roket,Positif,"['mudah', 'mudah', 'close', 'roket', 'roket']"
1290,story nanjak isu merger akuisisi caplok porsi,Positif,"['story', 'nanjak', 'isu', 'merger', 'akuisisi', 'caplok', 'porsi']"
1291,tunggu bawah moga jemput,Positif,"['tunggu', 'bawah', 'moga', 'jemput']"
1292,story nanjak isu merger akuisisi,Positif,"['story', 'nanjak', 'isu', 'merger', 'akuisisi']"
1293,oke,Positif,['oke']
1294,tipe all in sisa dana loss kepe ajar salah cl cuan kotos beli,Positif,"['tipe', 'all', 'in', 'sisa', 'dana', 'loss', 'kepe', 'ajar', 'salah', 'cl', 'cuan', 'kotos', 'beli']"
1295,roket roket,Positif,"['roket', 'roket']"
1296,naim pilot sopir,Positif,"['naim', 'pilot', 'sopir']"
1297,tinggal moga hijau royo porto,Positif,"['tinggal', 'moga', 'hijau', 'royo', 'porto']"
1298,jual bersih,Positif,"['jual', 'bersih']"
1299,saran rajin cl so far start modal tumbuh lumayan,Positif,"['saran', 'rajin', 'cl', 'so', 'far', 'start', 'modal', 'tumbuh', 'lumayan']"
1300,mah mending bingung balikkin modal cuan mah bdo hilang fokus balikin modal resiko revenge trade nekat minus trading fokus bangun porto profit scara konsisten,Positif,"['mah', 'mending', 'bingung', 'balikkin', 'modal', 'cuan', 'mah', 'bdo', 'hilang', 'fokus', 'balikin', 'modal', 'resiko', 'revenge', 'trade', 'nekat', 'minus', 'trading', 'fokus', 'bangun', 'porto', 'profit', 'scara', 'konsisten']"
1301,tarik sis semongko,Positif,"['tarik', 'sis', 'semongko']"
1302,tembus tp,Positif,"['tembus', 'tp']"
1303,haka,Positif,['haka']
1304,ayo nabrak,Positif,"['ayo', 'nabrak']"
1305,tunggu haka,Positif,"['tunggu', 'haka']"
1306,tembus,Positif,['tembus']
1307,tembus,Positif,['tembus']
1308,haka big akumulasi kemairn,Positif,"['haka', 'big', 'akumulasi', 'kemairn']"
1309,net buy,Positif,"['net', 'buy']"
1310,kondisi kerja usaha oke pandemi,Positif,"['kondisi', 'kerja', 'usaha', 'oke', 'pandemi']"
1311,senang pribadi,Positif,"['senang', 'pribadi']"
1312,haka,Positif,['haka']
1313,mending dividen normal sgitu kisar ideal staon,Positif,"['mending', 'dividen', 'normal', 'sgitu', 'kisar', 'ideal', 'staon']"
1314,jual lq cakep dividen cicil,Positif,"['jual', 'lq', 'cakep', 'dividen', 'cicil']"
1315,dividen lumayan,Positif,"['dividen', 'lumayan']"
1316,aowkk naik turun aduh average,Positif,"['aowkk', 'naik', 'turun', 'aduh', 'average']"
1317,angkat indeks rebound,Positif,"['angkat', 'indeks', 'rebound']"
1318,asi sentuh ma monthly moga kuat,Positif,"['asi', 'sentuh', 'ma', 'monthly', 'moga', 'kuat']"
1319,naik turun psikologi bikin naik turun murni market big cap bikin naik turun naik turun big cap asing,Positif,"['naik', 'turun', 'psikologi', 'bikin', 'naik', 'turun', 'murni', 'market', 'big', 'cap', 'bikin', 'naik', 'turun', 'naik', 'turun', 'big', 'cap', 'asing']"
1320,semalem posting high tv yahoo fin,Positif,"['semalem', 'posting', 'high', 'tv', 'yahoo', 'fin']"
1321,celah masuk momen ambil,Positif,"['celah', 'masuk', 'momen', 'ambil']"
1322,galau shake market,Negatif,"['galau', 'shake', 'market']"
1323,guyur hati hati bandar mindahin barang moga uptrend,Negatif,"['guyur', 'hati', 'hati', 'bandar', 'mindahin', 'barang', 'moga', 'uptrend']"
1324,dampak data inflasi jelek market inflasi tinggi inflasi ngikutin wallstreet terombang ambing narasi sengaja media trade aja,Negatif,"['dampak', 'data', 'inflasi', 'jelek', 'market', 'inflasi', 'tinggi', 'inflasi', 'ngikutin', 'wallstreet', 'terombang', 'ambing', 'narasi', 'sengaja', 'media', 'trade', 'aja']"
1325,its just cycle lupa indeks running cuan nov hilang hiks,Negatif,"['its', 'just', 'cycle', 'lupa', 'indeks', 'running', 'cuan', 'nov', 'hilang', 'hiks']"
1326,kencang doa biar lebaran kasih thr berkah hutang,Negatif,"['kencang', 'doa', 'biar', 'lebaran', 'kasih', 'thr', 'berkah', 'hutang']"
1327,merah kluarin news ritel kabur market belah,Negatif,"['merah', 'kluarin', 'news', 'ritel', 'kabur', 'market', 'belah']"
1328,paham line reader bpk hijau ati candle,Negatif,"['paham', 'line', 'reader', 'bpk', 'hijau', 'ati', 'candle']"
1329,berat bawah iyah owe pindah duduk gerbong,Negatif,"['berat', 'bawah', 'iyah', 'owe', 'pindah', 'duduk', 'gerbong']"
1330,awas bandar ugal jamgan nasib kaya arb jilid,Negatif,"['awas', 'bandar', 'ugal', 'jamgan', 'nasib', 'kaya', 'arb', 'jilid']"
1331,naik puncak suspend,Negatif,"['naik', 'puncak', 'suspend']"
1332,tunggu bawah,Negatif,"['tunggu', 'bawah']"
1333,mah mending bingung balikkin modal cuan mah bdo hilang kejar ruwet bawa enjoy pasrah,Negatif,"['mah', 'mending', 'bingung', 'balikkin', 'modal', 'cuan', 'mah', 'bdo', 'hilang', 'kejar', 'ruwet', 'bawa', 'enjoy', 'pasrah']"
1334,bisnis sesal sesal cl,Negatif,"['bisnis', 'sesal', 'sesal', 'cl']"
1335,bisnis sesal sesal cl,Negatif,"['bisnis', 'sesal', 'sesal', 'cl']"
1336,dividen lumayan tahan dividen banting arb,Negatif,"['dividen', 'lumayan', 'tahan', 'dividen', 'banting', 'arb']"
1337,big cap bikin naik turun naik turun big cap asing asing net sell pengaruh psikologis bandar ritel sell,Negatif,"['big', 'cap', 'bikin', 'naik', 'turun', 'naik', 'turun', 'big', 'cap', 'asing', 'asing', 'net', 'sell', 'pengaruh', 'psikologis', 'bandar', 'ritel', 'sell']"
1338,trader investor mati susah asi pbv naik susah turun bablas,Negatif,"['trader', 'investor', 'mati', 'susah', 'asi', 'pbv', 'naik', 'susah', 'turun', 'bablas']"
1339,fase nulis nada maybe markets just aren for capitulation depression,Negatif,"['fase', 'nulis', 'nada', 'maybe', 'markets', 'just', 'aren', 'for', 'capitulation', 'depression']"
1340,insight target long run jebol ma buka gembok,Netral,"['insight', 'target', 'long', 'run', 'jebol', 'ma', 'buka', 'gembok']"
1341,bagus hold sambut lebaran konsumer,Netral,"['bagus', 'hold', 'sambut', 'lebaran', 'konsumer']"
1342,pantau news buyback kayak tarik disclaimer on tarik rebut,Positif,"['pantau', 'news', 'buyback', 'kayak', 'tarik', 'disclaimer', 'on', 'tarik', 'rebut']"
1343,pantau news buyback kayak tarik disclaimer on,Positif,"['pantau', 'news', 'buyback', 'kayak', 'tarik', 'disclaimer', 'on']"
1344,galak galakin tp senang pd yiha sabar rebound tp alam analisa pribadi senang cuan emiten ganti,Positif,"['galak', 'galakin', 'tp', 'senang', 'pd', 'yiha', 'sabar', 'rebound', 'tp', 'alam', 'analisa', 'pribadi', 'senang', 'cuan', 'emiten', 'ganti']"
1345,nyata bikin sideway hajar buyback,Positif,"['nyata', 'bikin', 'sideway', 'hajar', 'buyback']"
1346,ayo antri koreksi rheumasonnya rheumasonnya tp tahap sisa cuan porto tunggu kasih koreksi tp tp kabur tp mayan cl ganti,Positif,"['ayo', 'antri', 'koreksi', 'rheumasonnya', 'rheumasonnya', 'tp', 'tahap', 'sisa', 'cuan', 'porto', 'tunggu', 'kasih', 'koreksi', 'tp', 'tp', 'kabur', 'tp', 'mayan', 'cl', 'ganti']"
1347,syukur blom kena sakit dianalisa tebal mantap incer tp bikin base masuk terljr masuk sabar,Positif,"['syukur', 'blom', 'kena', 'sakit', 'dianalisa', 'tebal', 'mantap', 'incer', 'tp', 'bikin', 'base', 'masuk', 'terljr', 'masuk', 'sabar']"
1348,syukur blom kena sakit dianalisa tebal,Positif,"['syukur', 'blom', 'kena', 'sakit', 'dianalisa', 'tebal']"
1349,breakout stasiun target,Positif,"['breakout', 'stasiun', 'target']"
1350,blim info ha lap ri sila cek idx,Positif,"['blim', 'info', 'ha', 'lap', 'ri', 'sila', 'cek', 'idx']"
1351,blim info ha lap ri,Positif,"['blim', 'info', 'ha', 'lap', 'ri']"
1352,networth triliun,Positif,"['networth', 'triliun']"
1353,realita gera hargasaham kaya naik kencang,Positif,"['realita', 'gera', 'hargasaham', 'kaya', 'naik', 'kencang']"
1354,cl masuk moga putus,Positif,"['cl', 'masuk', 'moga', 'putus']"
1355,dkt ath mantap,Positif,"['dkt', 'ath', 'mantap']"
1356,donor,Positif,['donor']
1357,lihat tuju buyback emiten tahan buyback jual hasil buybacknya simpan treasury expired,Positif,"['lihat', 'tuju', 'buyback', 'emiten', 'tahan', 'buyback', 'jual', 'hasil', 'buybacknya', 'simpan', 'treasury', 'expired']"
1358,nyanggah bikin ssp fase pusing htf atao ssp fase bagus pantengin salah saran biar fomo htf ssp,Positif,"['nyanggah', 'bikin', 'ssp', 'fase', 'pusing', 'htf', 'atao', 'ssp', 'fase', 'bagus', 'pantengin', 'salah', 'saran', 'biar', 'fomo', 'htf', 'ssp']"
1359,saha paham mekanisme coba lihat history sept buyback lihat historis lihat tuju buyback emiten tahan buyback bawah nilai wajar atao undervalued,Positif,"['saha', 'paham', 'mekanisme', 'coba', 'lihat', 'history', 'sept', 'buyback', 'lihat', 'historis', 'lihat', 'tuju', 'buyback', 'emiten', 'tahan', 'buyback', 'bawah', 'nilai', 'wajar', 'atao', 'undervalued']"
1360,ngarti bagus tutup sebutin,Positif,"['ngarti', 'bagus', 'tutup', 'sebutin']"
1361,regional dukung hangseng nikkei tarik moga,Positif,"['regional', 'dukung', 'hangseng', 'nikkei', 'tarik', 'moga']"
1362,tutup cantik atao gemas bikin ssp weekly candle,Positif,"['tutup', 'cantik', 'atao', 'gemas', 'bikin', 'ssp', 'weekly', 'candle']"
1363,bandar zp kebangentan hajar buyback pakai kim eng,Positif,"['bandar', 'zp', 'kebangentan', 'hajar', 'buyback', 'pakai', 'kim', 'eng']"
1364,tutup cakep tutup cantik atao gemas,Positif,"['tutup', 'cakep', 'tutup', 'cantik', 'atao', 'gemas']"
1365,bo,Positif,['bo']
1366,tp atao,Positif,"['tp', 'atao']"
1367,tutup cakep tp amanin cuan,Positif,"['tutup', 'cakep', 'tp', 'amanin', 'cuan']"
1368,tutup cakep,Positif,"['tutup', 'cakep']"
1369,gas,Positif,['gas']
1370,nyata bikin sideway hajar,Positif,"['nyata', 'bikin', 'sideway', 'hajar']"
1371,bk surup beli,Positif,"['bk', 'surup', 'beli']"
1372,kasi beli id jual bentar tinggal naik target menit transaksi,Positif,"['kasi', 'beli', 'id', 'jual', 'bentar', 'tinggal', 'naik', 'target', 'menit', 'transaksi']"
1373,waw,Positif,['waw']
1374,rebound,Positif,['rebound']
1375,aduh haka,Positif,"['aduh', 'haka']"
1376,kasi beli id jual bentar tinggal naik,Positif,"['kasi', 'beli', 'id', 'jual', 'bentar', 'tinggal', 'naik']"
1377,happy cuan,Positif,"['happy', 'cuan']"
1378,jarum muncul,Positif,"['jarum', 'muncul']"
1379,buy if break,Positif,"['buy', 'if', 'break']"
1380,ayo sesi,Positif,"['ayo', 'sesi']"
1381,break,Positif,['break']
1382,agan masuk cocol,Positif,"['agan', 'masuk', 'cocol']"
1383,masuk tinggi,Positif,"['masuk', 'tinggi']"
1384,lomba ri bagus,Positif,"['lomba', 'ri', 'bagus']"
1385,aduh ngebut tuju stabil naik manis sopan ri berita ara uma how high can go ri ngarep tebus min,Positif,"['aduh', 'ngebut', 'tuju', 'stabil', 'naik', 'manis', 'sopan', 'ri', 'berita', 'ara', 'uma', 'how', 'high', 'can', 'go', 'ri', 'ngarep', 'tebus', 'min']"
1386,regional hijau royo digital murah,Positif,"['regional', 'hijau', 'royo', 'digital', 'murah']"
1387,bareng na haka haka hearts hearts,Positif,"['bareng', 'na', 'haka', 'haka', 'hearts', 'hearts']"
1388,roket kena roket bablas,Positif,"['roket', 'kena', 'roket', 'bablas']"
1389,ajar tektok ni amunisi sesi seru ara atao jarum suntik ara ciiiii,Positif,"['ajar', 'tektok', 'ni', 'amunisi', 'sesi', 'seru', 'ara', 'atao', 'jarum', 'suntik', 'ara', 'ciiiii']"
1390,tunggu ri cuan beli terbang,Positif,"['tunggu', 'ri', 'cuan', 'beli', 'terbang']"
1391,keren tunggu tunggu ri,Positif,"['keren', 'tunggu', 'tunggu', 'ri']"
1392,bandar akumulasi,Positif,"['bandar', 'akumulasi']"
1393,potensi cnh,Positif,"['potensi', 'cnh']"
1394,gila rups atao gana,Positif,"['gila', 'rups', 'atao', 'gana']"
1395,gila,Positif,['gila']
1396,gendeng modalin kerek sesi,Positif,"['gendeng', 'modalin', 'kerek', 'sesi']"
1397,jebol ceilingnya moga jebol nembusin ath,Positif,"['jebol', 'ceilingnya', 'moga', 'jebol', 'nembusin', 'ath']"
1398,ganti rui gilir yiha yiha always yiha,Positif,"['ganti', 'rui', 'gilir', 'yiha', 'yiha', 'always', 'yiha']"
1399,resist kuat support kuat jebol ceilingnya,Positif,"['resist', 'kuat', 'support', 'kuat', 'jebol', 'ceilingnya']"
1400,happy cuan,Positif,"['happy', 'cuan']"
1401,samenya yiha yiha yiha yiha yiha yiha yiha yiha yiha infinity ganti rui gilir yiha yiha,Positif,"['samenya', 'yiha', 'yiha', 'yiha', 'yiha', 'yiha', 'yiha', 'yiha', 'yiha', 'yiha', 'infinity', 'ganti', 'rui', 'gilir', 'yiha', 'yiha']"
1402,maha brangkat,Positif,"['maha', 'brangkat']"
1403,happy cuan,Positif,"['happy', 'cuan']"
1404,hold lumayan porto tp hold keras ipo stock split ri,Positif,"['hold', 'lumayan', 'porto', 'tp', 'hold', 'keras', 'ipo', 'stock', 'split', 'ri']"
1405,cuan kotos sewa pesawat pribadi lebaran terbang,Positif,"['cuan', 'kotos', 'sewa', 'pesawat', 'pribadi', 'lebaran', 'terbang']"
1406,bawa rp selamat pohai analisa on track,Positif,"['bawa', 'rp', 'selamat', 'pohai', 'analisa', 'on', 'track']"
1407,tp tp ben longsor kyanya,Positif,"['tp', 'tp', 'ben', 'longsor', 'kyanya']"
1408,tp,Positif,['tp']
1409,dasar naik ri kena uma naik dasar ara kena uma,Positif,"['dasar', 'naik', 'ri', 'kena', 'uma', 'naik', 'dasar', 'ara', 'kena', 'uma']"
1410,ca ca,Positif,"['ca', 'ca']"
1411,how high can go,Positif,"['how', 'high', 'can', 'go']"
1412,waduhwaduhh naik ugal kena uma suka,Positif,"['waduhwaduhh', 'naik', 'ugal', 'kena', 'uma', 'suka']"
1413,waduhwaduhh naik ugal biar biar barang bawah lihat sesi,Positif,"['waduhwaduhh', 'naik', 'ugal', 'biar', 'biar', 'barang', 'bawah', 'lihat', 'sesi']"
1414,waduhwaduhh naik ugal,Positif,"['waduhwaduhh', 'naik', 'ugal']"
1415,diam hijau,Positif,"['diam', 'hijau']"
1416,senang sales,Positif,"['senang', 'sales']"
1417,haka,Positif,['haka']
1418,terima kasih berkat hold mantap,Positif,"['terima', 'kasih', 'berkat', 'hold', 'mantap']"
1419,wmuunya bandar akumulasi tunggu cl masuk biar terbang baby chick,Positif,"['wmuunya', 'bandar', 'akumulasi', 'tunggu', 'cl', 'masuk', 'biar', 'terbang', 'baby', 'chick']"
1420,wmuunya bandar akumulasi,Positif,"['wmuunya', 'bandar', 'akumulasi']"
1421,mohon maaf rumor akusisi asi,Positif,"['mohon', 'maaf', 'rumor', 'akusisi', 'asi']"
1422,break resis break resit atao masuk reversal trend tuju,Positif,"['break', 'resis', 'break', 'resit', 'atao', 'masuk', 'reversal', 'trend', 'tuju']"
1423,dividen,Positif,['dividen']
1424,tuju,Positif,['tuju']
1425,bentar mudah tarik,Positif,"['bentar', 'mudah', 'tarik']"
1426,rumours on market bidder digital colony naver line range bid sadis masuk akuisisi north group gila akuisisi jual beli usaha,Positif,"['rumours', 'on', 'market', 'bidder', 'digital', 'colony', 'naver', 'line', 'range', 'bid', 'sadis', 'masuk', 'akuisisi', 'north', 'group', 'gila', 'akuisisi', 'jual', 'beli', 'usaha']"
1427,coal nikel minggir ayam tampil,Positif,"['coal', 'nikel', 'minggir', 'ayam', 'tampil']"
1428,gila strong,Positif,"['gila', 'strong']"
1429,selamat selamat,Positif,"['selamat', 'selamat']"
1430,mantap,Positif,['mantap']
1431,selamat,Positif,['selamat']
1432,ara,Positif,['ara']
1433,nama nasib beda resist kuat support kuat,Positif,"['nama', 'nasib', 'beda', 'resist', 'kuat', 'support', 'kuat']"
1434,kali uji resist muat break ceilingnya,Positif,"['kali', 'uji', 'resist', 'muat', 'break', 'ceilingnya']"
1435,prospek cerah ni uptrend tinggal story,Positif,"['prospek', 'cerah', 'ni', 'uptrend', 'tinggal', 'story']"
1436,kayak konsolidasi bawah kecuali bandar sabar ritel traders masuk pantau antri,Positif,"['kayak', 'konsolidasi', 'bawah', 'kecuali', 'bandar', 'sabar', 'ritel', 'traders', 'masuk', 'pantau', 'antri']"
1437,gara pom cuan kotos,Positif,"['gara', 'pom', 'cuan', 'kotos']"
1438,kali uji resist,Positif,"['kali', 'uji', 'resist']"
1439,aduh ngebut kena tp skeptis segitu gila tantang ngebut,Positif,"['aduh', 'ngebut', 'kena', 'tp', 'skeptis', 'segitu', 'gila', 'tantang', 'ngebut']"
1440,ampun roket,Positif,"['ampun', 'roket']"
1441,putus lihat doge terbang,Positif,"['putus', 'lihat', 'doge', 'terbang']"
1442,aduh ngebut favorit ben cik rui,Positif,"['aduh', 'ngebut', 'favorit', 'ben', 'cik', 'rui']"
1443,aduh ngebut niy slow biar jatuh sakit,Positif,"['aduh', 'ngebut', 'niy', 'slow', 'biar', 'jatuh', 'sakit']"
1444,aduh ngebut,Positif,"['aduh', 'ngebut']"
1445,masuk right issue kasih cuan telat masuk tunggu telat buka laptop tinggal tunggu bagus masuk,Positif,"['masuk', 'right', 'issue', 'kasih', 'cuan', 'telat', 'masuk', 'tunggu', 'telat', 'buka', 'laptop', 'tinggal', 'tunggu', 'bagus', 'masuk']"
1446,akuisisi modal limpah after ri tender offernya,Positif,"['akuisisi', 'modal', 'limpah', 'after', 'ri', 'tender', 'offernya']"
1447,asing masuk beli jual sdikitpun bk masuk brosum asing acum nett buy mudah lihat jaga ayo gabung tarrikan haka,Positif,"['asing', 'masuk', 'beli', 'jual', 'sdikitpun', 'bk', 'masuk', 'brosum', 'asing', 'acum', 'nett', 'buy', 'mudah', 'lihat', 'jaga', 'ayo', 'gabung', 'tarrikan', 'haka']"
1448,volume,Positif,['volume']
1449,terima kasih berkat hold tp paruh masuk koreksi,Positif,"['terima', 'kasih', 'berkat', 'hold', 'tp', 'paruh', 'masuk', 'koreksi']"
1450,bk net buy asing masuk,Positif,"['bk', 'net', 'buy', 'asing', 'masuk']"
1451,yp cuan lebar,Positif,"['yp', 'cuan', 'lebar']"
1452,ancang,Positif,['ancang']
1453,bikin support,Positif,"['bikin', 'support']"
1454,goreng,Positif,['goreng']
1455,mentok resist out ketemu yap tp,Positif,"['mentok', 'resist', 'out', 'ketemu', 'yap', 'tp']"
1456,mentok resist out ketemu,Positif,"['mentok', 'resist', 'out', 'ketemu']"
1457,bk net buy,Positif,"['bk', 'net', 'buy']"
1458,naik rf jual dana turun terbang roket roket roket,Positif,"['naik', 'rf', 'jual', 'dana', 'turun', 'terbang', 'roket', 'roket', 'roket']"
1459,ayo pelan,Positif,"['ayo', 'pelan']"
1460,tembus,Positif,['tembus']
1461,mantap bill buy on breakout,Positif,"['mantap', 'bill', 'buy', 'on', 'breakout']"
1462,nakal,Positif,['nakal']
1463,moga manggung,Positif,"['moga', 'manggung']"
1464,moga false promise,Positif,"['moga', 'false', 'promise']"
1465,bangun,Positif,['bangun']
1466,sales senang,Positif,"['sales', 'senang']"
1467,happy cuan,Positif,"['happy', 'cuan']"
1468,happy cuan,Positif,"['happy', 'cuan']"
1469,roket roket,Positif,"['roket', 'roket']"
1470,go go,Positif,"['go', 'go']"
